years,시도,시군구,계약종별,지점명,month,전력량
2019,충청북도,증평군,가로등,증평,1,394049
2019,충청남도,아산시,가로등,아산,1,1930771
2019,충청남도,보령시,가로등,보령,1,933056
2019,충청남도,공주시,가로등,공주,1,1536867
2019,충청남도,서산시,가로등,서산,1,1331349
2019,충청남도,천안시,가로등,천안,1,2683371
2019,충청남도,금산군,가로등,금산,1,881534
2019,충청남도,계룡시,가로등,계룡,1,291536
2019,충청남도,논산시,가로등,논산,1,915435
2019,충청남도,부여군,가로등,부여,1,679935
2019,충청남도,서천군,가로등,서천,1,947606
2019,충청남도,청양군,가로등,청양,1,748460
2019,충청남도,홍성군,가로등,홍성,1,814697
2019,충청남도,예산군,가로등,예산,1,899910
2019,충청남도,당진시,가로등,당진,1,1377462
2019,충청남도,태안군,가로등,태안,1,771871
2019,세종특별자치시,세종시,가로등,세종,1,3076587
2023,대전광역시,대전,가로등,동,1,977573
2023,대전광역시,대전,가로등,중,1,927644
2023,대전광역시,대전,가로등,서,1,1673832
2023,대전광역시,대전,가로등,대덕,1,1036515
2023,대전광역시,대전,가로등,유성,1,2360827
2023,충청북도,충주시,가로등,충주,1,2824931
2023,충청북도,제천시,가로등,제천,1,1553020
2023,충청북도,보은군,가로등,보은,1,617141
2023,충청북도,옥천군,가로등,옥천,1,750197
2023,충청북도,영동군,가로등,영동,1,719498
2023,충청북도,진천군,가로등,진천,1,818016
2023,충청북도,괴산군,가로등,괴산,1,1318192
2023,충청북도,음성군,가로등,음성,1,1547618
2023,충청북도,단양군,가로등,단양,1,857838
2023,충청북도,청주시,가로등,청주,1,5660715
2023,충청북도,증평군,가로등,증평,1,394888
2023,충청남도,아산시,가로등,아산,1,2335699
2023,충청남도,보령시,가로등,보령,1,1042101
2023,충청남도,공주시,가로등,공주,1,1364564
2023,충청남도,서산시,가로등,서산,1,1190541
2023,충청남도,천안시,가로등,천안,1,2735350
2023,충청남도,금산군,가로등,금산,1,466388
2023,충청남도,계룡시,가로등,계룡,1,297644
2023,충청남도,논산시,가로등,논산,1,1002693
2023,충청남도,부여군,가로등,부여,1,657815
2023,충청남도,서천군,가로등,서천,1,928124
2023,충청남도,청양군,가로등,청양,1,765821
2023,충청남도,홍성군,가로등,홍성,1,914063
2023,충청남도,예산군,가로등,예산,1,877548
2023,충청남도,당진시,가로등,당진,1,1488420
2023,충청남도,태안군,가로등,태안,1,923528
2023,세종특별자치시,세종시,가로등,세종,1,3609372
2020,대전광역시,대전,가로등,동,1,1197769
2020,대전광역시,대전,가로등,중,1,984583
2020,대전광역시,대전,가로등,서,1,2182036
2020,대전광역시,대전,가로등,대덕,1,1026992
