,Unnamed: 0,지점,지점명,일시,평균기온(°C),평균현지기압(hPa),평균해면기압(hPa),평균수증기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),일조율(%),최심적설(cm),평균지면온도(°C),years,month,HDD,CDD,시도,시군구,계약종별,전력량
1232,1372,239,세종,2023-02,2.0,1014.9,1026.2,4.2,61.0,4.1,1.4,55.63,0.0,5.8,2023,2,16.0,0.0,세종특별자치시,세종시,교육용,8299199
1233,1373,239,세종,2023-03,9.6,1009.4,1020.3,5.6,48.0,18.5,1.6,62.87,0.0,15.1,2023,3,8.4,0.0,세종특별자치시,세종시,교육용,7345155
1234,1374,239,세종,2023-04,13.3,1004.2,1014.9,8.7,59.0,48.8,1.8,47.73,0.0,16.0,2023,4,4.699999999999999,0.0,세종특별자치시,세종시,교육용,7036403
1235,1375,239,세종,2023-05,18.5,1002.5,1013.0,13.5,66.0,194.2,1.4,47.77,0.0,22.6,2023,5,0.0,0.0,세종특별자치시,세종시,교육용,5679431
1236,1376,239,세종,2023-06,23.1,996.7,1006.9,19.5,71.0,112.6,1.5,49.82,0.0,28.4,2023,6,0.0,0.0,세종특별자치시,세종시,교육용,6117392
1237,1377,239,세종,2023-07,25.6,997.4,1007.5,27.5,85.0,866.5,1.3,31.18,0.0,28.2,2023,7,0.0,1.6000000000000014,세종특별자치시,세종시,교육용,7004063
1238,1378,239,세종,2023-08,26.7,995.2,1005.3,27.4,80.0,301.6,1.5,41.95,0.0,31.0,2023,8,0.0,2.6999999999999997,세종특별자치시,세종시,교육용,6510243
1239,1379,239,세종,2023-09,22.7,1002.6,1012.9,22.0,81.0,373.1,1.2,37.68,0.0,25.9,2023,9,0.0,0.0,세종특별자치시,세종시,교육용,7716664
1240,1380,239,세종,2023-10,14.8,1008.4,1019.1,12.1,74.0,5.3,1.2,56.78,0.0,17.4,2023,10,3.1999999999999997,0.0,세종특별자치시,세종시,교육용,6015568
1241,1381,239,세종,2023-11,7.6,1011.0,1022.0,7.9,68.0,40.0,1.6,51.53,0.0,8.4,2023,11,10.4,0.0,세종특별자치시,세종시,교육용,6285442
1242,1382,239,세종,2023-12,2.3,1013.7,1025.0,6.0,75.0,112.3,1.4,38.36,0.0,2.9,2023,12,15.7,0.0,세종특별자치시,세종시,교육용,9253807
1243,1383,239,세종,2024-01,0.1,1014.3,1025.7,4.6,72.0,42.5,1.3,42.15,0.0,0.7,2024,1,17.9,0.0,세종특별자치시,세종시,교육용,10383463
1244,1384,239,세종,2024-02,4.0,1013.2,1024.4,6.3,76.0,104.0,1.5,30.31,0.0,4.4,2024,2,14.0,0.0,세종특별자치시,세종시,교육용,8034202
1245,1385,239,세종,2024-03,7.0,1007.6,1018.6,6.2,62.0,48.8,1.8,50.62,0.0,8.3,2024,3,11.0,0.0,세종특별자치시,세종시,교육용,7837303
1246,1386,239,세종,2024-04,15.8,1003.1,1013.6,10.7,63.0,43.3,1.5,48.67,0.0,17.9,2024,4,2.1999999999999997,0.0,세종특별자치시,세종시,교육용,7907023
1247,1387,239,세종,2024-05,17.9,1002.7,1013.2,13.2,67.0,128.8,1.5,60.51,0.0,23.1,2024,5,0.1000000000000014,0.0,세종특별자치시,세종시,교육용,5410969
1248,1388,239,세종,2024-06,23.3,997.4,1007.6,18.3,67.0,104.3,1.3,59.71,0.0,29.0,2024,6,0.0,0.0,세종특별자치시,세종시,교육용,6209564
1249,1389,239,세종,2024-07,26.2,996.5,1006.6,28.1,83.0,542.1,1.5,27.04,0.0,29.7,2024,7,0.0,2.1999999999999997,세종특별자치시,세종시,교육용,6988217
1250,1390,239,세종,2024-08,28.1,996.9,1006.9,29.3,78.0,70.7,1.3,52.97,0.0,32.7,2024,8,0.0,4.100000000000001,세종특별자치시,세종시,교육용,6849752
1251,1391,239,세종,2024-09,25.2,1002.4,1012.6,24.6,77.0,232.1,1.4,47.95,0.0,29.1,2024,9,0.0,1.1999999999999993,세종특별자치시,세종시,교육용,8434466
1252,1392,239,세종,2024-10,15.7,1009.3,1019.9,14.7,83.0,97.1,1.1,34.58,0.0,17.7,2024,10,2.3000000000000007,0.0,세종특별자치시,세종시,교육용,6560346
1253,1393,239,세종,2024-11,9.5,1011.1,1022.1,8.8,72.0,43.1,1.2,53.9,0.0,9.6,2024,11,8.5,0.0,세종특별자치시,세종시,교육용,6412782
1254,1394,239,세종,2024-12,1.3,1012.7,1024.0,4.6,67.0,6.0,1.3,50.61,0.0,1.1,2024,12,16.7,0.0,세종특별자치시,세종시,교육용,9254512
