지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),평균현지기압(hPa),평균해면기압(hPa),평균수증기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),일최다강수량(mm),소형총증발량(mm),대형총증발량(mm),평균풍속(m/s),최대풍속(m/s),평균운량(1/10),평균중하층운량(1/10),일조율(%),합계 일사량(MJ/m2),최심적설(cm),최심신적설(cm),평균 최저초상온도(°C),평균지면온도(°C),0.5m평균지중온도(°C),1.5m평균지중온도(°C),3.0m평균지중온도(°C)
281,영천,2020-05,18,24.4,12,29,5.1,999.7,1010.9,13.4,67,46.4,21.3,,,1.9,6.2,5.9,3.1,52.28,,,,9.4,22.8,,,
281,영천,2020-06,23,29.1,17.3,35.3,12.2,995.8,1006.8,18.8,69,142,39.2,,,1.6,5.6,5.6,2.8,49.67,,,,15.1,28,,,
281,영천,2020-07,22,25.8,18.9,31.3,13.6,997,1008,22.4,86,338.5,74.9,,,1.5,6.1,7.6,5.1,21.11,,,,17.9,24.6,,,
281,영천,2020-08,27,31.9,23.3,35.6,21.6,999,1009.8,27.9,80,246.9,110.6,,,1.5,5.5,6.5,3.2,45.43,,,,22,29.4,,,
281,영천,2020-09,19.8,25,15.5,29.3,8.7,1001.2,1012.4,18.3,80,201.6,79.9,,,1.5,11.9,6.2,3.6,37.67,,,,13.7,22.2,,,
281,영천,2020-10,13.8,20.6,8.1,25.5,2.1,1009.3,1020.8,10.7,69,11.1,10,,,1.6,7.1,4.6,2.3,56.75,,,,4.5,16,,,
281,영천,2020-11,8.3,14.9,2.2,24.1,-3.3,1013.3,1025.1,7.2,64,32.8,28.9,,,1.7,7.5,3.9,2.4,52.16,,,,-1.7,8.9,,,
281,영천,2020-12,.6,7.1,-5.1,12.6,-11.3,1014.1,1026.2,3.5,55,.9,.9,,,2.1,9.1,3.3,1.1,56.95,,,,-9.4,1.3,,,
281,영천,2021-01,-.5,5.6,-6.1,15.7,-13.6,1012.6,1024.8,3.8,57,11.9,10.1,,,2.1,9.1,3.8,2.1,53.98,,,,-9.8,.3,,,
281,영천,2021-02,4.1,11,-2.3,23.6,-9,1009.3,1021.3,4.5,53,15.5,10.1,,,2.4,8.8,3.3,1.7,61.07,,,,-6.1,4,,,
281,영천,2021-03,8.9,15.3,2.4,22.8,-3.1,1008.6,1020.3,7.3,67,99.7,41.1,,,1.7,7.5,5.2,2.7,53.43,,,,-1.5,10.2,,,
281,영천,2021-04,13,19.8,6.5,27.7,-.3,1007.8,1019.3,8.2,58,66.5,31.6,,,2.1,7.1,5,2.7,58.09,,,,2.8,15.9,,,
281,영천,2021-05,16.8,23.2,10.8,30.3,3.8,998.7,1010,12.8,69,93.7,25.3,,,1.7,7.1,5.9,3.6,44.24,,,,7.6,19.8,,,
281,영천,2021-06,21.7,27.2,16.9,32.6,10,998,1009,18.9,75,28.7,13.1,,,1.6,5.7,6.6,3.2,39.58,,,,14.5,25.5,,,
281,영천,2021-07,25.4,30.8,21.1,36.4,16.8,998.7,1009.5,25.6,81,271.4,50.4,,,1.4,5.1,6.7,2.7,46.96,,,,19.6,30.5,,,
281,영천,2021-08,24.5,29.1,21.1,35.1,18.9,998.6,1009.5,25.5,85,272,95.6,,,1.2,6.7,7.1,4.2,29.88,,,,20,27.1,,,
281,영천,2021-09,20.8,25.4,17.1,30.1,14,1003.8,1014.9,20.1,83,120.4,67.4,,,1.3,6.8,6.8,4,30.49,,,,15.2,22.8,,,
281,영천,2021-10,14.8,21.8,9.5,30.5,-.1,1010.5,1022,13.9,80,63.7,22.8,,,.9,5,4.8,3,50.67,,,,6.4,16.8,,,
281,영천,2021-11,7.9,15.5,2.1,20.2,-4.2,1008.6,1020.3,7.4,71,50.6,30.2,,,1.5,7.3,3.3,1.4,56.94,,,,-1.9,8.3,,,
281,영천,2021-12,1.9,8.5,-4,14.7,-11.3,1012.9,1025,4.4,60,.1,.1,,,2.1,9.4,2.7,1.4,61.26,,,,-8,1.9,,,
281,영천,2022-01,-.3,6.5,-6.4,12.6,-11.1,1012.6,1024.8,3,50,,,,,1.8,8.8,3.5,1.5,61.55,,,,-11.3,.2,,,
281,영천,2022-02,.6,7.1,-5.2,14.2,-12.6,1013.4,1025.5,2.9,46,0,0,,,2.4,8.2,3.1,1.1,67.73,,,,-10.1,1.6,,,
281,영천,2022-03,8.2,15,1.6,22.3,-4.8,1006.5,1018.2,6.6,61,39.7,9.5,,,1.7,8.1,5.2,2.4,52.43,,,,-2.4,10,,,
281,영천,2022-04,14.2,21.4,6.5,29.6,-1.4,1006.3,1017.7,8.8,57,41.4,26.3,,,1.7,6.6,4.2,1.9,62.51,,,,2.7,18,,,
281,영천,2022-05,19,26.6,11.1,32.3,3.3,1001.7,1012.9,10.7,53,2.1,1.6,,,1.8,7.8,4,1.6,68.86,,,,6.8,25.7,,,
281,영천,2022-06,22.8,28.1,17.9,35.2,11.3,997.8,1008.8,19.6,72,129.6,41.8,,,1.7,6.1,6,3.3,29.81,,,,15.5,26.6,,,
281,영천,2022-07,25.7,30.5,21.9,34.7,19.2,996.3,1007.1,25.9,80,106.1,25.4,,,1.4,6.2,6.8,3.9,35.43,,,,20.5,28.3,,,
281,영천,2022-08,25.5,29.8,21.6,35.6,13.6,997.5,1008.4,25.8,80,181,46.2,,,1.3,6.3,7.1,3.3,33.71,,,,20.5,27.1,,,
281,영천,2022-09,20.3,25.8,15.7,31.7,9.5,1003.2,1014.3,18.7,79,102.3,71,,,1.4,7.6,6.8,3.7,38.24,,,,13,22.5,,,
281,영천,2022-10,14,20.9,7.9,29.8,0,1010.9,1022.4,11.4,72,22.9,13.5,,,1.4,6.6,5.1,2.7,55.75,,,,3.7,15.2,,,
281,영천,2022-11,9.3,17.4,2.6,23.4,-3.6,1010.3,1022.1,7.9,67,45.1,27.8,,,1.2,6.8,4,1.8,56.88,,,,-2.1,9.2,,,
281,영천,2022-12,-.5,5.2,-5.6,12.4,-11.2,1012.8,1025,3.3,56,5.8,3.8,,,2.2,8.6,3.8,1.8,56.51,,,,-10,-.5,,,
281,영천,2023-01,-.1,6.4,-5.8,15.3,-15,1012.7,1024.9,3.7,56,18.3,14.7,,,2,9.5,3.1,1.4,58.12,,,,-10.3,-.4,,,
281,영천,2023-02,3,10,-3.5,16.7,-9.6,1013.9,1026,4.3,58,11.3,10.3,,,1.5,8.1,4,2.2,52.3,,,,-8.9,3.9,,,
281,영천,2023-03,10.1,17.9,2.8,24.5,-2.3,1009.3,1021,6.8,56,43.2,22.6,,,1.6,7.9,3.7,2.1,62.11,,,,-1.7,11.4,,,
281,영천,2023-04,13.6,20.1,6.4,28.5,1.6,1004.6,1016.1,9.3,62,31.7,7.2,,,2,8.1,4.2,2.4,57.33,,,,2.4,16.7,,,
281,영천,2023-05,18,24.2,11.6,32.9,3.2,1003.3,1014.5,13.5,69,166.9,75.5,,,1.5,6.3,5.7,3.2,48.68,,,,7.8,21.3,,,
281,영천,2023-06,22.7,28.5,17.7,33,11.4,997.2,1008.2,19.8,74,247.6,45.3,,,1.6,5.8,6.1,2.7,49.65,,,,14.7,26.5,,,
281,영천,2023-07,25.7,30.4,21.7,35.5,17.8,998.4,1009.3,27,84,234.1,81.9,,,1.3,7.6,6.7,3.2,34.2,,,,20.7,27.3,,,
281,영천,2023-08,26.4,31.2,22.7,35.9,19.3,996,1006.8,27.5,82,267.1,111.6,,,1.4,9,6.2,3.2,44.58,,,,21.8,29,,,
281,영천,2023-09,22.4,27,18.7,31.1,13.3,1002.3,1013.3,22.3,84,140.3,43.6,,,1.2,5.8,6.1,3.2,39.57,,,,17.6,25.7,,,
281,영천,2023-10,14.3,21.7,8.2,24.2,2.5,1007.3,1018.7,11.5,73,5.5,2.9,,,1.2,7.4,3.8,1.6,62.16,,,,4.7,16.6,,,
281,영천,2023-11,8,14.5,2.1,26.2,-4.8,1009.3,1021.1,7.2,62,24.7,10.6,,,2.1,9.4,3.1,1.4,58.83,,,,-1.5,8.6,,,
281,영천,2023-12,2.5,8.1,-3,19.1,-10.3,1012.3,1024.4,5.3,66,105.3,53.3,,,1.9,7.8,3.7,2.2,54.03,,,,-6.9,2.9,,,
281,영천,2024-01,1.4,6.9,-3.5,13.6,-10.2,1012.3,1024.4,4.4,63,19.6,8.3,,,2.1,8.9,3.2,2.2,54.28,,,,-7.6,1.7,,,
281,영천,2024-02,4.5,9.7,0,19,-5.2,1012.6,1024.6,6.5,76,63.7,15.1,,,1.6,7.4,6.2,5.3,29.31,,,,-3.2,5.2,,,
281,영천,2024-03,7.4,13.5,1.4,23.4,-6.6,1006.4,1018.2,6.2,61,71.4,25.9,,,2,8.9,4.4,2.7,53.24,,,,-1.7,9.7,,,
281,영천,2024-04,14.8,21.7,8.8,29.2,2.1,1002.8,1014.2,10.8,68,57,29.9,,,1.5,6.7,5.5,3,47.03,,,,5.6,18.3,,,
281,영천,2024-05,17.8,25.1,10.7,31.3,4.2,1002,1013.2,12.4,65,82.6,19.8,,,1.8,7.5,4,2.2,61.62,,,,7.9,21.9,,,
281,영천,2024-06,23,29.6,17.2,36.3,10.6,996.9,1007.9,18.8,70,99,32.6,,,1.4,5.8,5.6,2.2,52.53,,,,15.3,28.4,,,
281,영천,2024-07,26.9,30.8,23.3,35.3,19.8,996.6,1007.4,27.5,80,366.3,158.8,,,1.6,6,6.3,3.4,34.84,,,,22.5,28.4,,,
281,영천,2024-08,27.9,33.7,23.3,36.8,20.7,996.8,1007.6,27.7,76,58.4,28.5,,,1.5,6,4.2,2.1,60.21,,,,22.1,30.9,,,
281,영천,2024-09,24.3,29.7,20.2,34.8,12,1002.7,1013.7,24.2,81,205.4,112,,,1.3,5.1,5.7,3.5,42.86,,,,19.4,27.4,,,
281,영천,2024-10,16.1,21.6,11.4,28.7,5.9,1008.8,1020.2,14.8,82,79.8,24.7,,,1.2,6.8,6.1,4.1,35.17,,,,10.4,18.1,,,
281,영천,2024-11,9.4,15.8,4.3,22.4,-2.5,1010.3,1022,9.2,76,44.1,19,,,1.3,7.7,4.6,2.6,36.24,,,,1.8,10.3,,,
281,영천,2024-12,2.4,7.8,-2.6,17.7,-7.3,1010.6,1022.7,3.9,54,.6,.5,,,2.4,7.6,3.1,1.3,59.1,,,,-7.5,2.5,,,
281,영천,2025-01,.1,6.4,-5.5,11.7,-11.8,1011.6,1023.8,3.5,58,5.5,4.4,,,2,8.9,3.2,1.5,57,,,,-10,.5,,,
281,영천,2025-02,.5,6.3,-4.6,18.1,-10.3,1011.2,1023.4,3.1,49,10.7,5.1,,,2.7,10.3,2.3,1.3,69.2,,,,-8.1,1.3,,,
281,영천,2025-03,8.4,15.1,1.7,27.1,-3.1,1006.7,1018.5,6,58,23,10.2,,,2.1,8.1,5,2.7,54.29,,,,-1.9,8.9,,,
281,영천,2025-04,13.7,21.2,6.2,28.4,-1.4,1000.6,1012.1,8.6,58,35.4,14.4,,,2,8.3,3.8,2,54.7,,,,2.1,16.5,,,
281,영천,2025-05,16.9,23.4,10.8,32.2,3.6,1000.4,1011.7,13.1,71,73.6,24,,,1.7,7.3,5.4,3,48.33,,,,7.8,20.3,,,
281,영천,2025-06,23.8,30,18,35.1,9.9,996.7,1007.6,19.6,68,181,58.1,,,1.5,6.8,5.6,2.3,49.44,,,,15.6,27.7,,,
281,영천,2025-07,26.8,32.4,22.1,35.8,19,997.2,1008,25.7,75,308.9,96.4,,,1.5,5.6,4.1,1.8,62.16,,,,20.3,31.1,,,
281,영천,2025-08,27.6,33.1,22.9,36.7,19,998.5,1009.4,27.5,77,100.9,36,,,1.3,4.9,5,2.1,55.26,,,,21.2,30.7,,,
281,영천,2025-09,22.9,27.9,19.3,33.8,13.4,1002.7,1013.8,22.7,82,158.7,80,,,1.3,7.3,7.3,4.3,29.73,,,,17.8,25.4,,,
281,영천,2025-10,16.3,20.8,12.8,28.2,-.5,1009,1020.4,16.2,85,125.8,49.7,,,1.1,6.6,6.8,4.7,26.24,,,,10.8,18,,,
281,영천,2025-11,8.2,15.5,1.7,19.9,-5.4,1010.3,1022.2,7.2,67,12,8,,,1.5,8,2.6,1.3,59.34,,,,-1.4,8.7,,,
283,경주시,2015-11,10.6,15.3,6.8,23.3,-1.8,1018.6,1023.1,10.3,78,79.3,27.5,,,2.1,9.3,,,28.05,171.89,,,4.8,10.5,,,
283,경주시,2015-12,4.7,9.8,-.2,16,-6.7,1019.9,1024.6,5.8,66,47.2,29,,,2.5,10.5,,,47.74,214.05,,,-2.6,3.4,,,
283,경주시,2016-01,-.3,4.9,-4.9,16.3,-12.9,1018.9,1023.7,3.3,53,38.1,21,,,3,12.1,,,54.66,242.58,,,-7.2,-1.2,,,
283,경주시,2016-02,2.9,8.6,-2.5,17.1,-6.6,1018.5,1023.2,4,48,14,6,,,3.1,10.5,,,64.62,340.29,,,-4.3,2.5,,,
283,경주시,2016-03,7.6,14.1,1.8,22.4,-6.6,1016.6,1021.3,6.2,61,64.5,19.5,,,2.6,8.2,,,50.22,401.25,,,.5,8.5,,,
283,경주시,2016-04,13.7,20.1,7.8,27.8,1.5,1009.5,1014,9.6,66,159.6,37,,,2.8,15.5,,,50.18,464.14,,,6.2,15.5,,,
283,경주시,2016-05,19,26.4,12,31.2,5.8,1007.5,1011.9,12.6,61,50.5,22.5,,,2.7,12.6,,,63.7,644.57,,,10,23,,,
283,경주시,2016-06,22.4,27.9,17.6,33.5,10.9,1003.9,1008.3,19.2,74,40.9,16.5,,,2,7.2,,,41.04,489.07,,,15.8,26,,,
283,경주시,2016-07,25.7,31.3,21.5,36.3,17.8,1004.4,1008.7,25.4,79,168.1,39.5,149.6,104.5,1.7,7.6,,,44.42,508.64,,,20.6,29.4,,,
283,경주시,2016-08,26.7,33.3,21.8,39.4,14.5,1001.8,1006.1,24.7,73,50.7,41.5,187.6,131.3,2,8.7,,,62.76,575.67,,,20.7,32.1,,,
283,경주시,2016-09,21.3,25.7,18.1,31.3,13.3,1009.5,1013.9,21.7,87,451.5,140,76.4,53.5,1.6,9.1,,,25.45,283.83,,,16.9,22.8,,,
283,경주시,2016-10,16,21.5,11.9,30.2,4.5,1014.7,1019.2,15,82,146.9,81,75.7,53.1,1.8,14.4,,,35.42,283.3,,,8.8,16.9,,,
283,경주시,2016-11,8.4,14.5,3.1,21,-4.2,1017.9,1022.5,7.9,70,21.9,18.5,70.2,48.9,2.1,7.5,,,50.05,254.24,,,.5,8.1,,,
283,경주시,2016-12,4.1,10,-1.3,19,-6.2,1018.8,1023.5,5.2,62,44.7,15,70.2,49.1,2.7,8.9,,,59.07,246.8,,,-3.4,3,,,
283,경주시,2017-01,1,6.9,-4.3,13.1,-9.4,1019.1,1023.8,3.7,55,2,.5,77,53.8,3,11.3,,,68.67,303.7,,,-9.1,.4,,,
283,경주시,2017-02,3,9.3,-3.1,18.1,-7,1016.9,1021.6,3.8,50,22.6,14.5,97.8,68.4,3.3,11.3,,,73.2,378.91,,,-6.8,3.1,,,
283,경주시,2017-03,6.8,13.9,.5,19.7,-3.8,1014.3,1018.9,5.6,59,21.3,6.5,118,82.6,2.6,9.2,,,64,471.77,,,-1.8,8.5,,,
283,경주시,2017-04,14.6,21.5,7.2,31,0,1008.2,1012.7,9.2,60,66.4,23,175.7,122.8,2.8,8.8,,,63.04,551.16,,,4.9,16,,,
283,경주시,2017-05,19.7,27.5,12.3,36.2,5.1,1007.6,1012,12.8,60,31.1,20,210.3,147.3,2.3,9.6,,,64.22,646.25,,,10,24.1,,,
283,경주시,2017-06,22.2,29.4,16.3,36.5,11.1,1004.7,1009,17.2,67,25.6,9.5,195,136.5,2.3,8,,,63.24,638.15,,,14.5,28.2,,,
283,경주시,2017-07,27.5,33.3,23,39.7,17.8,1003.9,1008.2,27,76,125.3,37.5,156.2,109.6,2.2,8.1,,,36.25,467.85,,,22.3,30.3,,,
283,경주시,2017-08,25.5,30.7,21.7,36.7,14.9,1003.4,1007.7,26.1,81,119.4,42.5,88.7,62.2,1.9,8,,,47.87,315.75,,,20.9,28.1,,,
283,경주시,2017-09,20.3,26.8,14.9,31.2,7,1008.8,1013.2,18.7,80,114.3,47,,,1.9,7.8,,,55.84,,,,13.1,22.7,,,
283,경주시,2017-10,15.6,21.5,11,30.1,-.2,1015.9,1020.4,14.2,79,49.7,24,29.8,20.7,2,11.8,,,35.34,76.76,,,8.8,16.5,,,
283,경주시,2017-11,7.5,15.6,.3,23.1,-5,1017.2,1021.8,6.3,60,0,0,74.4,52.1,2.4,10.1,,,65.34,194.23,,,-3.4,7.5,,,
283,경주시,2017-12,.5,6.9,-5.4,15.3,-10.2,1019.7,1024.5,3.3,50,13,13,64.6,45.2,2.9,10.4,,,72.24,179.2,,,-8.9,0,,,
283,경주시,2018-01,-.8,4.8,-5.6,13.9,-13,1017.8,1022.6,3.2,52,22,9.5,58,40.6,3,9.5,,,65.79,190.59,,,-8.3,-.8,,,
283,경주시,2018-02,1,7.7,-5.7,15.6,-11.3,1017.5,1022.3,3.2,47,30.1,30,70.5,49.8,2.8,8.9,,,64.61,215.01,,,-8.8,1.1,,,
283,경주시,2018-03,8.5,15.3,2,26.1,-2.5,1015.5,1020.1,7.3,68,137.3,39,90.4,63.4,3.1,11.9,,,56.77,273.81,,,-.6,9,,,
283,경주시,2018-04,14.3,21.2,7.5,32.5,-.5,1011.1,1015.6,9.3,61,115.3,41,169.3,118.3,3,10,,,62.97,529.12,,,5.2,16.4,,,
283,경주시,2018-05,18.2,23.9,12.7,32.9,6.5,1007.4,1011.8,14.8,72,69.3,21,155.4,108.7,2.8,10.3,,,45.44,520.32,,,10.6,20.8,,,
283,경주시,2018-06,22.3,28.1,17,35.5,11.1,1004,1008.3,19.3,74,124.6,37.5,152.8,107,2.3,7.9,,,41.09,510.33,,,15.3,26.2,,,
283,경주시,2018-07,26.9,32.5,22.5,39.3,16.2,1004.9,1009.2,28.2,81,216.1,69.5,168.6,117.8,2.1,7.9,,,51.52,572.11,,,21.9,31.6,,,
283,경주시,2018-08,26.6,32.4,22.4,39.8,16.4,1004,1008.3,27.9,82,207,79.5,146.6,102.7,1.8,7.9,6.2,2.1,49.94,505.17,,,21.6,30.4,,,
283,경주시,2018-09,20.3,25.2,16.5,30.2,9,1009.2,1013.6,20.1,85,121.6,43.5,92.3,64.8,1.8,7,7.3,3.1,30.27,331.02,,,15.3,22.5,,,
283,경주시,2018-10,13.7,20.9,8.1,27.1,2.3,1013.9,1018.4,11.8,76,223.2,151.5,100.3,70.8,1.9,10.7,4.2,,58.44,396.81,,,4.6,14.9,,,
283,경주시,2018-11,8.3,16.2,2.1,21.9,-4.6,1018.6,1023.3,8,74,15.2,14,70.3,49.4,1.7,8.5,3.8,1.9,53.93,283.41,,,-1.5,8.4,,,
283,경주시,2018-12,2.3,8.2,-2.7,19.3,-8.8,1021.2,1026,4.7,59,22,10.5,67.6,47.2,2.6,10.7,4.6,1.9,56.06,256.42,,,-5.5,2.2,,,
283,경주시,2019-01,2,8.4,-3.8,14.2,-8.3,1019.7,1024.4,3.4,49,13,6.5,87.4,61,2.7,9.5,3.2,1.4,70.27,318.34,,,-7.1,.9,,,
283,경주시,2019-02,3.8,10.2,-1.4,16.5,-5.4,1018.3,1023.1,4.7,57,25.5,22,78.8,55.1,2.4,8.8,5.5,2,57.99,335.74,,,-4.8,4.1,,,
283,경주시,2019-03,8.8,15.8,2.3,23.4,-1.5,1011.9,1016.5,6.5,59,30,15.5,133.2,93.1,2.8,10.6,4.6,1.5,64.31,484.72,,,-.7,10.2,,,
283,경주시,2019-04,12.4,19.3,6,27.3,-2.8,1010.6,1015.2,8.9,63,85.7,46,141.2,99.1,2.5,7.7,5.3,2.3,50.13,485.91,,,3.3,15.4,,,
283,경주시,2019-05,19.2,27.2,11.4,35.3,4.9,1007.4,1011.9,12.4,60,20.9,9.5,202.4,141.8,2.4,10.3,4.2,,66.59,629.39,,,8.2,23.7,,,
283,경주시,2019-06,21.4,27.2,16.5,34.2,12.3,1003.2,1007.8,18.7,76,175,51.5,142.3,99.3,1.9,7.1,5.8,2.5,48.61,499.4,,,14.7,26.1,,,
283,경주시,2019-07,24.8,29.7,21.1,36.2,16.8,1002.7,1007.2,25.5,82,159.2,111.5,123.2,86.7,2.1,8.6,7.3,3.1,32.87,419.58,,,20.2,28,,,
283,경주시,2019-08,26.1,31.8,22.1,37.5,16.2,1003,1007.5,27.5,83,184.9,56,131.3,91.8,1.7,7.1,5.9,2.2,50.65,453.13,,,21.3,30,,,
283,경주시,2019-09,21.8,27.1,17.7,33,9.6,1010.9,1015.6,22.1,85,253,113,88.8,62.2,1.8,11.8,7.1,3.5,33.09,314.99,,,16.8,24.2,,,
283,경주시,2019-10,15.9,22.1,11,28.3,2.8,1014.1,1018.9,14.4,79,241.5,193,89.3,62.6,2.2,10.2,5.7,2.9,45.22,308.6,,,8.9,17.4,,,
283,경주시,2019-11,9.3,16.6,3.3,23.5,-3.5,1017.5,1022.4,8.5,72,19.5,8,70,49.1,2.1,9.7,4.3,2.2,51.76,249.13,,,.1,9.4,,,
283,경주시,2019-12,3.4,10,-1.8,18.1,-5.6,1019.9,1025,4.8,61,31.6,23.5,67.8,47.5,2.5,10.8,3.7,1.7,62.11,240.45,,,-5,3.1,,,
283,경주시,2020-01,3.9,8.8,-.3,16.8,-4.6,1017.7,1022.7,5.5,66,161.6,71.5,56.9,39.7,2.7,10.6,5.5,3.2,45.66,211.09,,,-3.3,3.1,,,
283,경주시,2020-02,4.6,10.9,-.7,19.3,-8,1019.2,1024.2,5.5,63,43.1,34,79.4,55.3,2.7,10.8,3.9,1.8,62.95,319.73,,,-3.3,5.1,,,
283,경주시,2020-03,8.7,15.7,2.1,24.4,-4.4,1012.6,1017.5,6.7,61,24.5,15,127.4,89.2,2.8,12,4.1,1.9,62.69,443.15,,,-.5,10.7,,,
283,경주시,2020-04,11.8,18.9,4.8,27,-1,1012.1,1016.9,7.2,56,53.4,30.5,173.1,121.4,3.1,11.2,3.6,1.7,68.83,551.41,,,2.5,15.6,,,
283,경주시,2020-05,18.5,25.2,12.9,30.3,6.1,1006.2,1010.9,14,69,39.9,18,167.3,116.8,2.5,10.1,6,2.9,55.22,555.77,,,11.1,23.1,,,
283,경주시,2020-06,23.5,29.9,18.1,35.6,14.7,1002.3,1006.9,19.9,71,186,51.5,169.9,119.3,2.2,8,5.7,2.1,54.73,550.19,,,16.8,28.5,,,
283,경주시,2020-07,22.4,26.4,19.5,32.9,14.9,1003.4,1008.1,23.5,88,381.5,84.5,89.9,63,1.8,7.2,7.7,4,20.33,323.02,,,19,24.5,,,
283,경주시,2020-08,27.6,33.1,23.5,36.9,21.4,1005.2,1009.8,29.1,81,137.8,80.5,147.8,103.4,2.4,9.6,6.3,2.5,50.39,469.03,,,22.9,30.8,,,
283,경주시,2020-09,20.2,25.6,16.2,30.9,10.1,1007.6,1012.3,19.5,83,314.5,118,99.4,69.6,2.5,16.7,6.2,2.8,40.34,331.31,,,14.8,21.8,,,
283,경주시,2020-10,14.7,21.5,9.2,27.1,3.6,1015.6,1020.4,11.4,69,7.9,6,111.4,78.4,2.3,8.7,4.5,2,57.85,366.89,,,6.5,16.2,,,
283,경주시,2020-11,9.2,15.6,3.3,24.2,-2.7,1019.3,1024.2,7.4,61,19.6,15.9,97.1,67.5,2.9,10.2,3.8,2.1,58.66,276.36,,,.5,9.2,,,
283,경주시,2020-12,1.5,7.7,-3.9,14.4,-10.5,1020,1025.1,3.5,50,1.8,.7,89.1,62,3.4,11.4,3.4,.8,68.93,312.86,,,-6.1,1.2,,,
283,경주시,2021-01,0,6.3,-5.6,16.6,-12.8,1018.7,1023.8,3.8,55,19.3,12.5,74.7,52.4,3.2,12.3,3.5,1.6,61.93,315.05,,,-7.5,0,,,
283,경주시,2021-02,4.7,11.6,-1.7,24.2,-8.6,1015.4,1020.4,4.5,51,20.2,8.9,111.4,77.7,3.4,12.9,3.4,1.4,65.56,376.5,,,-3.6,4.6,,,
283,경주시,2021-03,9.2,15.8,3.1,23,-1.9,1014.9,1019.8,7.5,67,89.9,36.7,125.3,87.7,2.7,10.5,5.2,2.2,50.23,472.04,,,1,10.5,,,
283,경주시,2021-04,13.1,19.9,6.6,27.9,-.2,1014,1018.9,8.5,60,45.2,19.4,175.8,123.2,3.1,10.1,5.3,2.3,56.81,593.36,,,4.4,16.1,,,
283,경주시,2021-05,17.4,23.8,11.5,30.7,4.9,1004.8,1009.5,13.1,68,93.6,37,180.4,126.3,2.7,9.5,5.8,2.3,45.11,598.59,,,9.4,19.9,,,
283,경주시,2021-06,22.3,27.5,17.7,32.9,12.3,1004.1,1008.7,19.4,74,30.1,9.8,158.3,110.5,2.1,6.6,6.6,2.8,36.69,543.72,,,15.7,25.3,,,
283,경주시,2021-07,26.1,31.1,21.9,36.6,17.9,1004.7,1009.2,26.7,81,175.2,34.3,159.2,111.4,1.9,8.1,6.6,2.4,41.86,568.01,,,20.7,29.6,,,
283,경주시,2021-08,25,29.9,21.7,36.1,19.5,1004.6,1009.2,26.4,85,359,89.3,122.2,85.6,1.8,7,7.2,2.7,29.41,435.54,,,20.9,27,,,
283,경주시,2021-09,21.4,26,17.9,31.9,13.9,1009.9,1014.6,20.9,84,143.5,58.8,100.7,70.7,2,6.7,7,2.9,26.46,355.94,,,16.2,22.8,,,
283,경주시,2021-10,15.7,22.5,10.6,31.5,1.1,1016.6,1021.4,14.6,79,93.4,50.6,102.4,71.6,1.9,8.4,4.7,1.9,49.04,384.37,,,8.7,17.1,,,
283,경주시,2021-11,8.7,16.4,2.6,20.9,-3.3,1014.7,1019.6,7.6,69,40.4,22.8,88.8,62.2,2.4,10.1,3.1,1.1,64.11,319.64,,,0,8.2,,,
283,경주시,2021-12,2.6,9.5,-3.2,16.4,-10.6,1019,1024.1,4.5,57,2.3,2.3,85.2,59.8,3.1,14.2,2.6,1.3,69.06,312.27,,,-5.8,2.1,,,
283,경주시,2022-01,.6,7.6,-5,13,-10.4,1018.7,1023.8,3,48,.6,.6,89.9,62.8,2.7,8.9,3.4,1.2,71.5,343.92,,,-7.8,.8,,,
283,경주시,2022-02,1.2,7.7,-4.5,15.7,-10.8,1019.5,1024.6,2.9,43,.9,.5,105.9,74.1,3.3,10.2,3.1,1.2,71.56,414.39,,,-7.1,2.9,,,
283,경주시,2022-03,8.7,15.7,2.1,23.2,-4.2,1012.7,1017.6,6.8,62,47.1,11,124.2,86.7,2.7,10.8,5.1,1.9,53.49,457.33,,,-.1,10.3,,,
283,경주시,2022-04,14.4,22,6.8,31.3,-1.2,1012.5,1017.3,9.1,59,43.3,24.8,193.2,135,2.7,8.4,4.2,1.4,62.97,604.94,,,4.2,17.7,,,
283,경주시,2022-05,19.5,27.4,11.8,33.6,3.5,1007.7,1012.4,11,53,2.9,2.3,271.3,189.8,2.6,8.1,4.1,1.8,69.89,788.89,,,9.5,25.6,,,
283,경주시,2022-06,23.1,28.7,18.2,36.2,11.7,1003.9,1008.5,20.6,74,136.5,51.3,180.5,126.4,2.7,8.7,5.9,2.7,45.28,593.91,,,16.5,26.9,,,
283,경주시,2022-07,26.4,31.3,22.6,35.9,19.9,1002.3,1006.8,27.2,81,107.8,46.7,146,102.4,1.8,5.8,7.1,3.8,31.01,521.09,,,21.6,29.5,,,
283,경주시,2022-08,26.4,31.3,22.4,37.2,14.5,1003.3,1007.9,26.7,79,114.7,35,150.5,105.2,2.1,7.9,7.2,2.8,33.52,472.61,,,21,29.5,,,
283,경주시,2022-09,20.7,26,16.5,32.5,10.7,1009.2,1013.9,19.8,81,321,212.3,98.8,69.1,2.3,13.8,7.1,3.3,30.84,384.06,,,14.6,22.4,,,
