지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),평균현지기압(hPa),평균해면기압(hPa),평균수증기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),일최다강수량(mm),소형총증발량(mm),대형총증발량(mm),평균풍속(m/s),최대풍속(m/s),평균운량(1/10),평균중하층운량(1/10),일조율(%),합계 일사량(MJ/m2),최심적설(cm),최심신적설(cm),평균 최저초상온도(°C),평균지면온도(°C),0.5m평균지중온도(°C),1.5m평균지중온도(°C),3.0m평균지중온도(°C)
90,속초,2015-11,8.4,11.5,5.5,21.7,-3.2,1021.5,1023.8,8.4,74,463.5,67.5,,,2,8.1,,,32.4,,,,4.1,9.4,,,
90,속초,2015-12,3,6.8,-1,10.9,-7.2,1021.1,1023.4,4.3,53,1.7,1.3,,,1.8,8.2,,,55.65,,,,-3.9,2.9,,,
90,속초,2016-01,-1.2,2.7,-5.3,11.5,-16.4,1019.7,1022,2.6,43,6.6,3.7,,,2.4,8.7,,,69.39,,,,-8.2,-.4,,,
90,속초,2016-02,.8,4.3,-3,10.3,-9.4,1019.7,1022,3.6,55,38.3,13.4,,,2.1,8.8,,,63.23,,,,-5.9,1.1,,,
90,속초,2016-03,7,11.4,2.4,21.5,-7.6,1017.9,1020.2,5.6,58,31.8,18.2,,,1.9,8.8,,,56.44,,,,-1,7.2,,,
90,속초,2016-04,12.6,17.8,7.6,29.3,3.6,1010.6,1012.8,9.1,66,77.5,32.3,,,2.3,10.4,,,56.22,,,,4.5,14.5,,,
90,속초,2016-05,17.2,22.6,12.5,29,7.3,1008.1,1010.2,12.5,67,35.7,20.5,,,2.2,10.7,,,59.06,,,,9.6,21.2,,,
90,속초,2016-06,20.6,24.3,17.5,30.5,12.6,1005.5,1007.6,19.4,82,62.2,30.9,,,1.8,8.8,,,39.54,,,,16.7,24.9,,,
90,속초,2016-07,22.9,25.8,20.7,31.9,17,1006.2,1008.3,24.9,90,477.8,206.4,,,1.3,7.7,,,26.47,,,,20.4,25.1,,,
90,속초,2016-08,25.5,29.3,22.1,35.9,15.3,1004,1006,26.9,82,186.9,65.4,,,1.6,9.9,,,52.3,,,,22.1,27.8,,,
90,속초,2016-09,20.4,23.6,17.5,28.6,13.2,1012.1,1014.2,20.7,87,126,41.8,,,1.5,7.7,,,34.86,,,,16.9,22,,,
90,속초,2016-10,15.3,19,11.5,24.2,3.3,1017,1019.1,13.3,75,128.5,52.3,,,1.7,8.1,,,40.55,,,,10,15.6,,,
90,속초,2016-11,8.4,12.6,4,20.8,-2.5,1019.4,1021.6,6.9,60,40.8,17.3,,,1.8,8.3,,,56.74,,,,1.5,7.7,,,
90,속초,2016-12,4.4,8.4,.3,14.1,-6.1,1019.9,1022.2,4.7,56,121.7,36.2,,,1.9,9.9,,,55.62,,,,-1.7,3.4,,,
90,속초,2017-01,.8,5,-3.3,11.3,-11.2,1020.2,1022.5,3.4,50,82.4,29.3,,,1.9,8.6,,,70.48,,,,-3.7,.8,,,
90,속초,2017-02,3,7.5,-1.7,14.7,-8.2,1017.8,1020,3.5,44,3.2,3.2,,,2,11.4,,,73.58,,,,-4.2,2.5,,,
90,속초,2017-03,7,11.4,2.6,18.5,-2.8,1015.9,1018.1,5.6,57,48.7,11.8,,,1.9,8.1,,,53.83,,,,-.2,8,,,
90,속초,2017-04,14.8,20.1,9.8,30.8,2.6,1008.9,1011.1,8.9,56,46.8,17.1,,,2.3,8.1,,,64.38,,,,7.9,17.4,,,
90,속초,2017-05,18.7,23.8,13.8,34.3,9.3,1008,1010.1,12.8,62,25.2,9.8,,,2,9.5,,,61.61,,,,11.5,25,,,
90,속초,2017-06,19.8,23.8,15.9,29.7,9.9,1006.2,1008.3,18.2,79,69.7,15,,,1.7,7.1,,,46.18,,,,14.3,25.5,,,
90,속초,2017-07,25.6,29.1,22.5,34.9,18.9,1004.7,1006.7,26,81,270.3,67.6,,,1.2,5.6,,,36.71,,,,21.7,27.7,,,
90,속초,2017-08,23.7,26.7,21.1,32.4,16.4,1006.2,1008.3,24.6,84,424.9,89.4,,,1.1,7.7,,,25.39,,,,20.6,25.8,,,
90,속초,2017-09,20.8,25.1,16.1,28.4,13.1,1010.6,1012.7,17.2,71,50.5,28.8,,,1.6,7.6,,,66.77,,,,15,23.7,,,
90,속초,2017-10,14.5,18.8,10.5,25,4,1019,1021.2,12.5,74,135.4,38.8,,,1.7,9.8,,,45.39,,,,10.1,16.2,,,
90,속초,2017-11,7.8,12.3,2.9,20.4,-4,1017.7,1019.9,5.1,43,41.2,20.9,,,2.2,8.2,,,71.88,,,,.3,7.2,,,
90,속초,2017-12,.7,4.7,-3.6,11.4,-9.9,1019.9,1022.2,2.7,38,9.9,9.4,,,2.2,9.1,,,77.75,,,,-6.5,-.5,,,
90,속초,2018-01,-1.4,2.8,-5.6,11.9,-16.2,1018.5,1020.8,2.3,37,3.9,2.4,,,2,8.5,,,70.26,,,,-8.5,-.9,,,
90,속초,2018-02,-.5,3.9,-4.9,10.5,-13.2,1018.8,1021.1,2.8,43,54.4,49,,,2.1,8.6,,,72.4,,,,-8.9,.6,,,
90,속초,2018-03,8,12.5,3,24.7,-6.2,1017.3,1019.5,6.2,59,55,22,,,2.2,13.4,,,46.17,,,,.7,8.5,,,
90,속초,2018-04,13,18.8,7.5,32.5,2,1012.2,1014.4,7.9,57,141.7,56.8,,,2.3,8.2,,,57.47,,,,5.1,14.9,,,
90,속초,2018-05,15.9,20.7,11.6,29.4,4.5,1009,1011.1,13.1,75,123.6,47.3,,,2,10.3,,,42.2,,,,10.5,19.1,,,
90,속초,2018-06,21.3,25.9,17.4,33.9,13.2,1005.3,1007.4,17.7,72,46.5,18.6,,,1.7,12.5,,,47.1,,,,16.1,26.9,,,
90,속초,2018-07,25,28.7,22.1,35.4,14.8,1006.9,1009,25.7,82,185.4,53.2,,,1.6,5.7,,,46.45,,,,21.3,29.4,,,
90,속초,2018-08,25.6,29.2,22.4,38.7,17.2,1005.9,1007.9,26.9,82,625,226.2,,,1.6,9.1,6,3.3,43.85,,,,22.3,28.6,,,
90,속초,2018-09,20,23.8,16.2,29,12.6,1011.6,1013.7,17,73,66.1,24.4,,,1.5,5.9,5.5,2.9,52.52,,,,15.2,23.2,,,
90,속초,2018-10,13.5,17.9,9,23.8,.3,1015.7,1017.9,9.6,61,257.6,130,,,1.8,8.4,3.6,2.4,65.99,,,,6.9,14.1,,,
90,속초,2018-11,9.2,13.3,5.3,19.2,-1.9,1020.1,1022.3,7,57,207.4,152.8,,,1.6,6.3,4.1,3.1,54.47,,,,2.5,7.8,,,
90,속초,2018-12,1.6,5.8,-2.4,12.7,-11.4,1022.5,1024.8,3.3,42,10.4,7.1,,,1.8,7.1,3.4,2,70.2,,,,-4.5,.8,,,
90,속초,2019-01,1.7,6.3,-3,12.8,-9,1020.4,1022.7,2.4,35,8.7,8.7,,,1.9,9.9,2.9,1.8,76.02,,,,-5.6,1.3,,,
90,속초,2019-02,2.5,6.5,-1.7,15.7,-7.3,1020,1022.3,3.7,49,27.6,13.6,,,1.8,7,4,2.6,71.38,,,,-3,2.6,,,
90,속초,2019-03,8.2,13.1,3.1,21.6,-1.4,1012.9,1015.1,5.4,51,44.4,12.3,,,2.1,10.5,4.3,2.5,62.93,,,,1.3,8.4,,,
90,속초,2019-04,11.9,16.6,6.9,25.9,1.3,1011.9,1014.1,7.5,55,80.9,31.2,,,2.1,11,5.1,3.2,58.27,,,,4.7,13.5,,,
90,속초,2019-05,19.8,25,14.7,34.2,6.5,1007.6,1009.7,11.2,52,5.7,4,,,2.2,9.5,4,1.9,67.06,,,,11.3,24.1,,,
90,속초,2019-06,20,24.1,16.6,30.2,11.5,1005.1,1007.2,18.1,78,97.8,44,,,1.8,6.3,5.5,3.4,50.72,,,,15,24.3,,,
90,속초,2019-07,24.7,28,21.8,36.1,17.7,1004,1006,24.4,80,234.4,92.5,,,1.7,6.7,6.4,3.9,43.49,,,,20.6,27.4,,,
90,속초,2019-08,25.7,29.4,22.7,35.6,19.3,1004.7,1006.7,25.6,78,293.5,203.7,,,1.7,7.2,5.4,2.9,54.58,,,,21,28.4,,,
90,속초,2019-09,20.9,24.7,17.5,32.3,11.6,1013.6,1015.6,19.5,79,209.9,58.8,,,1.5,9.9,6.7,4.3,38.85,,,,16.2,22.7,,,
90,속초,2019-10,16.1,20,12.1,25,6.5,1016.7,1018.8,12.6,68,185.5,78.8,,,1.9,10.2,5.4,3.5,45.33,,,,9.7,16.1,,,
90,속초,2019-11,9.4,13.9,5.2,21.1,-1.2,1018.9,1021.1,6.9,57,157.3,71.1,,,1.8,7.5,4.4,3.1,61.42,,,,2.8,8.7,,,
90,속초,2019-12,4.2,8.4,-.2,14.4,-7.1,1020.6,1022.7,3.9,45,9.8,9.8,,,1.9,9.9,3.9,2.3,65.71,,,,-3.1,2.6,,,
90,속초,2020-01,3.4,7.2,.3,11.2,-4.1,1019.7,1021.9,4.2,53,148.1,58.6,,,2.1,9.7,4.6,3.3,53.52,,,,-2.2,2.3,,,
90,속초,2020-02,4.1,8,-.2,16.1,-8.2,1020.3,1022.5,4.6,53,55.8,24.1,,,2,8.4,4.2,2.8,62.11,,,,-1.9,3.8,,,
90,속초,2020-03,7.9,12.6,2.7,19.3,-1.8,1013.6,1015.8,6,56,38,20.7,,,2.4,8.7,3.5,2.1,71,,,,.4,8.6,,,
90,속초,2020-04,11.3,16.1,6.3,24.5,.9,1013.3,1015.4,6.5,50,38.4,18.1,,,2.5,10.1,3.9,2.4,64.55,,,,2.9,13.9,,,
90,속초,2020-05,17.1,21.6,13.3,32.4,7.8,1007.4,1009.4,13.1,70,245.1,140,,,2.2,9.6,5.9,4.1,49.42,,,,12.2,20,,,
90,속초,2020-06,22.2,26.4,18.3,33.2,13.9,1003.6,1005.6,19.1,74,271.9,214.6,,,2.2,9.3,5.3,3.1,53.85,,,,17.3,28.2,,,
90,속초,2020-07,21.6,24.7,19,33.3,15.6,1005.8,1007.8,21.9,85,374.7,115.5,,,1.9,8.6,6.9,4.3,37.41,,,,18.3,25.4,,,
90,속초,2020-08,25.7,29.6,22.8,35.1,19.6,1005.8,1007.8,26.5,82,411.3,127.9,,,1.4,9.1,7.2,4.2,30.43,,,,22,26.8,,,
90,속초,2020-09,20.1,23.8,16.8,28.7,12.1,1010,1012,17.5,75,482.8,192.5,,,2.2,10.2,6.2,4.2,40.91,,,,15.3,21.3,,,
90,속초,2020-10,14.3,19,9.7,23.7,4.6,1017.5,1019.6,9.8,60,0,0,,,1.7,6.4,3.9,2.1,66.66,,,,7.7,16,,,
90,속초,2020-11,10,14.4,5.4,23.1,-2.1,1020.2,1022.4,6.1,47,19.2,15.3,,,2,8.2,3.5,2.3,67.38,,,,2.9,10,,,
90,속초,2020-12,1.8,6,-2.5,11.2,-11.3,1020.8,1023,2.7,35,.5,.5,,,2.1,7.8,2.4,1.5,77.08,,,,-5.2,1.6,,,
90,속초,2021-01,-1.2,2.9,-5.5,9.7,-16.1,1019.9,1022.2,2.9,43,0,0,,,2.3,9,3.6,2.3,65.58,,,,-7.2,-.3,,,
90,속초,2021-02,3.1,7.7,-1.5,17.8,-10.1,1016.3,1018.5,4.2,51,5,4.8,,,2.3,8.1,3.6,1.7,70.93,,,,-3.2,4.5,,,
90,속초,2021-03,8,12.6,3.7,18.9,-4.5,1016.8,1018.9,6.6,64,104.2,73.4,,,2,9.3,5,3.4,56.29,,,,2.6,8.4,,,
90,속초,2021-04,12.3,16.6,7.8,23.8,2,1016,1018.1,8.5,61,97.2,40.5,,,2.3,9.5,4.7,2.8,57.62,,,,6.4,14.7,,,
90,속초,2021-05,16.7,21.5,12.1,29.8,7.6,1005.8,1007.8,11.6,63,154.9,67,,,2.1,10,5.2,3,54.21,,,,10.6,19.8,,,
90,속초,2021-06,20.3,23.8,17.1,30,12.9,1006.1,1008.1,18.9,81,43.8,10.2,,,1.7,8,6.1,4.1,41.89,,,,16.3,23.3,,,
90,속초,2021-07,25.5,29.3,22.3,33.2,18.1,1006.9,1008.9,27.5,85,104.1,50.3,,,1.5,5.9,5.2,2.1,59.92,,,,21.4,33.3,,,
90,속초,2021-08,24.4,28,21.5,33.8,17.1,1006.9,1008.9,24.3,80,247.1,83.5,,,1.6,7.3,7.4,4.1,31.51,,,,20.3,27.2,,,
90,속초,2021-09,20.9,24.7,17.6,28.8,14.6,1012.7,1014.7,19.6,80,141.6,43.1,,,1.7,8.7,5.5,3.1,52.49,,,,17.5,23.9,,,
90,속초,2021-10,15.5,20,11.6,27.5,2.2,1018.9,1021,12.7,69,216.9,56.9,,,1.8,8.2,5.5,3.7,50.09,,,,9.7,16.1,,,
90,속초,2021-11,9.9,14.4,5.7,20.1,-1.8,1015.1,1017.2,6.5,50,16.2,10.9,,,2.2,9.3,3.5,2.1,70.99,,,,2.7,9.2,,,
90,속초,2021-12,2.8,7.2,-1.9,13.9,-14.9,1019.6,1021.9,3.8,47,68.7,42.1,,,2.2,9.2,3,1.7,74.21,,,,-1.5,2.7,,,
90,속초,2022-01,-.6,3,-4.5,7.8,-9.8,1020.5,1022.7,2.9,48,3.6,3.1,,,1.9,7.1,3.2,1.7,74.37,,,,-.6,.2,,,
90,속초,2022-02,.3,4.3,-3.9,12.7,-10.9,1020.5,1022.7,2.7,40,11.1,8.1,,,2.3,7.8,2.5,1.2,80.76,,,,-5.6,.5,,,
90,속초,2022-03,7.1,11.3,2.9,21,-2,1014.4,1016.6,6,61,114.5,29.2,,,2.1,11.9,4.8,3.6,51.08,,,,.4,7.2,,,
90,속초,2022-04,14.2,19.1,8.8,29.8,1.8,1013.6,1015.7,8.4,55,33.5,15.6,,,2.3,8.6,3.7,1.8,67.93,,,,7.2,16.2,,,
90,속초,2022-05,18.5,23.7,13.1,33.5,5.8,1008.4,1010.5,11,54,9.1,7.7,,,2.2,8.4,4.3,1.6,70.76,,,,11.3,24,,,
90,속초,2022-06,20.9,24.7,17.6,34.6,10.1,1005.4,1007.4,19.3,79,248.7,75.4,,,1.9,7.9,6.5,4,38.26,,,,16.5,24.8,,,
90,속초,2022-07,24.3,27.7,21.9,33.4,18.8,1004.4,1006.4,26.4,88,213.1,87.2,,,1.5,7.5,6.6,4.3,30.07,,,,22.6,28.5,,,
90,속초,2022-08,24.6,28.4,21.3,35.5,15.8,1004.4,1006.4,25.2,81,323.7,110.9,,,1.3,6.2,6.7,3.4,35.75,0,,,22,27.2,,,
90,속초,2022-09,20.3,24.8,16.3,29.2,10.9,1012.3,1014.3,18.2,76,263.8,119.4,,,1.8,8.6,5.4,2.5,54.55,,,,16.6,22.7,,,
90,속초,2022-10,13.9,18.2,10,29.9,4.8,1019.1,1021.3,11.2,70,377.1,76.8,,,1.8,8.6,5.5,3.8,44.22,,,,9,14.6,,,
90,속초,2022-11,11,16,6.3,22.3,-4.6,1017.6,1019.8,7.5,55,38.4,9.8,,,1.9,10.3,4,2.2,65.35,,,,2.4,9.7,,,
90,속초,2022-12,-.2,4.1,-4.4,11.6,-12.5,1019.3,1021.5,2.2,35,.7,.7,,,2.4,8.8,2.8,1.3,78.81,,,,-8.9,-.1,,,
90,속초,2023-01,.2,4.6,-4.3,15.1,-16,1019.9,1022.1,3,45,94.7,47.7,,,2,8.7,3.8,2,70.65,,,,-6,.1,,,
90,속초,2023-02,2.7,6.6,-1.6,15.6,-6.4,1022.3,1024.5,3.8,53,43.4,26,,,1.9,9.1,4.3,2.5,61.89,,,,-5.5,1.4,,,
90,속초,2023-03,9.3,13.4,4.6,25.4,-1.7,1016.9,1019,6.2,54,10.1,6.3,,,2.1,8.2,4.2,2.6,60.46,,,,-.1,9.2,,,
90,속초,2023-04,12.6,17.4,8,26.9,4,1011.6,1013.7,8.6,61,57,28,,,2.2,11.3,5.2,2.8,53.61,,,,4.9,13.9,,,
90,속초,2023-05,17,21.8,12.6,34.4,5.5,1010.9,1013,12.5,67,81,48.4,,,1.9,8.2,5.6,3.1,52.66,,,,9.7,21.2,,,
90,속초,2023-06,21.9,26.2,17.9,34.3,13.3,1004.5,1006.5,18.9,74,200.1,38.2,,,1.8,9,5.3,2.7,55.26,,,,16.1,26.1,,,
90,속초,2023-07,25.8,30,22.8,35.1,19.6,1004.6,1006.6,25.7,79,108.2,29.4,,,1.5,7.7,6.4,2.7,40.95,,,,21.7,29.6,,,
90,속초,2023-08,24.7,28,22.2,36.6,19.1,1004.5,1006.5,26.1,85,669.6,368.7,,,1.4,11.2,6.9,4.7,47.36,,,,21.7,28.5,,,
90,속초,2023-09,21.7,25.1,18.5,30.6,13.6,1011.8,1013.9,21,81,208.2,76.8,,,1.4,8.1,6.1,3.8,41.91,,,,17.3,24.3,,,
90,속초,2023-10,16.4,21.2,11.5,25.5,6.3,1015.5,1017.5,10.9,59,31.4,18.7,,,1.8,6.8,3.6,2,62.69,,,,7.4,16.4,,,
90,속초,2023-11,8.8,13.6,4.2,27.5,-6,1016.5,1018.6,6.2,48,60.1,27.7,,,2.4,12.2,3.3,2,68.58,,,,-.4,8.2,,,
90,속초,2023-12,2.3,5.9,-2.3,19,-13.2,1020.7,1023,4.5,56,205,66.6,,,2.3,11.7,4,2.9,58.72,,,,-6.3,1.6,,,
90,속초,2024-01,.6,4.6,-3.2,11.1,-12.3,1021.2,1023.4,3.5,53,11.6,9.3,,,2,11.5,3.3,2.1,66.64,,,,-6.6,.3,,,
90,속초,2024-02,1.9,5.7,-1.2,18.1,-5.6,1023.1,1025.3,5.3,75,125.7,39.2,,,1.7,7.5,6.6,4.5,35.1,,,,-2.4,2.2,,,
90,속초,2024-03,5.7,10,1.3,20.6,-7.4,1015.2,1017.3,5.3,58,58.6,18.5,,,2.2,11.2,4.4,3,57.32,,,,-3.1,6.6,,,
90,속초,2024-04,13.9,18.4,9.5,27.1,2.1,1012.1,1014.1,10.2,66,63.4,32.7,45.9,32,2.2,7.9,4.3,2.3,52.74,211.45,,,6.4,15.3,,,
90,속초,2024-05,17.8,22.7,13,33.2,6.5,1009.7,1011.8,11.9,61,63.4,22.2,196.3,137.5,2.6,10.2,4.1,2.6,59.13,646.8,,,10.5,19,,,
90,속초,2024-06,22.3,26.1,18.6,34.2,11.2,1004.8,1006.9,19.4,74,133.8,64.8,162.9,114.3,2.1,7,3.8,1.8,63.08,687.49,,,17,25.5,,,
90,속초,2024-07,26.8,30.3,24,36.5,19.2,1003.1,1005.1,25.9,75,109.3,44.5,157.6,110.1,2.4,11.6,6.7,3.3,33.41,498.29,,,22.8,27.1,,,
90,속초,2024-08,27.6,31.2,24.3,36.6,20.7,1005.7,1007.7,28.7,79,46.4,23.8,158.3,110.7,2.1,7.6,4.3,1.8,54.29,588.88,,,23.6,30.5,,,
90,속초,2024-09,22.1,25.3,19.2,31.3,13.4,1012.7,1014.8,22.5,85,457.9,128.2,92.5,64.6,2.2,9.4,6.6,5.1,30.63,336.95,,,18.7,23.3,,,
90,속초,2024-10,16.1,20.2,12.4,25,8.1,1018.2,1020.3,13.6,74,143.2,44.7,87.9,61.6,2.1,12.6,5.7,3.6,37.98,291.84,,,10.4,15.5,,,
90,속초,2024-11,10.8,15.2,6.8,21.8,-.9,1018.8,1020.9,8.5,61,17.6,9.7,84.3,59.1,2.5,9.5,4.4,2.7,55.68,269.69,,,3.8,8.7,,,
90,속초,2024-12,3.1,7.2,-1,15.5,-5.2,1017.8,1020,2.8,36,3.2,3.1,96.2,67.6,2.8,9.6,2.5,1.6,75.03,269.29,,,-5.3,.5,,,
90,속초,2025-01,1.2,5.2,-2.5,10.6,-11.5,1019.2,1021.4,3,43,14.5,7.9,81.9,57.3,3,12.4,3.1,1.9,66.03,284.1,,,-6.3,-.5,,,
90,속초,2025-02,1.2,5.6,-3.3,16.7,-11.5,1018.5,1020.7,2.4,34,,,108.7,75.8,3,12.8,1.7,1.1,77.49,401.34,,,-7.1,.4,,,
90,속초,2025-03,6.8,11.5,2.6,24.9,-2.5,1015.7,1017.9,5.8,61,98.4,17.2,118,82.3,2.8,9.4,4.8,3.3,54.24,452.05,,,.2,6,,,
90,속초,2025-04,11.7,16.5,7.1,25.4,2,1008.2,1010.3,8.5,65,48.2,24.3,149.9,104.8,2.6,10.1,4.2,2.1,64,604.54,,,4.8,14,,,
90,속초,2025-05,16.5,21,12.3,30.1,6.3,1008.2,1010.3,12.2,67,72.2,47.2,173.5,121.5,2.4,10.9,5,2.4,53.89,628.93,,,10.4,19.1,,,
90,속초,2025-06,22.8,27.3,19,34.2,14.3,1004,1006,18.8,69,30.2,11,180.5,126.4,2.1,8.1,5.8,2.9,50.12,607,,,17.5,25.5,,,
90,속초,2025-07,26.7,30.1,24,35,19.7,1004.8,1006.8,26.4,77,148.6,75.6,169.5,118.8,1.9,11.1,5.5,2.7,47.89,584.93,,,23.1,30.3,,,
90,속초,2025-08,27.3,31,24,35,21.1,1006,1008,27.4,77,97.4,42.9,164.2,114.9,1.9,7.3,5.7,2.5,50.75,565.92,,,23.1,29.9,,,
90,속초,2025-09,22.2,25.9,18.6,31.9,13.6,1011.6,1013.7,20.8,78,379.1,118.8,115,80.4,2,9.7,6.2,2.4,43.83,410.63,,,17.6,24.9,,,
90,속초,2025-10,15.4,18.4,12.8,27.2,.3,1019.3,1021.5,14.6,82,460.9,63,64.9,45.5,2.1,9.1,7.5,4,22.63,219.42,,,11.7,16.3,,,
90,속초,2025-11,10.3,14.9,5.6,20.5,-.5,1017.9,1020,6.3,49,30.3,23.7,109.4,76.7,2.5,10.5,2.2,1.1,73.94,309.83,,,1.3,8.1,,,
93,북춘천,2016-10,14.1,20.9,8.6,29,-1.9,1008.2,1019.2,12,74,112.1,39,96.6,67.7,.9,6,5.4,3.1,53.29,381.67,,,6.9,15.7,19.4,21.9,22.5
93,북춘천,2016-11,5.1,11.2,-.5,19.5,-9.1,1011.4,1023.2,6.5,71,13.2,5.5,55.7,39.1,.9,5.5,4.8,3.5,48.44,259.88,.5,.5,-3.3,6.2,12.6,18.2,20.9
93,북춘천,2016-12,-.2,5.3,-5,10.2,-12.1,1012.9,1025.1,4.5,74,83.1,49,35.6,24.6,.8,6.4,5.4,4.1,47.8,204.42,1,.5,-7.5,.6,6.5,13.5,18.1
93,북춘천,2017-01,-3.4,3.3,-9.8,11.6,-17,1013.1,1025.4,3.3,66,15.9,7.1,44.7,31.5,1.1,7.7,3.6,2.6,66.6,286.3,10.7,7.5,-11.9,-1.9,3.5,10,14.8
93,북춘천,2017-02,-1.5,5.4,-8.2,12.2,-15.7,1010.9,1023.1,3.4,64,11,3.5,60.2,42.2,1.2,6.5,3.1,2.2,71.04,356.79,8.3,0,-10.9,-.4,2.1,7.7,12.2
93,북춘천,2017-03,4.6,12.2,-2.3,19,-8.3,1007.5,1019.4,4.8,59,17.9,11.5,97.9,68.6,1.3,7,4.3,2.7,57.24,436.28,,,-7.7,5.8,5.3,7.5,10.4
93,북춘천,2017-04,13.2,21,5.6,29.1,-.8,1001.1,1012.5,7.6,55,54.1,21,177.3,124,1.9,8.7,4.4,2.5,65.01,560.07,,,1.4,15,11.6,10,10.4
93,북춘천,2017-05,18.6,26.2,11.3,30.7,6.7,1000.4,1011.5,11.3,56,25.5,10.5,206.5,144.3,1.8,9.4,4.2,2.4,63.49,645.7,,,6.9,21.8,16.8,13.4,11.8
93,북춘천,2017-06,22.3,29.6,15.8,35,9.2,997.1,1008.1,15.2,59,38.1,14.5,208.7,146.5,1.5,7,4.8,3.1,61.23,656.82,,,12.8,26.7,21.2,16.7,13.8
93,북춘천,2017-07,26.3,30.7,23,34.9,19.4,996.5,1007.3,25.9,78,477.8,146.5,126.5,88.3,1,7.4,7.7,5.4,28.13,421.28,,,22.1,28.4,25.6,21.3,18.2
93,북춘천,2017-08,24.4,29.6,20.5,37.5,13.9,997.1,1007.9,22.9,76,376.3,89,127.7,89.5,1.1,6.4,7.2,4.5,35.65,438.14,,,19.2,27.2,25.9,23.7,21.6
93,북춘천,2017-09,19.1,26.5,13,30.5,4.9,1002.4,1013.5,15.9,74,33.8,17,129.3,90.3,1.1,6.2,4.7,3.1,59.06,480.31,,,10.4,22.6,23,23.4,22.9
93,북춘천,2017-10,13.5,21,7.7,26.9,-3.7,1009.9,1021.4,11.4,74,42.6,22.5,93.6,65.3,1.1,5.9,5,2.8,56.61,366.06,,,5,15.7,18.9,21.6,22.4
93,북춘천,2017-11,3.2,9.9,-3,18.8,-10.2,1011,1022.9,5.5,67,15.9,6.9,60,42.4,1.2,8,4,3,60.83,267.52,2.9,2.9,-5.3,4.6,11,17.5,20.6
93,북춘천,2017-12,-4.3,1.5,-10.3,8.6,-19,1013.5,1025.9,3.1,67,24.5,10.4,40.1,28,1.2,7.2,4.1,3.5,61.72,248.12,6.3,6.3,-12.2,-1.3,4.3,12,17.5
93,북춘천,2018-01,-6,.6,-11.8,8.6,-21.7,1011.9,1024.3,2.6,60,6.5,3.7,41.9,29.5,1.3,8.4,3.9,2.5,66.23,297.61,5,5,-14,-3.4,1.6,8.5,14.2
93,북춘천,2018-02,-3.4,3.6,-10.3,10.4,-19.2,1011.2,1023.4,2.5,53,33,28.5,62.8,43.9,1.5,7.5,3.6,1.9,70.86,345.45,7.6,7.6,-12.4,-2.2,.2,6.4,11.8
93,북춘천,2018-03,7,13.8,.2,23.4,-8.2,1008.8,1020.6,6.1,61,32,11,108.1,75.6,1.8,8.8,4.6,3.3,55.07,434.45,,,-1.5,7.5,5.1,6.6,10.2
93,북춘천,2018-04,12,19.5,4.9,29.2,-3,1004.2,1015.7,7.9,60,117.2,46.5,156.1,109.2,1.9,8.7,4.9,3.5,55.3,505.89,1.5,1.5,3.3,14,11.7,10.2,10.6
93,북춘천,2018-05,17.2,23.9,10.8,31,2.9,1000.3,1011.5,12.6,66,200.5,97,170.7,119.2,1.7,8.3,5.4,3.5,52.89,577.58,,,9.4,20.2,17,13.7,12.1
93,북춘천,2018-06,22.6,29.3,16.6,34.5,11.9,996.8,1007.7,16.3,63,88.6,57.5,195.8,136.9,1.5,8.6,5.6,2.8,57.08,628.31,,,15,28.4,23.1,17.9,14.5
93,북춘천,2018-07,26.3,31.8,21.7,37.6,13.7,998.1,1008.9,23.7,71,189.7,76.5,160.9,112.5,1.3,6.7,5,3.6,54.26,520.07,,,,,25.5,21.3,18.3
93,북춘천,2018-08,26.9,32.9,22.2,40.6,15.8,996.6,1007.4,23.5,69,354.6,189.5,150.8,105.5,1.3,10.3,6.1,3.8,52.83,464.48,,,21.4,31.7,28.8,24.7,21.1
93,북춘천,2018-09,19.1,25.7,13.4,29.5,6.5,1002.6,1013.8,15.3,72,63,28,114.9,80.6,1.1,5.9,5.4,3.1,55.05,397.14,,,11.4,22.8,23.5,24.1,23.7
93,북춘천,2018-10,10.3,17.9,4.4,25,-2.5,1007.7,1019.3,9.2,75,102.6,59.5,77.2,54,1.1,8.6,4.5,3.1,57.54,314.48,,,.9,12.8,17.1,21.3,23
93,북춘천,2018-11,5.1,12.1,0,19.3,-7.3,1012.2,1024,6.6,75,56.9,44.5,44,30.8,.7,6.7,5.1,3.6,48.61,206.42,8.5,8.5,-3.5,6.4,11.2,17,20.7
93,북춘천,2018-12,-3.2,3.4,-8.7,12,-16.9,1015.4,1027.7,3.2,62,17.3,8,37.8,26.5,1,6.4,3.9,2.4,65.42,216.07,2.6,2.6,-12.1,-1.7,4.8,12.5,17.8
93,북춘천,2019-01,-3.9,4.2,-10.9,8.3,-15.1,1013.8,1026.2,2.5,56,.2,.2,46.8,32.5,1,7.7,3,1.6,74.78,251.44,0,0,-15.7,-3.3,1.3,8.6,14.4
