시군구별 용도업종별 전력사용량,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(단위 : kWh),
연도,시도,시군구,업종별,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,
2017,대전광역시,대덕구,음료품제조,"884,613","877,855","972,531","895,817","1,046,057","12,639","1,170,873","1,331,200","1,091,853","937,559","925,843","900,450",
2017,대전광역시,대덕구,담배제조업,"5,334,192","5,312,832","5,631,396","5,127,792","4,760,196","5,611,224","6,573,936","5,285,760","5,803,716","4,242,264","5,321,520","4,566,252",
2017,대전광역시,대덕구,섬      유,"3,071,328","2,795,421","2,893,911","3,036,904","2,536,191","2,843,194","2,643,662","2,390,276","2,816,470","2,367,683","3,096,931","2,950,647",
2017,대전광역시,대덕구,의복. 모피,"117,276","118,458","100,169","92,373","82,216","94,037","82,072","82,742","84,760","62,092","82,863","107,843",
2017,대전광역시,대덕구,가죽. 신발,"92,248","64,275","80,308","64,721","53,606","56,451","59,560","64,349","68,044","72,433","87,781","114,893",
2017,대전광역시,대덕구,목재. 나무,"199,939","200,740","192,962","195,476","169,382","200,563","204,927","223,777","195,403","155,849","181,890","208,343",
2017,대전광역시,대덕구,펄프. 종이,"46,895,777","41,882,484","46,005,634","44,127,090","43,918,860","44,589,141","45,708,752","45,748,111","42,767,370","44,619,065","43,846,820","44,979,277",
2017,대전광역시,대덕구,출판. 인쇄,"116,575","119,365","124,109","114,845","93,695","101,082","108,896","107,930","116,148","90,594","94,586","110,400",
2017,대전광역시,대덕구,석유  정제,"108,228","104,946","84,749","60,516","45,304","44,455","44,166","45,999","84,615","88,162","122,104","117,935",
2017,대전광역시,대덕구,화학  제품,"14,218,683","12,958,081","13,764,238","13,622,974","12,890,380","13,944,056","14,487,862","14,034,863","13,578,105","10,641,109","12,239,781","12,050,283",
2017,대전광역시,대덕구,고무. 플라,"31,659,880","31,985,450","35,233,762","33,013,587","32,602,521","34,888,490","34,063,426","38,156,197","34,504,014","29,133,987","31,826,913","32,999,293",
2017,대전광역시,대덕구,유      리,"2,149,652","2,139,224","2,280,443","2,207,489","2,308,791","2,389,536","2,679,682","2,698,785","2,544,196","2,192,776","2,274,516","2,303,336",
2017,대전광역시,대덕구,시  멘  트,"1,255,916","1,191,811","1,130,745","1,037,116","922,486","964,474","923,501","912,235","974,854","854,937","1,073,967","1,264,271",
2017,대전광역시,대덕구,1차   금속,"4,435,633","4,336,765","4,446,869","3,846,993","3,907,095","3,931,204","3,678,043","3,193,930","3,673,343","3,028,967","3,888,586","3,903,465",
2017,대전광역시,대덕구,조립  금속,"5,666,700","5,587,396","5,279,607","4,720,833","4,232,036","4,663,775","4,573,743","4,293,989","4,460,859","3,607,290","4,846,922","5,239,228",
2017,대전광역시,대덕구,기타  기계,"3,860,979","3,958,425","3,415,177","3,168,275","2,505,777","2,665,785","2,877,900","3,036,594","3,005,690","2,388,132","3,154,413","3,975,893",
2017,대전광역시,대덕구,사무  기기,"3,253","3,470","2,983","3,123","2,115","1,719","2,194","3,173","2,644","1,697","1,931","2,694",
2017,대전광역시,대덕구,전기  기기,"4,849,780","5,033,307","5,609,476","5,161,751","5,412,135","5,552,760","5,307,025","5,623,936","5,648,099","4,894,568","5,635,622","5,873,668",
2017,대전광역시,대덕구,영상. 음향,"9,368,893","10,715,443","11,315,099","10,587,769","10,945,103","11,944,060","12,573,258","11,985,781","11,622,999","8,752,200","10,508,237","9,059,270",
2017,대전광역시,대덕구,의료. 광학,"2,975,663","2,936,104","2,665,343","2,840,694","2,933,130","3,513,260","3,930,846","4,015,301","3,635,083","2,941,888","3,089,459","3,016,832",
2017,대전광역시,대덕구,자  동  차,"17,776,969","17,931,757","19,005,509","17,778,936","17,241,928","17,609,962","17,981,312","16,833,854","17,915,781","14,781,722","17,903,571","16,934,987",
2017,대전광역시,대덕구,기타  운송,"117,739","200,330","160,248","155,763","143,378","168,144","172,699","149,777","147,210","143,637","167,341","166,424",
2017,대전광역시,대덕구,가구및기타,"862,760","818,506","797,537","746,047","587,788","694,852","722,092","622,696","739,676","563,474","712,398","822,289",
2017,대전광역시,대덕구,재생  재료,"200,166","204,593","174,626","174,328","155,454","154,766","170,698","162,298","177,313","141,695","166,366","176,335",
2017,대전광역시,대덕구,수      도,"4,302,682","4,113,655","4,325,851","4,223,044","4,364,001","4,420,472","4,665,420","4,553,161","4,336,132","4,180,817","4,226,725","4,388,571",
2017,대전광역시,대덕구,사업자  용,"44,163","50,966","38,172","35,020","32,549","34,150","41,968","49,660","44,209","41,797","36,476","38,454",
2017,대전광역시,대덕구,가정용부문,"19,911,317","20,271,191","17,539,663","18,392,290","16,799,364","16,319,891","18,184,764","22,565,515","19,558,071","16,402,415","17,622,580","18,542,220",
2017,대전광역시,대덕구,국  군  용,"269,041","295,072","227,011","188,891","173,802","195,788","264,435","316,106","264,883","169,527","192,002","268,070",
2017,대전광역시,대덕구,유엔군  용,"3,946","3,434","2,329","1,937","1,584","1,796","1,357","1,354","1,426","1,498","1,685","3,233",
2017,대전광역시,대덕구,기타공공용,"3,095,672","3,130,806","2,716,769","2,435,224","1,713,559","1,878,864","2,233,982","2,181,605","1,976,561","1,710,456","2,041,730","3,281,411",
2017,대전광역시,대덕구,관  공  용,"3,864,420","3,845,846","3,380,309","2,936,602","2,866,636","2,882,580","3,182,463","3,515,123","3,137,266","2,693,438","3,255,358","3,835,365",
2017,대전광역시,대덕구,순수써비스,"46,318,895","47,030,244","42,423,696","41,252,632","36,597,459","37,576,444","40,016,335","45,870,958","41,928,008","36,446,117","38,994,603","43,660,345",
2017,대전광역시,대덕구,합 계,"241,275,329","237,067,809","238,926,866","229,454,148","219,456,542","229,241,205","237,762,737","248,953,096","235,462,816","205,569,437","225,126,346","232,828,118",
2017,대전광역시,유성구,농업. 임업,"1,661,833","1,739,317","1,350,814","1,039,560","955,435","1,040,804","927,300","1,205,395","985,991","891,484","1,613,434","1,637,943",
2017,대전광역시,유성구,어      업,"9,226","10,380","8,430","7,348","5,755","12,035","11,531","11,427","11,013","10,625","6,824","8,756",
2017,대전광역시,유성구,금속비금속,"40,705","36,037","43,953","49,302","33,674","46,540",-,-,-,-,-,-,
2017,대전광역시,유성구,식료품제조,"574,262","558,734","482,025","496,190","469,802","494,040","540,241","538,430","518,205","463,596","504,918","523,271",
2017,대전광역시,유성구,음료품제조,"4,699","4,088","4,601","7,290","7,565",172,"46,622","36,121","45,111","32,005","42,936","52,902",
2017,대전광역시,유성구,담배제조업,"5,500","4,260","2,820","2,590","2,290","2,950","3,780","4,000","2,960","2,050","2,910","3,270",
2017,대전광역시,유성구,섬      유,"125,834","127,095","111,628","101,154","73,337","70,597","80,260","87,664","76,829","59,052","103,248","133,286",
2017,대전광역시,유성구,가죽. 신발,"17,310","17,071","14,297","11,848","9,820","14,587","18,059","18,682","17,275","10,503","13,134","18,762",
2017,대전광역시,유성구,목재. 나무,"74,970","75,984","60,300","50,173","33,848","36,506","43,815","44,182","40,074","28,332","47,492","66,468",
2017,대전광역시,유성구,펄프. 종이,"88,973","91,063","70,305","56,157","39,479","43,597","44,449","43,521","39,559","35,515","59,357","76,541",
2017,대전광역시,유성구,출판. 인쇄,"293,919","305,349","251,977","257,740","252,044","308,907","335,778","375,495","305,555","217,304","236,377","271,649",
2017,대전광역시,유성구,화학  제품,"4,758,895","4,324,956","4,232,700","4,045,863","4,140,595","4,630,232","5,666,749","5,370,043","4,684,612","3,858,953","4,522,247","4,902,400",
2017,대전광역시,유성구,고무. 플라,"991,341","1,039,828","877,585","832,612","666,661","766,821","805,343","794,211","834,490","607,048","798,531","872,437",
2017,대전광역시,유성구,유      리,"171,352","172,568","182,980","174,027","172,789","235,130","294,173","285,955","264,575","252,424","296,843","343,459",
2017,대전광역시,유성구,시  멘  트,"171,655","195,655","175,536","175,951","152,096","162,801","180,050","166,908","173,294","141,311","196,205","230,761",
2017,대전광역시,유성구,1차   금속,"952,201","986,871","892,643","928,446","696,958","844,589","819,017","761,357","801,623","619,235","697,722","678,115",
2017,대전광역시,유성구,조립  금속,"657,677","682,366","549,976","512,844","411,001","496,541","586,129","629,783","636,901","525,097","640,817","819,615",
2017,대전광역시,유성구,기타  기계,"3,056,350","3,102,614","2,784,449","2,826,749","2,258,166","2,577,031","2,887,719","2,891,861","2,724,587","2,119,056","2,790,403","3,107,828",
2017,대전광역시,유성구,사무  기기,"308,636","328,935","251,929","224,381","169,646","209,281","165,437","190,477","166,397","135,018","172,309","256,623",
2017,대전광역시,유성구,전기  기기,"1,464,283","1,444,664","1,486,566","1,481,542","1,230,171","1,653,140","1,837,329","1,805,067","1,822,502","1,330,927","1,445,967","1,549,142",
2017,대전광역시,유성구,영상. 음향,"26,963,056","27,008,613","28,740,981","28,167,442","28,895,473","29,140,464","29,612,862","29,895,222","28,578,250","27,709,585","28,160,811","31,586,894",
2017,대전광역시,유성구,의료. 광학,"4,832,191","4,685,457","4,607,349","4,373,299","4,328,822","4,611,324","5,219,608","5,243,959","4,602,588","4,212,598","4,412,995","4,734,224",
2017,대전광역시,유성구,자  동  차,"635,887","634,882","510,234","478,369","369,816","397,502","563,192","536,643","529,399","396,659","540,746","683,044",
2017,대전광역시,유성구,기타  운송,"324,383","321,003","277,531","261,408","224,578","263,445","309,591","313,295","274,459","195,807","352,061","420,513",
2017,대전광역시,유성구,가구및기타,"389,688","321,285","232,513","191,219","183,363","240,316","2,521,186","2,514,301","2,274,810","2,003,425","2,078,034","2,085,908",
2017,대전광역시,유성구,재생  재료,"3,983","3,864","3,150","2,348","1,766","1,764","2,215","2,313","1,648","1,397","2,570","3,823",
2017,대전광역시,유성구,수      도,"1,128,605","1,115,233","1,072,615","1,146,959","1,145,605","1,168,192","1,190,680","1,229,511","1,195,857","1,156,405","1,188,120","1,139,331",
2017,대전광역시,유성구,사업자  용,"1,132,842","1,037,400","884,998","701,999","672,918","825,098","1,103,368","1,087,129","724,413","669,444","872,913","1,155,205",
2017,대전광역시,유성구,전      철,"706,867","638,115","773,633","717,362","748,303","766,370","846,325","865,198","786,774","773,959","758,459","830,577",
2017,대전광역시,유성구,가정용부문,"39,613,615","40,163,295","34,725,933","36,696,466","34,160,552","34,647,047","41,388,758","49,473,534","38,578,507","34,291,897","36,572,978","38,956,306",
2017,대전광역시,유성구,국  군  용,"2,512,555","2,743,115","2,211,541","1,951,997","1,513,250","1,749,584","2,177,548","2,529,128","1,993,480","1,475,089","1,812,643","2,383,421",
2017,대전광역시,유성구,기타공공용,"37,887,740","36,087,631","35,648,515","32,260,291","32,553,336","36,487,664","43,633,245","43,110,629","37,352,752","32,144,979","34,594,767","40,926,651",
2017,대전광역시,유성구,관  공  용,"11,042,699","10,931,504","10,548,873","10,247,571","10,130,314","10,110,702","11,056,882","11,465,161","10,232,865","9,647,822","8,430,608","13,958,407",
2017,대전광역시,유성구,순수써비스,"114,463,306","112,465,836","100,823,306","95,212,210","93,301,475","103,184,195","118,303,740","120,774,127","102,924,381","88,340,144","96,957,058","115,887,047",
2017,대전광역시,유성구,합 계,"257,067,038","253,405,068","234,896,686","225,690,707","220,010,703","237,239,968","273,222,981","284,300,729","244,201,736","214,358,745","230,926,437","270,304,579",
2017,울산광역시,북구,농업. 임업,"1,341,942","1,461,144","1,150,946","827,683","650,847","710,795","719,276","858,374","792,566","643,201","975,032","1,161,922",
2017,울산광역시,북구,어      업,"88,967","91,983","81,585","78,849","72,339","69,206","70,916","82,057","76,897","75,651","75,018","73,039",
2017,울산광역시,북구,식료품제조,"205,655","216,029","194,722","222,015","224,578","243,509","240,928","240,966","280,765","256,371","275,389","219,011",
2017,울산광역시,북구,음료품제조,"59,083","69,142","55,046","49,538","33,736","31,423","34,032","41,810","37,662","33,155","36,103","47,510",
2017,울산광역시,북구,섬      유,"23,523","22,411","20,187","17,530","11,961","13,883","19,092","14,928","14,089","9,628","12,976","18,241",
2017,울산광역시,북구,의복. 모피,"5,253","4,615","4,090","3,595","2,947","4,530","5,727","4,088","5,014","3,200","4,352","5,464",
2017,울산광역시,북구,가죽. 신발,"4,790","4,519","4,341","4,619","2,722","3,346","3,508","2,239","2,857","2,319","3,849","4,618",
2017,울산광역시,북구,목재. 나무,"49,547","37,453","40,707","38,173","31,157","35,648","34,984","37,537","29,152","32,548","39,547","39,733",
2017,울산광역시,북구,펄프. 종이,"25,849","24,423","21,281","22,398","19,054","21,613","22,888","19,034","21,862","19,305","25,919","25,437",
2017,울산광역시,북구,출판. 인쇄,"30,770","28,873","25,098","27,846","23,789","28,754","33,611","35,128","30,137","25,301","30,469","5,710",
2017,울산광역시,북구,화학  제품,"474,784","456,136","404,472","398,716","342,014","386,430","390,779","441,668","403,292","367,207","492,413","487,584",
2017,울산광역시,북구,고무. 플라,"913,946","883,420","841,307","893,265","772,946","904,079","980,409","831,834","942,998","705,575","1,047,494","1,033,905",
2017,울산광역시,북구,유      리,"74,555","87,696","79,904","104,023","87,368","85,810","28,635","15,566","17,175","13,633","15,610","20,294",
2017,울산광역시,북구,시  멘  트,"552,986","471,314","546,854","569,839","530,033","580,262","504,977","584,516","591,436","497,361","535,066","584,636",
2017,울산광역시,북구,1차   금속,"10,752,118","11,272,584","11,974,363","11,726,169","11,780,150","12,613,213","12,557,981","11,815,911","11,866,879","10,413,648","12,467,518","10,947,284",
2017,울산광역시,북구,조립  금속,"2,107,663","1,861,627","1,866,213","1,806,714","1,541,956","1,633,325","1,684,659","1,477,627","1,739,034","1,418,587","1,716,606","1,970,852",
2017,울산광역시,북구,기타  기계,"2,237,191","2,183,566","1,909,169","1,842,177","1,471,824","1,793,030","1,912,140","1,706,151","1,911,740","1,482,854","1,986,552","2,303,885",
2017,울산광역시,북구,사무  기기,-,-,-,-,-,-,"1,232","81,732","95,557","93,682","103,739","107,685",
2017,울산광역시,북구,전기  기기,"427,190","434,546","345,490","312,720","243,898","270,983","294,456","276,365","285,497","225,132","305,141","401,389",
2017,울산광역시,북구,영상. 음향,"476,530","453,310","452,872","442,615","518,048","583,014","610,965","601,634","583,724","501,147","444,416","496,611",
2017,울산광역시,북구,의료. 광학,"195,294","193,827","156,729","141,838","135,764","145,070","117,185","95,922","105,528","78,122","112,669","134,459",
2017,울산광역시,북구,자  동  차,"123,238,479","122,789,169","138,856,768","127,680,361","123,512,169","134,193,909","143,560,091","113,801,570","127,573,917","111,960,475","128,383,597","117,904,762",
2017,울산광역시,북구,기타  운송,"723,342","668,610","589,101","612,165","487,404","605,403","588,672","518,049","605,997","439,577","572,410","651,513",
2017,울산광역시,북구,가구및기타,"65,427","59,864","52,575","44,431","33,842","17,152","19,628","16,765","19,303","12,833","20,268","25,682",
2017,울산광역시,북구,재생  재료,"5,920","5,963","4,648","3,565","2,380","2,476","3,702","3,473","2,641","2,308","3,826","5,678",
2017,울산광역시,북구,수      도,"2,788,184","2,580,063","2,711,246","2,607,749","2,660,220","2,853,511","3,141,320","3,006,472","2,912,549","2,765,237","2,905,530","2,950,528",
2017,울산광역시,북구,사업자  용,"23,135","25,419","22,021","21,052","18,492","19,056","21,514","26,982","23,168","18,942","21,000","24,313",
2017,울산광역시,북구,가정용부문,"20,685,302","20,928,805","18,722,463","19,898,026","18,495,895","18,762,196","21,105,213","25,767,455","22,257,964","19,034,931","20,142,471","21,141,194",
2017,울산광역시,북구,국  군  용,"116,615","123,912","111,596","115,244","106,675","108,552","123,317","131,604","123,538","107,495","126,150","131,410",
2017,울산광역시,북구,기타공공용,"2,288,480","2,317,816","2,118,050","1,973,989","1,442,955","1,713,276","2,373,774","1,959,079","2,023,473","1,449,393","1,851,928","2,817,436",
2017,울산광역시,북구,관  공  용,"1,347,616","1,288,771","1,205,223","1,163,370","1,074,829","1,146,569","1,364,755","1,418,073","1,227,716","1,057,707","1,135,463","1,321,742",
2017,울산광역시,북구,순수써비스,"29,874,612","29,816,890","25,993,345","25,186,686","22,663,414","24,165,172","27,857,795","30,678,218","28,144,876","23,665,953","24,557,483","29,039,588",
2017,울산광역시,북구,합 계,"201,204,748","200,863,900","210,562,412","198,836,960","188,995,406","203,745,195","220,428,161","196,592,827","204,749,003","177,412,478","200,426,004","196,103,115",
2017,울산광역시,동구,농업. 임업,"36,878","35,433","40,832","54,817","49,301","47,181","48,086","65,914","69,456","58,519","63,212","61,294",
2017,울산광역시,동구,어      업,190,94,126,208,270,358,446,498,521,336,196,127,
2017,울산광역시,동구,금속비금속,237,269,212,238,265,285,330,346,333,319,310,306,
2017,울산광역시,동구,식료품제조,"119,774","124,291","104,770","116,248","113,954","119,434","134,371","141,387","146,374","134,943","129,961","128,015",
2017,울산광역시,동구,의복. 모피,"5,746","5,007","4,177","4,138","3,353","3,842","4,184","4,552","5,724","3,369","4,144","6,174",
2017,울산광역시,동구,가죽. 신발,429,423,430,445,378,339,762,893,864,726,686,713,
2017,울산광역시,동구,목재. 나무,"1,386","1,268",984,910,680,749,762,815,778,597,732,"1,023",
2017,울산광역시,동구,출판. 인쇄,"2,220","2,321","1,995","1,851","1,196","1,285","1,512","1,531","1,632","1,061","1,316","1,891",
2017,울산광역시,동구,화학  제품,"4,188,404","3,954,692","4,446,740","4,044,404","3,812,708","4,031,732","4,366,820","4,256,804","4,267,172","3,563,300","4,378,052","4,022,372",
2017,울산광역시,동구,시  멘  트,"11,255","14,881","17,545","42,393","36,178","30,350","11,936","9,701","23,519","23,010","33,307","28,110",
2017,울산광역시,동구,1차   금속,"2,349","2,245","1,708","1,659","1,165","7,831",901,924,"1,173",962,"2,467","6,691",
2017,울산광역시,동구,조립  금속,"1,586","1,546","1,653","1,641","1,258","1,934","1,960","2,707","1,812","1,157","1,538","1,791",
2017,울산광역시,동구,기타  기계,"3,682","3,830","3,323","2,916","2,897","3,497","2,684","3,308","3,872","2,496","3,264","3,649",
2017,울산광역시,동구,전기  기기,"11,284","14,104","11,138","9,858","7,766","7,226","7,149","8,810","8,653","7,854","8,485","13,810",
2017,울산광역시,동구,의료. 광학,"15,512","17,119","14,339","13,079","8,462","1,913","9,534","12,483","12,331","7,567","8,016","13,579",
2017,울산광역시,동구,자  동  차,"2,717,401","2,734,671","2,951,147","2,752,277","2,685,998","2,742,860","2,806,422","2,373,275","2,703,136","2,466,989","2,547,500","2,324,997",
2017,울산광역시,동구,기타  운송,"85,186,680","76,874,780","77,606,800","73,098,971","66,676,124","73,383,586","83,081,782","65,957,257","76,495,963","59,571,346","68,264,001","73,263,761",
2017,울산광역시,동구,가구및기타,"22,103","22,900","19,651","20,656","14,136","15,411","16,790","15,966","16,683","12,711","16,609","22,849",
2017,울산광역시,동구,수      도,"475,022","479,324","421,101","486,976","473,347","493,065","496,071","524,419","524,137","479,798","483,176","474,058",
2017,울산광역시,동구,사업자  용,"6,963","11,883","10,517","9,250","7,195","8,204","9,532","13,875","10,433","7,628","7,201","9,847",
2017,울산광역시,동구,가정용부문,"19,068,753","19,352,927","16,702,146","17,731,117","16,179,212","16,158,543","17,346,752","21,249,400","18,626,712","16,038,113","16,846,641","17,705,744",
2017,울산광역시,동구,국  군  용,"17,326","17,626","15,317","15,642","13,593","15,643","17,959","17,324","21,111","17,640","16,061","20,384",
2017,울산광역시,동구,기타공공용,"1,651,799","1,700,055","1,578,934","1,621,071","1,114,562","1,267,497","1,620,011","1,560,949","1,788,338","1,231,203","1,332,194","2,018,404",
2017,울산광역시,동구,관  공  용,"2,272,007","2,230,206","2,235,604","2,221,849","2,195,616","2,225,205","2,315,082","2,241,025","2,143,831","2,008,326","2,053,602","2,112,126",
2017,울산광역시,동구,순수써비스,"22,606,068","22,833,168","20,134,981","19,785,948","18,406,847","19,268,034","21,945,096","25,025,661","23,055,629","18,966,678","18,809,354","21,211,692",
2017,울산광역시,동구,합 계,"138,425,054","130,435,063","126,326,170","122,038,562","111,806,461","119,836,004","134,246,934","123,489,824","129,930,187","104,606,648","115,012,025","123,453,407",
2017,울산광역시,중구,농업. 임업,"214,780","216,431","174,675","142,288","129,884","158,978","156,904","179,273","194,053","175,157","193,524","235,769",
2017,울산광역시,중구,어      업,"2,063","2,037","1,832","1,727","1,617","1,979","1,849","2,166","1,891","1,509","2,343","4,291",
2017,울산광역시,중구,식료품제조,"300,780","293,367","233,916","266,879","276,122","276,216","281,115","304,263","304,666","291,175","262,591","251,226",
2017,울산광역시,중구,음료품제조,461,749,576,575,11,-,-,-,-,-,-,-,
2017,울산광역시,중구,섬      유,"4,446","4,151","3,971","4,170","3,632","3,571","3,742","3,613","3,506","3,226","3,085","3,724",
2017,울산광역시,중구,의복. 모피,"7,907","8,198","7,680","8,494","7,699","7,586","8,428","8,831","9,173","7,245","8,529","9,060",
2017,울산광역시,중구,가죽. 신발,268,-,-,-,-,-,-,-,-,-,-,-,
2017,울산광역시,중구,목재. 나무,"1,444","1,037",975,825,833,747,844,776,692,464,812,969,
2017,울산광역시,중구,펄프. 종이,"3,436","3,411","2,997","3,295","2,328","2,180","2,407","2,387","2,541","2,005","2,637","2,642",
2017,울산광역시,중구,출판. 인쇄,"13,206","13,389","10,926","9,228","6,185","6,842","8,462","8,724","8,056","5,648","7,856","11,194",
2017,울산광역시,중구,화학  제품,"419,961","387,040","349,804","352,802","333,807","383,032","434,654","502,265","427,757","325,811","398,084","390,772",
2017,울산광역시,중구,고무. 플라,"6,929","6,258","5,414","4,956","4,809","4,522","4,326","4,891","4,829","3,697","3,603","5,086",
2017,울산광역시,중구,유      리,"1,260","1,251","1,031",767,458,379,365,536,460,414,519,"1,009",
2017,울산광역시,중구,시  멘  트,"8,049","8,990","6,961","6,339","4,113","4,137","4,403","6,680","6,059","3,854","3,637","4,866",
2017,울산광역시,중구,1차   금속,"16,040","18,195","16,483","14,161","8,505","19,789","8,286","8,529","8,111","8,249","10,628","15,369",
2017,울산광역시,중구,조립  금속,"38,583","36,806","27,975","25,448","18,464","19,846","22,945","25,731","23,636","15,667","19,694","28,515",
2017,울산광역시,중구,기타  기계,"28,561","29,546","24,349","22,072","15,049","14,628","15,161","16,123","13,674","11,158","14,595","24,106",
2017,울산광역시,중구,전기  기기,"22,133","21,511","20,742","18,765","14,227","17,194","18,398","18,144","18,517","11,382","15,610","23,728",
2017,울산광역시,중구,영상. 음향,"3,511","4,357","4,139","3,342","1,838","1,934","2,571","3,416","3,168","1,828","1,576","1,798",
2017,울산광역시,중구,의료. 광학,"85,105","86,929","74,888","70,051","50,322","40,276","62,742","67,077","74,639","50,317","61,719","86,196",
2017,울산광역시,중구,자  동  차,"67,589","64,708","68,105","64,640","49,385","58,398","73,887","73,905","69,756","49,149","53,490","64,061",
2017,울산광역시,중구,기타  운송,853,806,710,788,627,-,571,741,560,553,742,982,
2017,울산광역시,중구,가구및기타,"171,177","155,357","138,695","102,133","103,498","116,233","163,492","151,723","111,796","87,896","122,754","174,540",
2017,울산광역시,중구,수      도,"493,378","468,183","475,166","540,689","546,118","575,329","587,012","606,461","631,314","618,673","610,460","526,290",
2017,울산광역시,중구,사업자  용,"19,468","17,208","16,516","17,163","14,142","15,604","15,714","18,997","17,629","16,736","15,444","14,449",
2017,울산광역시,중구,가정용부문,"27,018,193","27,371,232","23,693,079","25,153,939","22,862,849","22,949,632","25,790,774","32,713,926","27,058,544","22,818,328","24,063,632","25,356,702",
2017,울산광역시,중구,기타공공용,"1,625,548","1,597,075","1,557,632","1,581,620","1,087,993","1,310,336","1,865,850","1,690,089","1,643,301","1,078,879","1,280,517","1,924,509",
2017,울산광역시,중구,관  공  용,"1,751,655","1,723,393","1,541,294","1,497,407","1,419,024","1,502,973","1,795,656","2,024,082","1,766,161","1,506,507","1,555,558","1,758,321",
2017,울산광역시,중구,순수써비스,"32,008,199","32,491,718","28,054,676","27,230,900","24,879,825","26,883,986","31,206,882","35,489,563","31,335,782","25,608,828","25,923,227","30,558,273",
2017,울산광역시,중구,합 계,"64,334,983","65,033,333","56,515,207","57,145,463","51,843,364","54,376,327","62,537,440","73,932,912","63,740,271","52,704,355","54,636,866","61,478,447",
2017,울산광역시,남구,농업. 임업,"52,297","60,382","49,930","46,428","38,701","43,579","40,630","53,449","53,566","39,473","49,517","62,622",
2017,울산광역시,남구,어      업,"13,446","11,276","8,869","11,071","13,090","17,284","20,667","23,488","21,196","16,334","14,197","11,301",
2017,울산광역시,남구,석탄. 원유,-,-,-,-,-,"103,073",-,-,-,-,-,-,
2017,울산광역시,남구,금속비금속,"121,066","125,513","135,779","108,401","115,390","245,291","116,135","112,253","107,159","100,614","75,446","104,413",
2017,울산광역시,남구,식료품제조,"12,017,186","11,077,305","12,125,428","11,891,154","12,096,789","12,081,673","11,688,897","12,778,340","12,126,396","11,084,027","12,115,366","11,053,785",
2017,울산광역시,남구,음료품제조,"67,269","46,332","48,540","91,130","112,095",-,"144,460","157,573","140,076","104,944","90,124","71,607",
2017,울산광역시,남구,섬      유,"78,274,923","71,847,684","78,945,675","75,813,076","78,767,074","74,735,729","81,068,031","83,500,418","77,763,947","78,209,016","73,629,478","77,180,773",
2017,울산광역시,남구,의복. 모피,"20,578","21,655","17,791","17,812","12,395","14,292","15,986","16,579","16,687","11,853","14,466","16,472",
2017,울산광역시,남구,가죽. 신발,"87,666","92,534","82,046","83,783","92,793","106,896","97,967","101,696","90,649","85,260","88,145","92,610",
2017,울산광역시,남구,목재. 나무,"291,884","282,288","304,345","298,130","275,534","290,170","323,064","315,553","322,570","292,573","328,935","365,979",
2017,울산광역시,남구,펄프. 종이,"1,241,525","1,181,017","1,151,190","1,074,670","1,090,020","1,048,734","970,296","1,039,395","1,027,873","899,365","1,061,235","1,073,493",
2017,울산광역시,남구,출판. 인쇄,"104,491","97,800","82,570","82,948","61,915","68,799","86,111","92,403","81,012","54,549","66,739","94,755",
2017,울산광역시,남구,석유  정제,"338,396,637","309,705,849","339,097,647","335,301,037","345,148,629","289,846,195","357,712,509","350,463,739","345,146,039","352,431,694","310,064,457","337,322,942",
2017,울산광역시,남구,화학  제품,"623,884,632","563,965,420","617,848,182","605,157,846","612,158,982","612,873,715","667,773,526","674,014,704","637,961,962","637,245,947","550,739,450","637,716,754",
2017,울산광역시,남구,고무. 플라,"15,417,029","14,824,564","16,584,909","15,674,463","17,064,656","16,219,085","18,326,555","17,961,600","17,452,691","13,836,052","13,941,897","15,942,105",
2017,울산광역시,남구,유      리,"8,730","8,771","8,217","7,442","5,598","5,826","6,097","6,447","5,636","4,850","5,473","7,310",
2017,울산광역시,남구,시  멘  트,"766,707","621,559","758,026","619,526","664,174","664,659","659,853","596,985","601,560","499,378","645,222","691,975",
2017,울산광역시,남구,1차   금속,"14,127,827","13,617,035","14,949,456","14,970,223","14,396,886","14,457,793","15,709,881","15,168,747","15,610,183","14,924,009","15,598,786","13,447,497",
2017,울산광역시,남구,조립  금속,"16,413,193","15,081,379","16,070,559","15,459,545","15,752,725","14,405,269","16,025,620","17,944,164","19,238,801","20,290,544","20,484,031","20,425,274",
2017,울산광역시,남구,기타  기계,"3,372,000","3,477,158","3,118,282","2,951,268","2,046,403","2,487,124","2,663,036","2,470,558","3,059,509","2,438,722","3,196,781","3,203,399",
2017,울산광역시,남구,사무  기기,"2,259","1,701","1,064","1,097",852,"1,135","1,616","2,156","1,611",871,951,"1,086",
2017,울산광역시,남구,전기  기기,"394,206","338,889","420,544","370,041","369,146","279,034","393,814","434,968","361,481","324,192","366,975","426,751",
2017,울산광역시,남구,영상. 음향,"413,803","350,057","355,316","353,327","347,430","521,356","527,167","545,294","506,808","450,375","658,239","572,685",
2017,울산광역시,남구,의료. 광학,"1,088,358","1,027,789","1,019,040","982,111","940,445","991,928","1,037,525","998,942","1,039,608","838,927","936,400","1,028,874",
2017,울산광역시,남구,자  동  차,"13,756,042","14,300,352","15,665,172","14,014,881","13,144,204","14,005,564","14,151,083","12,160,322","14,027,366","11,263,666","14,733,121","14,089,747",
