시군구별 계약종별별 전력사용량,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(단위 : kWh),
2018,서울특별시,용산구,가로등,"1,373,866","1,289,379","1,168,285","1,142,508","1,056,690","999,111","988,795","1,046,653","1,113,580","1,181,028","1,284,737","1,323,914",
2018,서울특별시,용산구,심 야,"752,256","769,648","597,074","563,971","910,243","1,860,326","3,043,758","3,735,279","2,104,980","1,136,322","744,033","702,887",
2018,서울특별시,용산구,합 계,"134,742,745","135,129,784","108,424,732","103,599,522","99,836,397","112,891,205","132,905,570","170,257,741","132,379,628","99,822,737","102,190,877","116,104,341",
2018,서울특별시,성동구,주택용,"39,866,777","41,070,120","34,262,457","34,964,392","32,581,865","34,550,479","38,627,844","60,293,052","44,048,594","31,919,117","34,045,602","35,984,565",
2018,서울특별시,성동구,일반용,"71,064,363","70,455,573","56,634,910","51,217,571","49,385,674","55,452,218","64,361,746","77,321,966","62,761,321","49,100,473","51,085,206","60,949,711",
2018,서울특별시,성동구,교육용,"8,418,017","7,739,898","6,564,628","5,652,238","5,475,169","6,342,170","7,313,893","7,563,217","6,391,879","5,122,426","5,767,890","7,573,006",
2018,서울특별시,성동구,산업용,"80,755,572","80,569,551","70,413,875","74,270,539","71,596,048","74,161,587","78,666,977","91,787,605","81,897,632","70,357,054","73,714,766","77,582,790",
2018,서울특별시,성동구,농사용,59,60,45,35,24,8,9,107,248,36,32,88,
2018,서울특별시,성동구,가로등,"1,173,784","1,090,293","1,024,273","958,556","908,018","818,106","846,390","848,239","898,119","973,533","1,025,976","1,112,125",
2018,서울특별시,성동구,심 야,"658,044","714,014","499,563","311,483","197,072","223,170","282,194","372,238","240,591","109,462","202,301","392,891",
2018,서울특별시,성동구,합 계,"201,936,616","201,639,509","169,399,751","167,374,814","160,143,870","171,547,738","190,099,053","238,186,424","196,238,384","157,582,101","165,841,773","183,595,176",
2018,서울특별시,동대문구,주택용,"45,470,285","46,155,712","38,977,850","39,704,117","36,986,520","39,265,420","43,943,341","68,229,265","48,874,082","37,491,276","38,509,969","41,133,788",
2018,서울특별시,동대문구,일반용,"65,559,755","66,995,904","51,207,291","47,253,602","43,911,676","50,145,470","57,585,928","72,178,415","59,669,204","43,949,818","45,033,284","53,197,833",
2018,서울특별시,동대문구,교육용,"9,743,653","9,276,325","7,382,525","6,408,078","5,957,115","6,694,712","7,725,860","8,665,416","7,403,637","5,867,815","6,660,457","8,722,323",
2018,서울특별시,동대문구,산업용,"16,523,450","16,634,546","13,746,099","13,896,749","13,154,340","13,907,067","15,555,873","18,438,041","16,693,896","12,768,398","13,414,820","14,424,672",
2018,서울특별시,동대문구,농사용,"5,060","4,873","2,521","2,228","1,879","2,700","4,711","6,668","5,167","3,186","3,568","6,130",
2018,서울특별시,동대문구,가로등,"1,092,167","992,770","950,960","861,781","789,038","729,467","727,938","747,577","835,110","923,338","986,438","1,074,145",
2018,서울특별시,동대문구,심 야,"973,788","980,953","741,071","472,922","502,405","679,954","856,452","841,568","457,087","255,591","351,209","560,984",
2018,서울특별시,동대문구,합 계,"139,368,158","141,041,083","113,008,317","108,599,477","101,302,973","111,424,790","126,400,103","169,106,950","133,938,183","101,259,422","104,959,745","119,119,875",
2018,서울특별시,성북구,주택용,"53,679,043","54,535,059","45,927,360","47,201,072","43,892,352","45,753,950","50,268,809","77,162,664","56,580,922","42,676,188","46,040,980","48,255,317",
2018,서울특별시,성북구,일반용,"54,960,959","56,642,932","43,857,261","40,701,881","37,861,363","42,581,410","48,102,333","59,897,317","50,043,304","37,266,473","38,093,004","44,590,937",
2018,서울특별시,성북구,교육용,"17,615,878","17,240,706","13,558,327","12,024,890","11,124,623","13,299,681","14,705,103","16,280,015","14,087,926","10,867,913","12,911,225","16,587,193",
2018,서울특별시,성북구,산업용,"9,129,428","9,325,738","8,352,971","8,273,093","8,052,382","8,616,898","9,305,417","10,293,277","9,032,420","7,394,505","7,877,226","8,296,003",
2018,서울특별시,성북구,농사용,"10,428","12,859","12,287","10,870","8,100","9,116","7,996","9,493","10,041","7,129","5,785","3,848",
2018,서울특별시,성북구,가로등,"1,435,055","1,320,199","1,241,164","1,154,253","1,068,363","976,023","982,359","1,038,492","1,094,181","1,181,373","1,248,023","1,342,854",
2018,서울특별시,성북구,심 야,"2,863,482","2,948,031","2,223,659","1,537,515","1,107,504","1,068,725","1,117,448","1,131,603","765,036","663,976","1,357,458","2,073,440",
2018,서울특별시,성북구,합 계,"139,694,273","142,025,524","115,173,029","110,903,574","103,114,687","112,305,803","124,489,465","165,812,861","131,613,830","100,057,557","107,533,701","121,149,592",
2018,서울특별시,도봉구,주택용,"39,027,454","39,637,906","33,352,290","34,380,266","32,031,940","33,149,305","36,744,006","55,860,230","39,293,266","31,755,479","34,540,031","35,842,143",
2018,서울특별시,도봉구,일반용,"35,820,917","36,564,953","28,016,235","25,657,391","23,859,916","27,081,409","30,965,111","38,869,591","31,928,570","23,695,987","24,615,748","29,160,782",
2018,서울특별시,도봉구,교육용,"4,168,694","4,453,489","3,131,998","2,552,044","1,821,332","2,015,582","2,473,676","2,560,577","2,539,372","1,733,915","2,242,837","3,519,029",
2018,서울특별시,도봉구,산업용,"5,846,451","6,025,846","4,984,779","5,299,029","5,001,997","5,206,266","5,515,933","6,221,018","5,862,062","4,780,077","5,231,959","5,257,059",
2018,서울특별시,도봉구,농사용,"40,916","42,249","31,267","29,057","24,640","23,640","22,069","26,838","25,726","20,777","23,019","27,369",
2018,서울특별시,도봉구,가로등,"684,390","631,212","564,518","536,705","491,829","467,149","457,049","482,782","515,512","557,236","612,657","626,657",
2018,서울특별시,도봉구,심 야,"783,315","810,001","621,265","428,383","284,932","272,992","335,762","324,238","181,962","181,610","347,151","528,725",
2018,서울특별시,도봉구,합 계,"86,372,137","88,165,656","70,702,352","68,882,875","63,516,586","68,216,343","76,513,606","104,345,274","80,346,470","62,725,081","67,613,402","74,961,764",
2018,서울특별시,은평구,주택용,"55,921,631","56,635,984","48,370,378","49,361,803","46,342,794","47,890,252","52,722,256","79,427,594","60,533,146","46,383,404","49,476,659","51,750,335",
2018,서울특별시,은평구,일반용,"53,484,616","55,336,575","42,191,686","39,064,469","36,129,891","40,146,671","45,729,334","58,025,074","48,462,751","36,209,201","37,113,757","43,419,128",
2018,서울특별시,은평구,교육용,"4,580,976","4,852,676","3,308,519","2,895,901","2,044,391","2,470,856","3,220,878","3,094,228","3,320,061","1,999,071","2,625,849","4,170,701",
2018,서울특별시,은평구,산업용,"15,508,110","15,535,115","14,006,919","14,623,475","14,080,421","14,787,686","16,188,593","20,117,295","17,327,815","14,965,354","15,412,205","15,330,672",
2018,서울특별시,은평구,농사용,"11,271","10,413","8,732","9,519","8,697","8,760","9,443","12,464","11,646","8,446","8,315","10,809",
2018,서울특별시,은평구,가로등,"925,544","809,203","768,513","720,510","662,134","611,319","607,938","636,153","679,950","766,480","820,350","879,798",
2018,서울특별시,은평구,심 야,"1,373,298","1,404,647","1,005,787","678,007","618,223","493,477","517,505","542,377","365,760","255,642","782,188","861,753",
2018,서울특별시,은평구,합 계,"131,805,446","134,584,613","109,660,534","107,353,684","99,886,551","106,409,021","118,995,947","161,855,185","130,701,129","100,587,598","106,239,323","116,423,196",
2018,서울특별시,서대문구,주택용,"38,696,848","38,353,400","33,345,901","33,437,319","31,538,845","32,873,620","38,382,317","55,488,884","39,708,641","32,287,740","33,471,248","35,776,594",
2018,서울특별시,서대문구,일반용,"56,386,558","55,815,403","44,805,683","41,565,723","40,984,231","46,372,520","54,202,916","64,748,379","52,170,299","40,336,752","41,084,661","47,941,997",
2018,서울특별시,서대문구,교육용,"18,951,120","16,867,001","15,140,582","13,238,909","13,487,207","14,876,627","17,135,707","18,003,566","14,827,989","12,586,021","13,934,361","17,640,877",
2018,서울특별시,서대문구,산업용,"3,123,916","3,126,284","2,741,678","2,759,685","2,649,052","2,761,505","2,906,920","3,194,544","2,934,905","2,590,156","2,609,370","2,750,721",
2018,서울특별시,서대문구,농사용,"1,595","1,317","1,150","1,081",630,651,983,"1,998","1,357","1,064","1,456","1,526",
2018,서울특별시,서대문구,가로등,"929,953","833,228","778,106","707,174","652,672","605,007","600,047","627,585","686,887","751,975","803,929","867,219",
2018,서울특별시,서대문구,심 야,"928,158","926,677","741,146","564,777","620,268","731,180","1,018,991","1,277,678","772,464","402,456","385,439","586,118",
2018,서울특별시,서대문구,합 계,"119,018,148","115,923,310","97,554,246","92,274,668","89,932,905","98,221,110","114,247,881","143,342,634","111,102,542","88,956,164","92,290,464","105,565,052",
2018,서울특별시,마포구,주택용,"51,277,095","52,003,981","42,934,847","44,000,566","41,382,752","44,795,978","52,067,133","78,828,102","53,502,359","41,342,036","43,950,813","47,330,052",
2018,서울특별시,마포구,일반용,"125,401,332","121,764,448","100,314,381","92,372,502","90,476,395","98,707,219","115,649,620","136,650,112","114,064,195","91,935,140","92,829,384","110,084,549",
2018,서울특별시,마포구,교육용,"7,015,453","6,544,572","5,234,411","4,428,927","4,118,584","4,656,943","5,315,446","5,468,202","5,103,606","3,930,152","4,659,808","6,557,441",
2018,서울특별시,마포구,산업용,"15,609,149","14,223,089","10,890,738","11,139,321","12,951,885","14,920,686","18,224,778","19,471,315","15,051,644","11,712,535","11,737,995","14,580,691",
2018,서울특별시,마포구,농사용,"10,266","9,672","8,958","9,641","9,920","9,437","9,870","12,726","10,759","8,744","10,466","8,277",
2018,서울특별시,마포구,가로등,"1,506,741","1,407,400","1,245,350","1,197,706","1,093,822","1,026,855","985,729","1,059,572","1,137,239","1,230,994","1,352,505","1,384,247",
2018,서울특별시,마포구,심 야,"1,549,216","1,338,535","1,105,050","563,616","947,567","1,356,292","2,194,602","2,742,899","1,218,796","606,162","692,649","938,467",
2018,서울특별시,마포구,합 계,"202,369,252","197,291,697","161,733,735","153,712,279","150,980,925","165,473,410","194,447,178","244,232,928","190,088,598","150,765,763","155,233,620","180,883,724",
2018,서울특별시,강서구,주택용,"70,423,923","71,434,565","60,981,599","62,686,945","58,799,932","61,500,096","69,127,420","104,584,479","76,886,818","59,473,419","60,665,649","64,675,424",
2018,서울특별시,강서구,일반용,"126,022,910","128,278,830","102,462,894","93,181,550","94,385,772","101,517,427","118,270,470","141,181,218","117,043,021","94,579,281","97,862,474","117,356,550",
2018,서울특별시,강서구,교육용,"5,164,677","5,578,837","3,701,672","3,360,504","2,398,819","2,732,103","3,451,564","3,397,394","3,754,499","2,188,260","2,908,362","4,596,659",
2018,서울특별시,강서구,산업용,"25,444,597","24,484,580","23,972,482","22,644,128","22,677,097","21,379,797","23,326,488","24,731,973","23,731,314","22,974,435","23,516,766","25,486,179",
2018,서울특별시,강서구,농사용,"374,900","358,365","421,687","401,776","444,261","490,034","570,556","607,345","560,600","454,875","560,511","397,618",
2018,서울특별시,강서구,가로등,"1,700,905","1,615,984","1,424,207","1,422,616","1,285,803","1,220,834","1,194,275","1,269,819","1,333,031","1,427,701","1,542,134","1,622,993",
2018,서울특별시,강서구,심 야,"964,182","983,650","698,903","621,192","852,225","1,005,877","1,837,172","2,064,894","1,417,207","1,169,561","1,109,131","1,390,592",
2018,서울특별시,강서구,합 계,"230,096,094","232,734,811","193,663,444","184,318,711","180,843,909","189,846,168","217,777,945","277,837,122","224,726,490","182,267,532","188,165,027","215,526,015",
2018,서울특별시,구로구,주택용,"52,235,666","52,689,884","44,907,927","45,368,684","42,837,861","44,399,486","50,863,802","75,809,735","53,717,080","42,467,490","43,836,888","47,543,317",
2018,서울특별시,구로구,일반용,"90,770,799","87,152,784","66,072,712","60,180,076","58,612,706","66,096,770","79,656,923","93,257,775","73,067,785","57,331,523","60,125,508","75,490,514",
2018,서울특별시,구로구,교육용,"4,024,732","4,396,472","3,172,426","2,546,262","1,944,083","2,283,427","2,790,815","2,728,839","2,800,903","1,899,297","2,562,500","3,928,180",
2018,서울특별시,구로구,산업용,"37,963,130","38,875,409","30,151,142","29,565,347","28,229,290","29,627,811","31,080,174","33,596,100","30,320,120","26,990,281","29,197,583","33,074,561",
2018,서울특별시,구로구,농사용,"21,907","25,478","16,043","13,610","13,294","14,353","14,092","20,734","21,389","16,176","16,333","17,480",
2018,서울특별시,구로구,가로등,"1,109,485","1,033,779","1,014,273","915,134","890,537","821,177","820,303","829,307","886,464","942,426","1,029,079","1,166,787",
2018,서울특별시,구로구,심 야,"892,995","965,062","710,837","547,641","928,911","1,781,678","2,540,508","2,721,294","1,331,566","357,421","409,941","582,332",
2018,서울특별시,구로구,합 계,"187,018,714","185,138,868","146,045,360","139,136,754","133,456,682","145,024,702","167,766,617","208,963,784","162,145,307","130,004,614","137,177,832","161,803,171",
2018,서울특별시,영등포구,주택용,"52,252,307","52,324,168","45,249,165","44,507,078","42,288,657","44,731,368","53,517,598","76,824,443","54,600,955","42,412,531","44,451,539","47,965,071",
2018,서울특별시,영등포구,일반용,"167,286,338","159,991,519","135,448,114","125,223,524","125,679,010","139,073,977","164,411,290","189,847,177","150,618,262","122,709,329","124,099,606","143,951,013",
2018,서울특별시,영등포구,교육용,"3,555,136","3,642,053","2,549,410","2,165,487","1,594,834","1,691,397","2,173,841","2,353,729","2,293,211","1,502,510","1,737,285","2,702,840",
2018,서울특별시,영등포구,산업용,"22,658,012","22,413,180","19,965,550","19,330,451","18,688,591","19,090,055","20,895,458","22,816,209","20,252,412","17,950,594","18,041,026","19,281,873",
2018,서울특별시,영등포구,농사용,"8,462","9,118","6,538","4,418","3,384","2,734","2,946","3,236","2,795","2,717","3,251","3,178",
2018,서울특별시,영등포구,가로등,"1,860,610","1,760,398","1,627,739","1,508,598","1,204,794","1,303,230","1,279,602","1,333,544","1,454,009","1,579,213","1,685,832","1,813,959",
2018,서울특별시,영등포구,심 야,"1,558,147","1,536,214","1,681,298","2,181,595","4,365,788","7,220,820","10,179,740","11,786,272","7,310,595","2,696,082","1,530,530","1,321,605",
2018,서울특별시,영등포구,합 계,"249,179,012","241,676,650","206,527,814","194,921,151","193,825,058","213,113,581","252,460,475","304,964,610","236,532,239","188,852,976","191,549,069","217,039,539",
2018,서울특별시,동작구,주택용,"45,987,833","46,725,695","39,239,835","40,485,627","37,967,968","39,978,793","45,252,792","68,616,762","48,778,026","38,002,850","40,160,713","42,203,871",
2018,서울특별시,동작구,일반용,"58,295,685","58,774,171","46,435,813","44,120,800","42,644,534","48,528,322","55,550,710","67,764,149","55,971,433","43,187,504","43,225,908","49,567,653",
2018,서울특별시,동작구,교육용,"9,156,670","8,945,922","6,873,397","5,734,112","5,080,226","5,971,224","6,737,919","7,404,240","6,632,005","4,850,888","5,831,673","8,535,563",
2018,서울특별시,동작구,산업용,"4,647,532","4,510,051","4,349,214","4,388,381","4,400,135","4,564,597","5,012,409","5,333,015","4,825,017","4,412,842","4,388,029","4,408,565",
2018,서울특별시,동작구,농사용,"5,728","6,023","4,573","3,190","2,316","2,086","2,587","2,964","2,374","1,970","2,800","2,608",
2018,서울특별시,동작구,가로등,"980,299","898,633","831,437","766,184","702,558","651,516","645,791","683,574","742,899","814,822","868,271","924,387",
2018,서울특별시,동작구,심 야,"1,117,582","1,147,512","779,174","513,625","528,121","682,360","989,852","1,318,406","709,329","432,332","549,638","842,391",
2018,서울특별시,동작구,합 계,"120,191,329","121,008,007","98,513,443","96,011,919","91,325,858","100,378,898","114,192,060","151,123,110","117,661,083","91,703,208","95,027,032","106,485,038",
2018,서울특별시,관악구,주택용,"58,191,256","59,549,355","49,845,459","51,435,436","48,098,419","50,611,378","57,024,318","85,806,339","63,139,080","48,171,987","51,056,081","53,150,130",
2018,서울특별시,관악구,일반용,"74,641,303","76,652,117","60,261,077","58,111,718","55,416,122","61,823,546","69,733,100","87,490,802","73,271,548","55,737,016","56,540,865","63,494,092",
2018,서울특별시,관악구,교육용,"22,915,988","24,771,212","17,925,545","15,826,490","13,323,106","14,705,324","16,114,471","19,740,324","18,167,280","13,378,601","14,980,821","18,742,010",
2018,서울특별시,관악구,산업용,"3,987,443","4,222,439","3,415,030","3,407,705","3,136,024","3,221,029","3,495,631","4,085,806","3,802,179","3,072,178","3,200,725","3,296,541",
2018,서울특별시,관악구,농사용,"26,811","28,885","15,576","11,547","7,314","6,033","5,950","8,927","7,448","6,021","8,660","11,886",
2018,서울특별시,관악구,가로등,"1,145,140","1,079,445","1,036,469","991,920","963,768","930,849","921,543","950,767","979,161","1,014,176","1,066,955","1,102,895",
2018,서울특별시,관악구,심 야,"1,452,032","1,520,292","1,129,454","854,841","602,039","495,895","437,454","448,287","435,178","440,920","702,318","1,009,966",
2018,서울특별시,관악구,합 계,"162,359,973","167,823,745","133,628,610","130,639,657","121,546,792","131,794,054","147,732,467","198,531,252","159,801,874","121,820,899","127,556,425","140,807,520",
2018,서울특별시,강남구,주택용,"76,790,612","75,347,860","66,811,943","66,989,530","64,050,244","68,754,628","86,606,572","121,368,843","81,333,973","65,326,330","67,456,161","71,565,866",
2018,서울특별시,강남구,일반용,"334,894,212","337,504,938","261,587,989","238,032,697","228,747,089","259,952,214","305,201,300","366,427,812","293,295,808","222,782,976","233,181,874","281,582,009",
2018,서울특별시,강남구,교육용,"5,651,189","6,341,748","4,318,072","3,643,621","2,720,738","3,323,136","4,152,186","4,001,906","4,342,372","2,532,260","3,566,248","5,539,014",
2018,서울특별시,강남구,산업용,"28,325,380","27,695,825","24,590,257","21,800,191","19,244,364","17,275,897","20,104,916","21,424,971","19,805,062","18,417,150","22,079,372","28,160,597",
2018,서울특별시,강남구,농사용,"167,208","159,141","128,266","89,675","60,597","59,798","60,596","79,688","72,068","56,804","64,417","103,256",
2018,서울특별시,강남구,가로등,"2,454,583","2,294,218","2,031,206","1,974,039","1,782,895","1,684,482","1,648,416","1,772,776","1,890,893","2,038,346","2,216,862","2,321,378",
2018,서울특별시,강남구,심 야,"1,894,086","1,886,359","1,773,019","2,045,416","3,607,310","6,311,088","9,459,508","10,509,122","6,071,596","2,108,519","1,509,314","1,514,701",
2018,서울특별시,강남구,합 계,"450,177,270","451,230,089","361,240,752","334,575,169","320,213,237","357,361,243","427,233,494","525,585,118","406,811,772","313,262,385","330,074,248","390,786,821",
2018,서울특별시,강동구,주택용,"49,434,736","49,904,214","41,835,299","42,608,294","40,085,321","42,277,166","49,140,177","73,938,729","49,796,041","39,803,453","41,541,114","44,316,096",
2018,서울특별시,강동구,일반용,"72,622,583","73,747,206","57,020,216","52,329,437","50,053,437","57,531,183","66,663,090","81,546,501","65,611,403","49,939,717","52,434,722","62,795,602",
2018,서울특별시,강동구,교육용,"4,139,372","4,344,431","2,924,219","2,356,394","1,693,147","2,031,045","2,636,024","2,521,781","2,640,251","1,589,035","2,231,267","3,642,282",
2018,서울특별시,강동구,산업용,"15,340,328","14,452,654","14,511,844","14,028,907","14,175,645","14,328,759","15,931,591","16,353,169","14,323,483","14,110,631","13,888,539","14,536,565",
2018,서울특별시,강동구,농사용,"176,118","196,388","154,856","124,617","99,347","91,966","96,485","121,887","111,652","88,706","101,543","124,142",
2018,서울특별시,강동구,가로등,"1,162,194","1,077,978","942,880","899,238","786,020","715,199","693,384","743,785","782,137","842,578","928,049","973,661",
2018,서울특별시,강동구,심 야,"802,819","812,694","572,987","460,492","427,845","579,209","897,522","926,231","372,181","208,390","345,492","538,493",
2018,서울특별시,강동구,합 계,"143,678,150","144,535,565","117,962,301","112,807,379","107,320,762","117,554,527","136,058,273","176,152,083","133,637,148","106,582,510","111,470,726","126,926,841",
2018,서울특별시,송파구,주택용,"78,765,269","79,636,227","67,860,978","70,087,906","65,503,263","69,326,232","79,139,191","120,453,622","88,660,293","67,297,913","71,260,902","74,996,163",
2018,서울특별시,송파구,일반용,"147,047,757","144,116,874","117,831,781","110,076,556","110,864,832","125,143,583","146,064,779","170,839,732","143,947,729","101,889,172","109,012,702","141,820,032",
2018,서울특별시,송파구,교육용,"7,263,814","7,264,651","5,301,749","4,497,996","3,256,208","3,669,479","4,653,049","4,941,066","4,878,981","3,285,529","3,839,017","5,823,127",
2018,서울특별시,송파구,산업용,"17,093,849","16,510,937","15,653,636","16,158,104","15,944,843","16,472,794","18,051,155","20,141,186","17,944,858","17,149,310","16,989,336","17,404,171",
2018,서울특별시,송파구,농사용,"289,893","281,324","226,528","230,370","234,267","227,890","248,427","257,585","225,369","187,751","178,062","209,623",
2018,서울특별시,송파구,가로등,"1,972,494","1,857,797","1,613,255","1,587,552","1,409,796","1,325,467","1,285,876","1,395,256","1,516,094","1,613,691","1,780,744","1,851,001",
2018,서울특별시,송파구,심 야,"1,252,567","1,150,083","1,007,051","1,426,260","2,596,210","3,978,737","5,611,664","7,040,326","4,422,994","2,070,688","1,231,814","745,641",
2018,서울특별시,송파구,합 계,"253,685,643","250,817,893","209,494,978","204,064,744","199,809,419","220,144,182","255,054,141","325,068,773","261,596,318","193,494,054","204,292,577","242,849,758",
2018,서울특별시,중랑구,주택용,"46,810,198","47,492,540","40,033,494","40,796,772","38,245,323","39,844,635","44,708,029","69,474,714","48,207,419","38,473,046","39,780,207","42,518,644",
2018,서울특별시,중랑구,일반용,"46,840,216","47,869,375","36,891,007","34,528,746","32,371,114","36,467,246","41,343,224","51,934,985","42,894,752","32,183,451","33,162,825","38,930,524",
2018,서울특별시,중랑구,교육용,"3,646,422","3,936,850","2,696,313","2,242,952","1,557,622","1,810,103","2,178,275","2,188,868","2,383,821","1,399,364","1,974,126","3,195,175",
2018,서울특별시,중랑구,산업용,"7,717,252","8,246,028","6,345,030","6,007,384","5,237,293","5,479,743","6,204,578","7,780,881","7,154,689","5,470,513","5,857,409","6,357,972",
2018,서울특별시,중랑구,농사용,"32,926","38,117","30,056","26,358","24,326","27,374","25,735","32,206","32,639","24,094","22,648","24,042",
2018,서울특별시,중랑구,가로등,"1,110,836","1,026,824","980,458","889,524","838,055","776,180","774,553","797,945","849,909","944,209","993,989","1,093,486",
2018,서울특별시,중랑구,심 야,"695,795","713,979","539,798","397,026","304,556","401,369","524,346","480,892","443,488","178,711","305,232","462,090",
2018,서울특별시,중랑구,합 계,"106,853,645","109,323,713","87,516,156","84,888,762","78,578,289","84,806,650","95,758,740","132,690,491","101,966,717","78,673,388","82,096,436","92,581,933",
2018,서울특별시,노원구,주택용,"60,830,230","61,587,211","52,266,189","53,978,871","50,160,786","52,133,344","58,408,481","86,034,932","62,180,563","49,668,477","53,820,080","55,857,597",
2018,서울특별시,노원구,일반용,"61,600,783","61,898,586","48,212,625","44,374,013","42,812,545","48,594,116","55,300,016","67,417,489","55,728,486","42,831,054","43,326,283","51,197,296",
2018,서울특별시,노원구,교육용,"14,196,557","13,703,715","10,509,832","8,882,709","7,303,017","8,380,748","9,245,393","10,387,595","9,566,700","7,157,336","8,811,183","12,272,591",
2018,서울특별시,노원구,산업용,"6,804,173","6,632,840","6,018,468","5,847,169","5,403,597","6,128,025","6,653,351","7,296,030","6,809,242","5,997,981","5,746,427","6,411,193",
2018,서울특별시,노원구,농사용,"33,903","35,527","27,657","29,143","25,081","24,437","24,009","28,885","28,415","26,571","27,717","27,761",
2018,서울특별시,노원구,가로등,"1,439,247","1,358,460","1,269,409","1,209,608","1,134,610","1,064,603","1,037,433","1,065,405","1,109,052","1,177,569","1,237,403","1,303,733",
2018,서울특별시,노원구,심 야,"1,182,018","1,191,385","896,980","551,593","408,978","455,932","607,718","706,647","344,835","239,018","476,363","763,161",
2018,서울특별시,노원구,합 계,"146,086,911","146,407,724","119,201,160","114,873,106","107,248,614","116,781,205","131,276,401","172,936,983","135,767,293","107,098,006","113,445,456","127,833,332",
2018,서울특별시,서초구,주택용,"60,655,810","60,381,816","52,262,991","52,809,590","50,161,591","53,768,676","64,936,149","94,860,863","63,109,155","50,421,758","52,575,100","55,490,187",
2018,서울특별시,서초구,일반용,"202,178,837","205,465,295","159,784,428","149,225,736","142,420,915","160,403,570","185,987,510","224,353,855","184,840,773","141,906,797","145,987,755","170,066,196",
2018,서울특별시,서초구,교육용,"5,841,129","6,474,857","4,571,062","3,775,882","2,977,001","3,736,516","4,191,372","4,675,376","4,785,941","2,968,602","3,611,359","5,247,372",
