시군구별 용도업종별 전력사용량,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(단위 : kWh),
2022,서울특별시,성동구,관  공  용,"2,067,019","2,544,403","1,733,954","1,444,912","-1,458,951","1,364,986","1,784,820","2,107,640","1,913,537","1,450,304","1,408,694","1,712,309",
2022,서울특별시,성동구,순수써비스,"92,521,780","86,715,855","78,138,785","71,114,683","70,250,707","77,089,598","89,919,648","94,800,751","83,730,451","73,464,698","70,740,948","85,084,428",
2022,서울특별시,성동구,합 계,"206,805,972","197,703,858","176,603,681","168,066,382","159,556,376","174,827,870","206,122,492","225,764,973","197,419,781","168,767,617","165,644,186","187,766,380",
2022,서울특별시,동대문구,농업. 임업,"27,215","22,336","16,459","16,110","14,529","16,502","17,489","19,876","16,644","14,036","14,575","22,186",
2022,서울특별시,동대문구,어      업,"8,234","8,507","6,873","6,092","4,370","3,633","2,491","2,213","2,265","2,449","4,528","5,802",
2022,서울특별시,동대문구,금속비금속,"7,683","7,054","5,202","3,174","2,348","2,488","3,807","4,246","3,207","2,664","3,097","4,951",
2022,서울특별시,동대문구,식료품제조,"614,262","599,823","494,650","520,191","520,136","571,582","599,915","625,618","626,403","531,849","525,505","553,497",
2022,서울특별시,동대문구,음료품제조,"3,347","3,866","5,520","5,189","5,428","5,678","7,909","7,107","6,080","7,044","4,563","3,883",
2022,서울특별시,동대문구,섬      유,"1,580,000","1,556,497","1,392,913","1,244,058","1,122,096","1,227,762","1,415,556","1,541,347","1,364,265","1,150,004","1,130,843","1,260,803",
2022,서울특별시,동대문구,의복. 모피,"2,989,190","3,024,085","2,791,438","2,574,990","2,363,305","2,535,477","2,910,255","3,179,075","2,875,043","2,477,417","2,364,733","2,513,801",
2022,서울특별시,동대문구,가죽. 신발,"84,016","77,646","63,978","44,786","34,581","40,227","58,911","66,583","55,240","40,646","37,716","52,159",
2022,서울특별시,동대문구,목재. 나무,"11,490","13,666","11,182","8,193","7,255","6,527","7,821","11,037","9,752","6,861","7,306","9,553",
2022,서울특별시,동대문구,펄프. 종이,"104,230","99,760","89,267","82,949","71,197","67,696","83,117","86,779","72,122","67,147","70,433","81,771",
2022,서울특별시,동대문구,출판. 인쇄,"209,325","196,870","173,680","154,358","131,130","136,806","167,981","185,291","169,316","131,202","135,265","160,178",
2022,서울특별시,동대문구,석유  정제,"50,775","41,862","31,181","20,011","17,092","17,554","19,973","14,611","32,065","41,160","41,510","45,873",
2022,서울특별시,동대문구,화학  제품,"52,613","48,459","43,213","40,360","37,267","41,518","46,205","46,315","38,477","31,299","35,644","41,999",
2022,서울특별시,동대문구,고무. 플라,"107,755","104,664","88,481","81,242","71,967","82,333","95,346","101,222","87,282","72,722","73,849","71,307",
2022,서울특별시,동대문구,유      리,"6,507","6,858","5,701","4,796","3,230","2,859","3,693","4,082","3,482","2,771","3,309","5,972",
2022,서울특별시,동대문구,시  멘  트,"16,830","16,178","11,010","8,917","10,567","10,883","12,726","15,238","9,513","9,285","11,239","13,427",
2022,서울특별시,동대문구,1차   금속,"92,791","89,553","76,475","70,161","58,955","61,989","65,396","63,278","58,166","37,501","39,778","52,655",
2022,서울특별시,동대문구,조립  금속,"160,623","147,674","112,970","92,824","67,841","69,957","86,895","89,261","76,763","65,080","78,623","123,674",
2022,서울특별시,동대문구,기타  기계,"110,244","103,603","90,923","78,767","70,705","76,696","83,408","96,431","83,762","67,960","78,470","86,551",
2022,서울특별시,동대문구,사무  기기,"10,339","10,699","9,502","7,077","5,427","5,802","9,211","7,859","8,780","5,601","6,540","9,122",
2022,서울특별시,동대문구,전기  기기,"83,733","83,536","73,368","68,497","53,191","56,934","77,357","82,995","67,601","53,567","59,058","70,880",
2022,서울특별시,동대문구,영상. 음향,"26,273","23,766","16,566","9,238","5,245","7,007","10,633","7,038","5,784","4,674","5,429","11,041",
2022,서울특별시,동대문구,의료. 광학,"217,943","203,816","173,375","153,616","129,884","142,557","176,845","193,989","168,882","133,627","138,874","157,312",
2022,서울특별시,동대문구,자  동  차,"42,478","36,158","25,593","19,729","15,516","15,559","20,270","22,071","18,455","17,050","19,172","29,425",
2022,서울특별시,동대문구,기타  운송,"640,064","648,674","569,851","610,006","567,741","580,002","582,452","593,481","589,041","556,037","451,099","346,245",
2022,서울특별시,동대문구,가구및기타,"200,645","200,968","167,203","144,996","128,702","150,176","176,626","199,481","168,741","138,769","135,506","162,519",
2022,서울특별시,동대문구,수      도,"802,747","788,449","730,619","790,699","771,291","794,292","794,457","818,481","806,375","779,974","786,821","747,606",
2022,서울특별시,동대문구,사업자  용,"219,190","198,402","171,410","189,458","177,984","189,938","222,715","246,898","235,543","212,146","210,675","208,056",
2022,서울특별시,동대문구,전      철,"4,835,608","4,806,348","4,082,796","4,309,658","4,237,893","4,643,472","6,026,286","6,565,657","5,720,903","4,452,684","4,405,876","4,424,882",
2022,서울특별시,동대문구,가정용부문,"46,043,750","45,740,032","40,538,146","41,057,210","38,006,637","39,432,290","50,040,209","60,425,352","49,828,555","40,318,865","39,598,211","41,872,253",
2022,서울특별시,동대문구,국  군  용,"1,467",473,"1,472","1,499",355,582,423,319,379,349,360,769,
2022,서울특별시,동대문구,기타공공용,"10,124,658","9,251,695","7,999,774","6,684,478","5,688,426","6,624,815","7,856,682","7,771,448","7,276,836","6,355,831","6,719,491","9,762,918",
2022,서울특별시,동대문구,관  공  용,"4,665,954","4,423,585","3,811,986","3,055,531","2,733,235","2,921,044","3,504,459","3,649,661","3,161,264","2,900,899","3,007,935","4,470,515",
2022,서울특별시,동대문구,순수써비스,"63,540,796","61,696,376","52,389,831","46,566,514","43,572,425","49,255,906","59,212,822","65,168,691","56,575,587","46,611,129","44,661,341","54,122,413",
2022,서울특별시,동대문구,합 계,"137,692,775","134,281,938","116,272,608","108,725,374","100,707,951","109,798,543","134,400,341","151,913,031","130,222,573","107,300,299","104,867,374","121,505,998",
2022,서울특별시,성북구,농업. 임업,"16,181","15,611","10,903","10,038","9,876","12,161","14,436","15,680","13,992","11,513","10,528","13,407",
2022,서울특별시,성북구,어      업,"3,376","3,202","2,598","2,538","2,350","2,795","3,464","4,490","3,547","2,928","2,053","2,461",
2022,서울특별시,성북구,식료품제조,"427,225","430,462","370,571","399,812","407,051","437,081","467,516","498,255","467,099","378,997","382,138","373,011",
2022,서울특별시,성북구,섬      유,"1,092,658","1,056,346","942,436","878,631","810,783","821,237","945,919","952,249","836,731","748,158","769,473","905,090",
2022,서울특별시,성북구,의복. 모피,"1,798,577","1,822,584","1,676,907","1,599,367","1,481,723","1,549,964","1,758,054","1,803,933","1,583,880","1,382,944","1,361,596","1,493,143",
2022,서울특별시,성북구,가죽. 신발,"93,057","89,514","80,856","64,614","56,754","54,343","53,524","65,168","63,253","56,761","53,919","65,862",
2022,서울특별시,성북구,목재. 나무,"23,415","23,790","16,969","11,386","7,159","8,980","16,361","15,450","15,102","13,021","8,753","15,798",
2022,서울특별시,성북구,펄프. 종이,"34,441","30,609","24,911","21,731","19,007","20,257","23,284","23,745","21,865","17,693","17,072","25,700",
2022,서울특별시,성북구,출판. 인쇄,"105,510","108,485","100,985","99,969","94,582","92,260","92,683","87,994","91,643","88,000","92,382","87,696",
2022,서울특별시,성북구,화학  제품,"59,207","54,134","50,931","56,790","55,952","56,356","62,079","61,888","57,690","56,198","57,665","58,631",
2022,서울특별시,성북구,고무. 플라,"233,260","233,248","231,445","227,488","212,696","219,830","235,395","247,855","206,435","191,611","181,831","204,122",
2022,서울특별시,성북구,유      리,"8,781","7,647","5,846","5,353","3,913","5,167","7,379","6,960","6,179","5,443","6,144","9,284",
2022,서울특별시,성북구,시  멘  트,"5,008","5,126","5,604","4,351","3,970","4,234","4,859","7,380","5,049","3,735","4,037","4,883",
2022,서울특별시,성북구,1차   금속,"29,515","26,237","22,315","20,541","15,545","14,848","16,270","16,284","16,307","16,536","20,213","25,667",
2022,서울특별시,성북구,조립  금속,"12,367","12,920","11,377","9,315","9,196","8,792","9,825","9,707","9,234","7,703","8,575","11,783",
2022,서울특별시,성북구,기타  기계,"169,202","165,237","146,217","149,391","137,965","152,106","161,496","168,816","158,998","141,366","140,748","148,782",
2022,서울특별시,성북구,전기  기기,"4,078","3,759","2,942","1,317",656,686,"1,219","1,534","1,286",699,806,"1,565",
2022,서울특별시,성북구,영상. 음향,"6,208","5,614","4,286","3,265","2,587","3,337","6,114","5,724","3,605","2,769","3,469","5,187",
