,연도,시도,시군구,계약종별,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
8844,2023,경상북도,안동시,주택용,22327061,21596761,17975516,18321367,17435377,17791221,19852294,25510164,22182328,18135020,18628496,20078320
8845,2023,경상북도,안동시,일반용,43568838,40719178,31624520,29349724,27852184,29502987,32531147,37506521,34952334,28491928,30018674,35922656
8846,2023,경상북도,안동시,교육용,5900063,4791264,3870837,3374358,2710612,2788071,3107003,3091896,3610334,2662238,3276615,5114083
8847,2023,경상북도,안동시,산업용,25498361,24860239,24393141,22775962,22923174,23731235,25642890,24960281,25680660,23231595,25118156,26910979
8848,2023,경상북도,안동시,농사용,14793113,13939149,11710791,10312512,10368058,12863639,12085653,15863627,17411813,11293542,13080287,12437934
8849,2023,경상북도,안동시,가로등,1347152,1317543,1253593,1309205,1243631,1214993,1112044,1182689,1208997,1240219,1302930,1306905
8850,2023,경상북도,안동시,심 야,11666553,11026115,7691490,5442918,3865011,2500890,2160107,2179295,1956435,2169741,4466432,7891713
8851,2023,경상북도,안동시,합 계,125101141,118250249,98519888,90886046,86398047,90393036,96491138,110294473,107002901,87224283,95891590,109662590
8852,2023,경상북도,구미시,주택용,54877236,53858301,45613871,46606286,44476618,47026692,55373118,72153309,64591114,48117585,47133256,50083547
8853,2023,경상북도,구미시,일반용,79187666,74642356,58855980,55219016,53186654,59800898,67645217,77038414,72467405,56056087,56034677,65121877
8854,2023,경상북도,구미시,교육용,8775735,6739987,5932037,5052222,4385022,5076725,6091569,5125081,6511120,4330533,5894100,8267105
8855,2023,경상북도,구미시,산업용,623465035,563765251,638920790,609570957,536128657,662501526,626184819,676088617,728073545,609597029,607348735,613491077
8856,2023,경상북도,구미시,농사용,10428258,10476445,8378473,7362924,7822250,11314736,8954978,11870076,11782810,7903991,8439023,7748632
8857,2023,경상북도,구미시,가로등,2260983,2128792,1898295,1808936,1593831,1548397,1495227,1596793,1695276,1794560,1949108,2025799
8858,2023,경상북도,구미시,심 야,8663274,8457505,5705224,3809046,2722991,1715551,1466827,1378618,1282729,1417070,2988883,5699894
8859,2023,경상북도,구미시,합 계,787658187,720068637,765304670,729429387,650316023,788984525,767211755,845250908,886403999,729216855,729787782,752437931
8860,2023,경상북도,영주시,주택용,14273215,13494216,11431674,11507057,11026197,11015171,12586029,15400896,13042873,11170312,11659875,12714885
8861,2023,경상북도,영주시,일반용,24006040,22144972,17027852,15822245,14820361,15838041,17340862,19947234,18687495,15342440,16548265,20172586
8862,2023,경상북도,영주시,교육용,3108765,2215302,2088838,1804125,1428408,1335762,1501521,1418987,1710367,1387943,1800687,2596942
8863,2023,경상북도,영주시,산업용,104586234,90153277,90560794,91422142,96970471,90869528,91900984,95803301,90317068,90074130,86482034,98856222
8864,2023,경상북도,영주시,농사용,10948268,10445974,8682648,8439991,8413741,9727945,10228548,12933561,13029960,9326026,10862699,9992942
8865,2023,경상북도,영주시,가로등,1003181,928569,894188,851533,782282,787806,781171,789562,829512,942797,1002895,1066674
8866,2023,경상북도,영주시,심 야,8879325,8530251,6175980,4320389,2969851,1612386,1103661,988486,934732,1767161,3973783,6299076
8867,2023,경상북도,영주시,합 계,166805028,147912561,136861974,134167482,136411311,131186639,135442776,147282027,138552007,130010809,132330238,151699327
8868,2023,경상북도,영천시,주택용,13116705,12985876,10587160,10860151,10272206,10481538,11433580,14895394,13085557,10618564,10774181,11437823
8869,2023,경상북도,영천시,일반용,21912399,21087248,16424844,15552403,14776771,16001599,17520138,20296236,18919821,15403685,16030627,18512691
8870,2023,경상북도,영천시,교육용,2697174,2239498,1868250,1591710,1313393,1488603,1706449,1942250,2028190,1341924,1650092,2339483
8871,2023,경상북도,영천시,산업용,87358633,84876409,82697880,81615756,76860085,78924117,77869695,74222380,78695362,72029124,83297020,83328618
8872,2023,경상북도,영천시,농사용,16645506,16017718,13706039,13768842,13243703,15255135,18888720,21455827,19950782,15343684,15357557,15024312
8873,2023,경상북도,영천시,가로등,1275655,1214530,1153824,1157440,1072453,1040507,1003736,1082955,1125664,1199189,1265820,1308701
8874,2023,경상북도,영천시,심 야,6628452,6440818,4348721,3169266,2215282,1327812,909235,784898,725607,1183616,2531285,4476436
8875,2023,경상북도,영천시,합 계,149634524,144862097,130786718,127715568,119753893,124519311,129331553,134679940,134530983,117119786,130906582,136428064
8876,2023,경상북도,상주시,주택용,12999187,12697427,10306554,10581875,9974025,9957982,10819565,14041599,12528617,10199865,10458718,11393978
8877,2023,경상북도,상주시,일반용,20624910,19407519,14874565,13803342,12874501,13648111,15199466,17513960,15932921,13129788,14136529,17163731
8878,2023,경상북도,상주시,교육용,3387847,2765281,2250206,1979080,1708619,1801078,2102734,2075321,2223486,1750052,1847464,2840451
8879,2023,경상북도,상주시,산업용,13575104,13155057,13114035,12772062,12587322,13377857,14426612,14368079,13267554,12550337,13565405,14086487
8880,2023,경상북도,상주시,농사용,24216344,21676370,16633682,15385366,16394284,17908242,16685002,23515754,22090206,15909662,26944341,19351311
8881,2023,경상북도,상주시,가로등,1686060,1619660,1603873,1610678,1539204,1485072,1422228,1510307,1508039,1569466,1626742,1645697
8882,2023,경상북도,상주시,심 야,10265990,9933422,6649839,4878230,3380600,1828798,1236794,1064994,1011849,1958019,4130362,7121431
8883,2023,경상북도,상주시,합 계,86755442,81254736,65432754,61010633,58458555,60007140,61892401,74090014,68562672,57067189,72709561,73603086
8884,2023,경상북도,문경시,주택용,9406404,9209455,7460826,7492121,7112984,7029392,7632857,9967596,8924431,7264979,7446770,8080211
8885,2023,경상북도,문경시,일반용,18815281,17562319,13664241,12292348,11575612,12034234,13271558,15430566,14250879,11919832,12690971,15292839
8886,2023,경상북도,문경시,교육용,1888500,1464769,1127206,1020598,810282,875595,1041108,1028357,1136537,791005,1018557,1533337
8887,2023,경상북도,문경시,산업용,19098302,17976315,17416602,16074676,16725995,16558673,16798341,16509188,16976953,16256520,17956068,18439338
8888,2023,경상북도,문경시,농사용,7713836,7544106,5739836,5574544,5611400,6790740,7540811,9537096,9559320,6982670,7228967,6449368
8889,2023,경상북도,문경시,가로등,1259785,1155143,1169297,1108866,1074425,1012862,998011,1012041,1042049,1133405,1159029,1214171
8890,2023,경상북도,문경시,심 야,7669199,7401394,5123692,3756393,2744925,1593997,1116043,1031021,886006,1356424,2902171,5011355
8891,2023,경상북도,문경시,합 계,65851307,62313501,51701700,47319546,45655623,45895493,48398729,54515865,52776175,45704835,50402533,56020619
8892,2023,경상북도,경산시,주택용,38070952,37807718,31902150,33014970,31286503,32977072,37169258,49135955,45545442,34090062,32980611,34695112
8893,2023,경상북도,경산시,일반용,51269627,48659273,39443768,37813177,36548686,40763110,45699783,52101859,49254312,38828586,37773876,42992910
8894,2023,경상북도,경산시,교육용,11610727,9555283,9226313,7585471,7288525,8052015,8331857,8284559,9311492,7207160,9404747,11832555
8895,2023,경상북도,경산시,산업용,140704903,136780789,133812566,130582128,128172226,132603574,134536410,129964489,130464658,117959231,132329812,134261254
8896,2023,경상북도,경산시,농사용,7724055,7820175,6185093,5612657,5353988,6203466,7113920,9079463,8307307,6532280,5698415,6072730
8897,2023,경상북도,경산시,가로등,2117342,1945357,1806295,1750521,1589448,1496778,1484314,1601668,1705607,1861102,1997025,2093916
8898,2023,경상북도,경산시,심 야,9524855,9098678,6460578,4359992,2838535,1749688,1221103,1064245,1001318,1454628,3398845,6566132
8899,2023,경상북도,경산시,합 계,261022461,251667273,228836763,220718916,213077911,223845703,235556645,251232238,245590136,207933049,223583331,238514609
8900,2023,경상북도,군위군,주택용,2762104,2682772,2154455,2180751,2047290,2026580,0,0,0,0,0,0
8901,2023,경상북도,군위군,일반용,6721057,6391308,5184222,4890385,4722075,4638826,0,0,0,0,0,0
8902,2023,경상북도,군위군,교육용,460769,364222,260583,246390,192456,180398,0,0,0,0,0,0
8903,2023,경상북도,군위군,산업용,12459257,12285735,12159911,12110021,11266495,11387108,0,0,0,0,0,0
8904,2023,경상북도,군위군,농사용,7156916,6883078,5400981,4965543,4645306,5682402,0,0,0,0,0,0
8905,2023,경상북도,군위군,가로등,538141,470655,371961,332186,311189,310621,0,0,0,0,0,0
8906,2023,경상북도,군위군,심 야,2392974,2311246,1591115,1158926,806011,458886,0,0,0,0,0,0
8907,2023,경상북도,군위군,합 계,32491218,31389016,27123228,25884202,23990822,24684821,0,0,0,0,0,0
8908,2023,경상북도,의성군,주택용,6524923,6380021,5136672,5238257,4861636,4874459,5154757,6487820,5932959,4925209,5111297,5638793
8909,2023,경상북도,의성군,일반용,9926600,9544489,7358469,6614892,6008902,6226444,6772495,7866528,7431272,6133092,6601386,8146050
8910,2023,경상북도,의성군,교육용,1079010,676048,579800,555831,440955,396869,502756,472344,543282,424243,493150,815701
8911,2023,경상북도,의성군,산업용,7924639,7372327,6801647,6960641,6044323,6255794,6259430,5805473,6633123,5531244,6768877,7478120
8912,2023,경상북도,의성군,농사용,11678707,11567203,9997786,11543994,13841030,18292922,16664928,20998113,19794893,12831809,13188862,11608565
8913,2023,경상북도,의성군,가로등,1158251,1117839,1136056,1182858,1130543,1170189,1091799,1115415,1150090,1143790,1190987,1153645
8914,2023,경상북도,의성군,심 야,6116404,5913907,3979700,2854940,1928400,1057967,654278,555677,522980,1011281,2367979,4159493
8915,2023,경상북도,의성군,합 계,44408534,42571834,34990130,34951413,34255789,38274644,37100443,43301370,42008599,32000668,35722538,39000367
8916,2023,경상북도,청송군,주택용,3337288,3258572,2646008,2764366,2642559,2618199,2700526,3320620,2954408,2657116,2813214,2999835
8917,2023,경상북도,청송군,일반용,7624795,7179572,5433904,4930060,4454976,4476623,4875074,5729867,5258736,4451372,5137722,6219427
8918,2023,경상북도,청송군,교육용,566299,428380,354464,310762,241723,206460,242126,210946,260911,204186,260460,457637
8919,2023,경상북도,청송군,산업용,1754910,1774377,1572239,1675224,1477507,1542418,1522255,1664323,1752082,1547333,1692950,1808562
8920,2023,경상북도,청송군,농사용,4330341,4219583,3843586,4225766,4168429,4353136,3890926,4613930,5850941,4185232,4530572,4361576
8921,2023,경상북도,청송군,가로등,819123,685181,676656,684852,651861,665500,650601,677881,696830,723045,759272,745725
8922,2023,경상북도,청송군,심 야,4084506,3997400,2868624,2236986,1656663,1018724,606601,453183,443799,850319,1863467,2907933
8923,2023,경상북도,청송군,합 계,22517262,21543065,17395481,16828016,15293718,14881060,14488109,16670750,17217707,14618603,17057657,19500695
8924,2023,경상북도,영양군,주택용,2116730,2033020,1640995,1687084,1627528,1598773,1610304,1998329,1924209,1700683,1753954,1848147
8925,2023,경상북도,영양군,일반용,3820326,3663314,2739705,2506450,2160408,2088450,2231977,2657974,2617336,2165719,2357147,2947630
8926,2023,경상북도,영양군,교육용,404031,259196,222503,201515,148886,126741,155121,140970,173655,108495,160531,262563
8927,2023,경상북도,영양군,산업용,994678,1095273,905953,942681,842894,1005658,992975,1135549,1277441,1093112,979282,1027577
8928,2023,경상북도,영양군,농사용,1499996,1807477,1761910,1357973,1272059,1553620,1630761,2690462,5668449,2983862,1741263,1387656
8929,2023,경상북도,영양군,가로등,190192,173261,167503,159288,147386,139048,142941,152163,157444,172859,181194,192158
8930,2023,경상북도,영양군,심 야,3304285,3170759,2198716,1725302,1328258,823661,521018,420081,412884,759668,1442408,2287649
8931,2023,경상북도,영양군,합 계,12330238,12202300,9637285,8580293,7527419,7335951,7285097,9195528,12231418,8984398,8615779,9953380
8932,2023,경상북도,영덕군,주택용,4613632,4467591,3580742,3644201,3441560,3407956,3649105,4842104,4110787,3508479,3579883,3947787
8933,2023,경상북도,영덕군,일반용,13981480,13470472,10324762,9777141,9196751,9618111,10367510,12633358,11271746,9269183,9558911,11087439
8934,2023,경상북도,영덕군,교육용,503986,392636,322326,341542,265650,275578,341650,258974,401850,258400,293572,450076
8935,2023,경상북도,영덕군,산업용,4462499,4338061,3913837,4256631,3969069,4218507,4317725,4137303,4249270,4051898,4218272,4235483
8936,2023,경상북도,영덕군,농사용,3240688,3032326,2640155,2943166,2852853,3310506,3263998,4264695,4502142,3269056,3704061,2930486
8937,2023,경상북도,영덕군,가로등,671559,671642,679137,751443,737004,771804,725188,767694,816175,720566,716388,662147
8938,2023,경상북도,영덕군,심 야,3259537,3130172,2075662,1568568,1149624,710416,511122,471854,441738,650772,1170998,2095460
8939,2023,경상북도,영덕군,합 계,30733381,29502900,23536621,23282692,21612511,22312878,23176298,27375982,25793708,21728354,23242085,25408878
8940,2023,경상북도,청도군,주택용,5409874,5299117,4249883,4243482,4024933,3981910,4219912,5392427,5063390,4158208,4187927,4663982
8941,2023,경상북도,청도군,일반용,11008731,10560762,8317170,7769471,7277751,7570098,8207472,9526785,9172662,7730708,7875867,9064271
8942,2023,경상북도,청도군,교육용,800181,610961,518477,496452,402520,392021,480471,398951,542733,362902,445856,701556
8943,2023,경상북도,청도군,산업용,8034915,7928770,7148687,6953407,5852188,6620867,6778081,6636651,7200521,6627770,7536103,7667868
8944,2023,경상북도,청도군,농사용,21227860,18764785,15664229,15270074,14206577,15758177,17432650,20002728,19552695,16889658,19247732,18380332
8945,2023,경상북도,청도군,가로등,866313,785531,761537,727113,681529,662387,661030,707141,741328,807026,853352,900194
8946,2023,경상북도,청도군,심 야,4192513,4009780,2782980,1950869,1398068,870288,568066,467753,454162,753251,1540531,2741007
8947,2023,경상북도,청도군,합 계,51540387,47959706,39442963,37410868,33843566,35855748,38347682,43132436,42727491,37329523,41687368,44119210
8948,2023,경상북도,고령군,주택용,3810441,3701950,2995734,2992628,2838107,2876150,3247310,4208106,3670484,2948327,3104259,3439253
8949,2023,경상북도,고령군,일반용,7605632,7250454,5980796,5659701,5075227,5790726,6029284,6875913,6686022,5666970,5691993,6296265
8950,2023,경상북도,고령군,교육용,433775,405983,344943,273066,241365,282953,309857,316261,347851,246171,302942,430304
8951,2023,경상북도,고령군,산업용,91174314,91828464,94809943,91626169,87881570,84466083,80377081,76328025,79024129,75488006,83953075,82703030
8952,2023,경상북도,고령군,농사용,9203807,8893767,6831069,5824178,5427163,7793859,8136052,9293606,7581459,5622104,6144347,7288226
8953,2023,경상북도,고령군,가로등,627265,630477,614175,653366,631510,652299,613933,669601,660727,646377,671801,638176
8954,2023,경상북도,고령군,심 야,3293950,3180513,2147074,1466431,978780,581277,378728,318623,302690,508604,1116106,2125206
8955,2023,경상북도,고령군,합 계,116149184,115891608,113723734,108495539,103073722,102443347,99092245,98010135,98273362,91126559,100984523,102920460
8956,2023,경상북도,성주군,주택용,5009232,4950210,3935895,3945844,3706004,3744342,4182293,5464277,4712618,3856966,3990804,4462498
8957,2023,경상북도,성주군,일반용,11119892,10592146,7950973,7361903,6880736,7289802,7960063,9214171,8315568,6727506,7461038,9091735
8958,2023,경상북도,성주군,교육용,545584,447601,372694,349219,281801,333810,418096,345669,463308,275739,384405,596444
8959,2023,경상북도,성주군,산업용,72248855,70462954,66693620,68016316,64079984,65377439,65015756,62398412,66415780,57909554,68350162,68489373
8960,2023,경상북도,성주군,농사용,10556992,10223951,8389258,8022155,7738151,8316385,9378504,10994166,9972483,7243749,8466273,8533169
8961,2023,경상북도,성주군,가로등,662507,613380,590579,580197,549619,540725,519898,572542,605919,648093,651670,643746
8962,2023,경상북도,성주군,심 야,4736616,4623818,3087972,2074449,1390515,812885,498460,422719,411356,714439,1558674,3107758
8963,2023,경상북도,성주군,합 계,104879678,101914060,91020991,90350083,84626810,86415388,87973070,89411956,90897032,77376046,90863026,94924723
8964,2023,경상북도,칠곡군,주택용,15453951,15048231,12396336,12493426,11854711,12438168,14825681,19315638,16673319,12547880,12491156,13649115
8965,2023,경상북도,칠곡군,일반용,33640102,32072216,25510529,24389498,23740264,25957371,29024527,33144276,31021632,24813889,24905350,28415629
8966,2023,경상북도,칠곡군,교육용,1867602,1747947,1721924,1381182,1269341,1525988,1499633,1562591,1647657,1221567,1727143,2283146
8967,2023,경상북도,칠곡군,산업용,124405405,117221029,107069532,105985831,100913868,102812911,104979266,101313230,104630802,93113050,107291832,110225845
8968,2023,경상북도,칠곡군,농사용,7285146,7061661,5591399,4984780,4845291,5974269,6318457,7500438,7172201,5293930,5722020,6042907
8969,2023,경상북도,칠곡군,가로등,1810465,1654783,1558319,1520205,1409327,1350658,1335353,1426231,1513269,1609019,1724069,1784627
8970,2023,경상북도,칠곡군,심 야,6494581,6210611,4141636,2678514,1791704,1023156,726175,645010,613648,1084858,2409540,4350453
8971,2023,경상북도,칠곡군,합 계,190957252,181016478,157989675,153433436,145824506,151082521,158709092,164907414,163272528,139684193,156271110,166751722
8972,2023,경상북도,예천군,주택용,8310133,7819103,6746793,6822621,6652751,6714047,7839610,9639904,7952318,6719439,6891664,7451809
8973,2023,경상북도,예천군,일반용,11800965,11138753,8596916,8031001,7445851,8029688,8842224,10304205,9594201,7797808,8175232,9837278
8974,2023,경상북도,예천군,교육용,1283696,963796,779724,703713,546480,502357,611437,592213,677050,535428,658430,1066345
8975,2023,경상북도,예천군,산업용,4253842,4000002,3602378,4046418,4280050,4325121,4323713,4524223,4538788,4055319,4462008,4596710
8976,2023,경상북도,예천군,농사용,7944572,7846330,6254862,5568549,6928384,9583035,8602838,12002252,10733605,7240896,10825757,6820300
8977,2023,경상북도,예천군,가로등,641819,584624,545015,503763,468666,443425,433507,461214,497248,556170,603583,646401
8978,2023,경상북도,예천군,심 야,7353723,7040931,4725089,3501648,2508343,1353708,859366,721748,671978,1309264,2917349,4925316
8979,2023,경상북도,예천군,합 계,41588750,39393539,31250777,29177713,28830525,30951381,31512695,38245759,34665188,28214324,34534023,35344159
8980,2023,경상북도,봉화군,주택용,3847383,3696664,3004781,3115580,2977201,2925484,2991243,3602276,3366354,3039090,3148060,3320441
8981,2023,경상북도,봉화군,일반용,6728129,6247292,4815283,4354806,3892255,3892197,4176045,4847712,4593690,4034886,4523057,5458650
8982,2023,경상북도,봉화군,교육용,694724,422280,379381,374455,292596,241490,297786,243175,316574,235584,329392,565337
8983,2023,경상북도,봉화군,산업용,295221469,140691441,149677787,146275147,151844322,118395268,124633947,132415140,146422730,147077656,143808752,128286085
8984,2023,경상북도,봉화군,농사용,7340897,7510820,6298421,5755306,4882615,5365687,5676777,7983731,11120699,7274868,7366416,6444239
8985,2023,경상북도,봉화군,가로등,441020,453013,439741,466602,464185,473672,429783,429653,424996,419395,422680,416917
8986,2023,경상북도,봉화군,심 야,5232785,5012568,3450662,2683544,2059806,1244431,789731,657458,638127,1179394,2257310,3603963
8987,2023,경상북도,봉화군,합 계,319506407,164034078,168066056,163025440,166412980,132538229,138995312,150179145,166883170,163260873,161855667,148095632
8988,2023,경상북도,울진군,주택용,7796038,7656564,6351673,6438517,6010583,5964860,6322622,8091836,7099887,6086154,6224678,6842674
8989,2023,경상북도,울진군,일반용,16505113,15722279,12664988,11970210,11186428,11612889,12405823,14552773,13205789,11150693,11712663,13649768
8990,2023,경상북도,울진군,교육용,1152474,866815,736179,728975,630040,662897,817443,705330,899498,641465,681623,969901
8991,2023,경상북도,울진군,산업용,30623384,50136881,29675180,29310755,14855651,26644634,14883303,17381650,27609406,57761065,34753214,41063577
8992,2023,경상북도,울진군,농사용,2882649,2779806,2540965,2838162,2791411,3234861,3292966,4365638,5332911,3794316,4006279,2681915
8993,2023,경상북도,울진군,가로등,716028,671491,646422,642272,614905,609185,603137,633609,653759,682868,725422,735422
8994,2023,경상북도,울진군,심 야,4578196,4468496,3275163,2498951,1822830,1252633,908344,833731,769263,964811,1679121,2906318
8995,2023,경상북도,울진군,합 계,64253882,82302332,55890570,54427842,37911848,49981959,39233638,46564567,55570513,81081372,59783000,68849575
8996,2023,경상북도,울릉군,주택용,912946,830231,782970,825396,770502,744778,801537,1073787,917838,749565,817157,851437
8997,2023,경상북도,울릉군,일반용,3981936,3675043,3411845,3893400,3755359,3580042,3405180,4173398,3805750,3496981,3676392,3687013
8998,2023,경상북도,울릉군,교육용,177767,121333,120378,124840,107686,100211,126793,121065,145337,106101,117282,153267
8999,2023,경상북도,울릉군,산업용,691207,648406,577118,669822,728450,668850,668617,743429,690500,624994,686967,706783
9000,2023,경상북도,울릉군,농사용,473536,446782,438984,529213,484951,508463,496694,586646,567738,488677,494835,459781
9001,2023,경상북도,울릉군,가로등,191663,177424,172018,174322,167222,167141,168519,185160,190076,191355,205381,202625
9002,2023,경상북도,울릉군,심 야,1791,1843,1280,1212,973,869,937,1012,1048,947,1116,1457
9003,2023,경상북도,울릉군,합 계,6430846,5901062,5504593,6218205,6015143,5770354,5668277,6884497,6318287,5658620,5999130,6062363
9004,2023,경상북도,포항시,주택용,67088421,65268283,56536146,58134243,56023422,58235019,68858540,88926122,73214538,58507564,58075608,62337986
9005,2023,경상북도,포항시,일반용,111422108,107011514,84823245,81997736,79224218,88563876,100223498,116060785,106023128,83402479,82902768,95406045
9006,2023,경상북도,포항시,교육용,20231069,17297090,19959291,18817021,18514456,19294568,20241657,18926702,19752228,16428631,15089784,21813514
9007,2023,경상북도,포항시,산업용,686792887,653181545,777885931,707535580,685823487,622806795,617704846,571185270,583294313,666620265,547625209,648416521
9008,2023,경상북도,포항시,농사용,11481253,11460625,9664909,9642196,9719220,11228199,10782018,13610102,14293677,10846607,13141210,10285193
9009,2023,경상북도,포항시,가로등,3170350,2956223,2694919,2628762,2396615,2285124,2249686,2423198,2552100,2566136,2786939,2844798
9010,2023,경상북도,포항시,심 야,8655992,8371192,5786829,4249808,3046530,1963391,1368596,1272067,1183613,1549725,2978914,5571648
9011,2023,경상북도,포항시,합 계,908842080,865546472,957351270,883005346,854747948,804376972,821428841,812404246,800313597,839921407,722600432,846675705
9012,2023,경상남도,진주시,주택용,49219754,47583234,41185214,42026393,40404643,41427222,47726338,62699727,56725348,42557169,41304981,44783987
9013,2023,경상남도,진주시,일반용,74114446,70473686,58262354,55712592,54101440,59758540,67395340,77171896,74179758,58689843,55941817,63800247
9014,2023,경상남도,진주시,교육용,9920384,8145883,7442882,6650048,6104404,6947916,7953712,7983768,8312876,6097932,6951265,9443760
9015,2023,경상남도,진주시,산업용,80558751,76967562,72191062,73309523,69056153,73389588,72796706,69534913,72998500,66721810,73733208,75042063
9016,2023,경상남도,진주시,농사용,75055188,69409864,45653623,29307870,18573501,12216171,11177535,14612284,13645607,11440694,20771993,46163400
9017,2023,경상남도,진주시,가로등,2529275,2379106,2229386,2208917,2083782,1987457,1911249,2051249,2168533,2311572,2457307,2514228
9018,2023,경상남도,진주시,심 야,12175665,11701929,8011713,5742964,4207652,2926649,2317639,2290807,2126321,2353455,4339732,8030343
9019,2023,경상남도,진주시,합 계,303573463,286661264,234976234,214958307,194531575,198653543,211278519,236344644,230156943,190172475,205500303,249778028
9020,2023,경상남도,창원시,주택용,139891199,134721120,117004049,119003638,115394103,120375678,142334067,187669196,159237370,120182949,118316832,127854250
9021,2023,경상남도,창원시,일반용,208277968,199580204,163686772,159195301,156559804,175331815,200155690,230714498,217274542,169577982,162934343,183242469
9022,2023,경상남도,창원시,교육용,14881446,12209730,11253717,10239882,9023091,10265323,12445174,11401532,13433143,9346150,10893893,14875132
9023,2023,경상남도,창원시,산업용,525910615,526685901,555888529,521435066,525396545,529349118,541709583,513397608,519241785,487480409,513074655,517035864
9024,2023,경상남도,창원시,농사용,30328395,27922833,20744500,14591709,9149296,8602556,9255938,12418589,11770732,8702743,12673655,21124650
9025,2023,경상남도,창원시,가로등,7163934,6736369,6221885,6193463,5715962,5553509,5468814,5810783,6054213,6371518,6862775,7067917
9026,2023,경상남도,창원시,심 야,33148598,31808257,21207492,14482317,10072354,6612564,5331173,5022898,4168321,4614378,10364261,21736721
9027,2023,경상남도,창원시,합 계,959602155,939664414,896006944,845141376,831311155,856090563,916700439,966435104,931180106,806276129,835120414,892937003
9028,2023,경상남도,통영시,주택용,17180638,17055491,14209075,14670771,13967445,14216895,15874673,21519282,19927077,14779904,13987247,15163576
9029,2023,경상남도,통영시,일반용,33910985,32477325,26045635,24192541,22990604,24947866,27510099,33732611,33098898,26624562,24360267,27039879
9030,2023,경상남도,통영시,교육용,1565986,1265364,1106370,1105019,955278,1093827,1335473,1234818,1458823,1093356,1119753,1462334
9031,2023,경상남도,통영시,산업용,32037306,29934117,30555151,29405377,28732454,27430516,30487963,30197479,28817561,27621219,31467726,33983431
9032,2023,경상남도,통영시,농사용,12041459,10115347,8023270,6847099,4893869,4996143,6025359,8008046,6977379,6044697,6954960,7557832
9033,2023,경상남도,통영시,가로등,829804,774706,751796,733103,693014,666650,640680,667153,676908,688612,710979,731910
9034,2023,경상남도,통영시,심 야,3350834,3284832,2279085,1686675,1262561,925830,746225,728649,610076,615968,1070121,2138116
9035,2023,경상남도,통영시,합 계,100917012,94907182,82970382,78640585,73495225,74277727,82620472,96088038,91566722,77468318,79671053,88077078
9036,2023,경상남도,사천시,주택용,14815198,14528196,12079530,12426911,11967675,12166666,13873883,18587219,17200947,12760831,12310412,13381553
9037,2023,경상남도,사천시,일반용,26364145,25490575,20694029,19799755,18778894,20175435,22629210,26820285,26486122,20911494,20021260,22483570
9038,2023,경상남도,사천시,교육용,1372618,1140963,1172213,1113794,929547,1024850,1152863,1046784,1367600,861259,1136053,1744718
9039,2023,경상남도,사천시,산업용,75667098,73459757,76220659,72635932,72931398,75848013,78625788,76307644,76375753,69817090,75808644,74801200
9040,2023,경상남도,사천시,농사용,8428611,8032145,5741669,4415881,3954862,4234352,4806712,6834942,6218084,4590829,5286298,6147646
9041,2023,경상남도,사천시,가로등,1064760,998711,941592,939267,872897,857994,837019,887895,932278,967982,981797,1003461
9042,2023,경상남도,사천시,심 야,4344240,4276156,2925442,2129462,1525517,933220,629027,549353,484803,726294,1499020,2844847
9043,2023,경상남도,사천시,합 계,132056670,127926503,119775134,113461002,110960790,115240530,122554502,131034122,129065587,110635779,117043484,122406995
9044,2023,경상남도,김해시,주택용,71851342,69082777,60862669,61682589,60134450,62601007,75107574,98670985,85243070,64106247,62233499,66883053
9045,2023,경상남도,김해시,일반용,103331724,98342334,80279986,78325167,76733768,86186090,97073620,112866502,106298035,82487938,79139724,87822420
9046,2023,경상남도,김해시,교육용,6320954,5110150,4757008,4431311,3949734,4686282,5599721,4843182,6085458,4233521,4780713,6587943
9047,2023,경상남도,김해시,산업용,295915878,289274646,275102794,273579901,257724449,265557084,268226234,262801554,277732968,240915654,277212213,278924567
9048,2023,경상남도,김해시,농사용,25997936,24331058,16638782,13338170,11616830,11221513,12217500,14769334,13725998,11147670,13619066,17872065
9049,2023,경상남도,김해시,가로등,4790271,4541191,4227851,4205715,3998683,3930497,3734963,3980889,4060023,4128444,4326526,4356254
9050,2023,경상남도,김해시,심 야,9412572,9042801,5972356,4006267,2769770,1814850,1362392,1274157,1186747,1450065,3103996,6149821
9051,2023,경상남도,김해시,합 계,517620677,499724957,447841446,439569120,416927684,435997323,463322004,499206603,494332299,408469539,444415737,468596123
9052,2023,경상남도,밀양시,주택용,14642426,14337186,11625677,11781539,11198449,11443037,12969943,17080708,14859769,11559140,11673886,12891891
9053,2023,경상남도,밀양시,일반용,24115734,22487773,18287433,17456986,16726589,17973813,19625576,22914722,21362493,17278797,17252503,19781622
9054,2023,경상남도,밀양시,교육용,2130593,1652173,1525303,1363315,1243070,1399490,1693631,1551561,1746654,1193130,1456539,2015287
9055,2023,경상남도,밀양시,산업용,52039637,51267435,51499287,49199671,49211416,50807355,51882445,51265310,51250387,47900060,53268789,53936535
9056,2023,경상남도,밀양시,농사용,56565446,52186039,35008851,23107424,15747023,12064643,12822268,15597582,14844080,11860537,15983754,34450534
9057,2023,경상남도,밀양시,가로등,1371389,1308264,1251074,1290826,1228731,1234306,1184996,1249586,1291397,1302048,1372544,1359544
9058,2023,경상남도,밀양시,심 야,6110963,5987176,4052556,2812224,2006755,1262270,824864,733534,715095,1028693,2062030,3864444
