,연도,시도,시군구,계약종별,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
0,2017,서울특별시,종로구,주택용,23169895,23301110,20300534,20407637,19089589,20354296,24321487,28282719,22610045,19399001,20272764,22660419
1,2017,서울특별시,종로구,일반용,114479950,114070828,100039519,90575982,88768226,100809931,119321846,126258722,107746249,86180428,92208251,113953493
2,2017,서울특별시,종로구,교육용,9181588,9449469,7912165,7358196,6445041,7960111,9253599,9210356,8655619,6773748,7442262,10418970
3,2017,서울특별시,종로구,산업용,6376869,6974477,7002117,6711586,5752594,6329732,6777442,6857180,6882655,5297827,5928824,6887362
4,2017,서울특별시,종로구,농사용,9559,8557,6449,6219,3004,2927,2443,1858,1931,2173,2713,7163
5,2017,서울특별시,종로구,가로등,1088016,1004320,895758,878659,805150,782323,750114,786800,832161,890884,958023,1000707
6,2017,서울특별시,종로구,심 야,3909992,4200810,3289544,2744252,3209479,4491348,6613642,6261534,4107889,2195262,2003792,3397070
7,2017,서울특별시,종로구,합 계,158215869,159009571,139446086,128682531,124073083,140730668,167040573,177659169,150836549,120739323,128816629,158325184
8,2017,서울특별시,중구,주택용,16934220,17184745,15029349,15208660,14188606,14889441,18228790,21278320,16670132,14382599,15138140,16876173
9,2017,서울특별시,중구,일반용,171537176,167842697,152932140,139654237,142113200,161894119,191028784,196643305,170385765,135955117,143767493,172256050
10,2017,서울특별시,중구,교육용,4983302,4906810,4320049,3228309,2885820,3535420,4083480,3822889,3673120,2664620,4122891,6131261
11,2017,서울특별시,중구,산업용,22542651,22823144,21507013,19816191,17367061,19052823,21515421,22604954,22270723,17102963,18730907,22578226
12,2017,서울특별시,중구,가로등,1425764,1408351,1276241,1302025,1221607,1251049,1164057,1216788,1234789,1243902,1319818,1300715
13,2017,서울특별시,중구,심 야,928292,908512,878573,1572147,4615142,7521808,10771874,10851330,7702963,2918823,628745,754863
14,2017,서울특별시,중구,합 계,218351405,215074259,195943365,180781569,182391436,208144660,246792406,256417586,221937492,174268024,183707994,219897288
15,2017,서울특별시,용산구,주택용,34709919,35240206,30295787,31075453,28992256,30783984,37845700,45561885,34988036,29473487,30724538,33851326
16,2017,서울특별시,용산구,일반용,70864369,71920585,61118777,55070538,53589441,62329573,75644175,83385756,70588487,56765832,60451026,74934411
17,2017,서울특별시,용산구,교육용,5108060,5223461,4534822,4040897,3488975,4280140,5084985,5051345,4852765,3677018,4012383,5628416
18,2017,서울특별시,용산구,산업용,9374753,9558278,8805780,8428222,8103313,8591604,9407860,10392033,9854871,8491296,8697129,9334740
19,2017,서울특별시,용산구,농사용,2841,2986,2397,2401,1543,1216,633,517,1054,1108,1450,750
20,2017,서울특별시,용산구,가로등,1444982,1346690,1204614,1189202,1093098,1036112,1010793,1072912,1129122,1192894,1302736,1348778
21,2017,서울특별시,용산구,심 야,744884,801930,658329,511103,441290,885711,1710705,2000026,1345597,956744,647879,645415
22,2017,서울특별시,용산구,합 계,122249808,124094136,106620506,100317816,95709916,107908340,130704851,147464474,122759932,100558379,105837141,125743836
23,2017,서울특별시,성동구,주택용,36735157,37425893,32485611,33819261,31454102,32809642,38185342,47454188,37380992,31943712,33387491,36322343
24,2017,서울특별시,성동구,일반용,63143435,63945176,55879144,50488787,47766913,53809392,63890458,69061057,59603785,49125095,51010242,64182447
25,2017,서울특별시,성동구,교육용,7137658,6847289,6609983,5637377,5249168,6194560,7311170,7055737,6652229,4938311,5957321,8140514
26,2017,서울특별시,성동구,산업용,62594625,60851383,55868103,54810025,50568490,70656495,78153007,84471204,78768699,69819236,74023333,78397739
27,2017,서울특별시,성동구,농사용,65,75,48,46,35,9,11,104,162,71,83,90
28,2017,서울특별시,성동구,가로등,1226240,1161735,1063189,1007714,959968,883237,886257,892427,947002,1029807,1079811,1133467
29,2017,서울특별시,성동구,심 야,612957,685716,528884,364542,206449,199645,301614,324266,228008,129757,193398,519268
30,2017,서울특별시,성동구,합 계,171450137,170917267,152434962,146127752,136205125,164552980,188727859,209258983,183580877,156985989,165651679,188695868
31,2017,서울특별시,동대문구,주택용,43241368,43953845,38068474,39151681,36341277,37745347,43951909,53825729,42112688,36664060,38334627,41885598
32,2017,서울특별시,동대문구,일반용,60318943,62158863,52848266,48182486,44306153,50145746,60159995,66742319,56946695,45765243,46308343,58696334
33,2017,서울특별시,동대문구,교육용,8183776,8212607,7487862,6359261,5573105,6591555,7829020,7635557,7169306,5607475,6755161,9465918
34,2017,서울특별시,동대문구,산업용,14968961,15291533,13481040,12888034,11808618,12701198,15009495,16726306,15400928,12831004,13739903,15751504
35,2017,서울특별시,동대문구,농사용,2019,4003,3881,2991,1124,1764,4420,3997,2088,1555,1886,3907
36,2017,서울특별시,동대문구,가로등,1118609,1016470,969669,874874,815423,729975,736440,771202,828193,923065,1004066,1077032
37,2017,서울특별시,동대문구,심 야,938810,999711,843991,644070,576666,677624,889831,817304,603928,321358,397062,762846
38,2017,서울특별시,동대문구,합 계,128772486,131637032,113703183,108103397,99422366,108593209,128581110,146522414,123063826,102113760,106541048,127643139
39,2017,서울특별시,성북구,주택용,52290068,53329771,45775220,47711137,44015067,45204733,51451873,62466244,50443703,43950961,46218204,49780432
40,2017,서울특별시,성북구,일반용,49801290,51632635,43890448,40473899,37519342,41755553,49500700,55283139,47360059,38788698,39231493,49044788
41,2017,서울특별시,성북구,교육용,16027442,15559636,13683919,12030367,10899249,13322682,14655269,14686138,13599267,10792236,13390995,17888472
42,2017,서울특별시,성북구,산업용,8655513,8824508,8377274,8135168,7851185,8415994,9201850,9581897,8831165,7398261,7852003,8816644
43,2017,서울특별시,성북구,농사용,8986,8988,6903,6941,6616,8059,9036,9899,9638,10603,7060,7690
44,2017,서울특별시,성북구,가로등,1471329,1370008,1284625,1176657,1120261,1029562,1054402,1083299,1148164,1271016,1352077,1433397
45,2017,서울특별시,성북구,심 야,2778853,2960469,2325623,1718321,1085634,1071144,1251577,1158569,933266,705486,1349271,2480380
46,2017,서울특별시,성북구,합 계,131033481,133686015,115344012,111252490,102497354,110807727,127124707,144269185,122325262,102917261,109401103,129451803
47,2017,서울특별시,도봉구,주택용,37794498,38369433,32850037,34370285,31684720,32443585,37380378,44299888,34971055,31568515,33921912,36416077
48,2017,서울특별시,도봉구,일반용,32890278,33542436,28307866,25930203,23935986,26927725,32260836,35893583,30303548,24735130,25281640,31874463
49,2017,서울특별시,도봉구,교육용,3377920,3534784,3022493,2567505,1621975,1956490,2584284,2406661,2328048,1740988,2156919,3955742
50,2017,서울특별시,도봉구,산업용,6253821,6133751,5662267,5752381,5254661,5475948,5837623,6223880,5874634,4935090,5316754,5698483
51,2017,서울특별시,도봉구,농사용,35458,41073,30662,33010,26329,25903,23056,21367,22493,25167,30777,42042
52,2017,서울특별시,도봉구,가로등,755416,690499,617379,588764,534611,500182,492676,527513,580212,639290,690145,710075
53,2017,서울특별시,도봉구,심 야,802623,848148,660465,501281,303478,286855,314587,261846,181234,173245,318937,637656
54,2017,서울특별시,도봉구,합 계,81910014,83160124,71151169,69743429,63361760,67616688,78893440,89634738,74261224,63817425,67717084,79334538
55,2017,서울특별시,은평구,주택용,53291840,54307102,47229952,48861907,45344192,46255715,52409147,64946073,51869539,45556148,48003830,51540131
56,2017,서울특별시,은평구,일반용,48507691,50430008,42115506,38787451,35634483,39290175,47037320,53332922,45055715,36995192,37055813,47158661
57,2017,서울특별시,은평구,교육용,3780947,3969445,3401361,2904308,1745284,2364325,3354872,2729872,2945755,1982719,2513170,4709801
58,2017,서울특별시,은평구,산업용,14285595,13878372,12780605,13507314,12807062,14129878,15774216,18275083,15971821,14501197,15296736,15040744
59,2017,서울특별시,은평구,농사용,14774,19067,11706,10675,8830,9860,10510,11795,9971,10024,10237,10278
60,2017,서울특별시,은평구,가로등,959724,884673,813649,742371,687011,628586,636968,675829,723248,824963,865680,915373
61,2017,서울특별시,은평구,심 야,1277679,1412487,1059911,762471,543975,469913,461271,556774,426759,397515,607407,1106161
62,2017,서울특별시,은평구,합 계,122118250,124901154,107412690,105576497,96770837,103148452,119684304,140528348,117002808,100267758,104352873,120481149
63,2017,서울특별시,서대문구,주택용,37376863,37135470,32821877,33426323,31454710,32187576,38305747,44927714,35416809,31402983,33032323,36037051
64,2017,서울특별시,서대문구,일반용,51123122,51686759,45048017,41603506,40673035,45888930,54649519,59219528,50180100,40984601,41964338,51316268
65,2017,서울특별시,서대문구,교육용,16650180,15753200,15482140,12993767,13095795,15039454,17625661,17121588,15595668,12480391,14978449,19137711
66,2017,서울특별시,서대문구,산업용,2949735,3000297,2859093,2825995,2682600,2777472,2916354,3096596,2912371,2576319,2658761,2950420
67,2017,서울특별시,서대문구,농사용,5835,6357,4592,4187,2525,2203,2436,2034,1892,1107,1202,1671
68,2017,서울특별시,서대문구,가로등,943739,882351,817472,737675,685799,626069,628101,659636,723419,794697,849231,906349
69,2017,서울특별시,서대문구,심 야,829693,877385,717050,589839,835938,866852,1324062,1098170,839783,585395,434493,768529
70,2017,서울특별시,서대문구,합 계,109879167,109341819,97750241,92181292,89430402,97388556,115451880,126125266,105670042,88825493,93918797,111117999
71,2017,서울특별시,마포구,주택용,49020729,49838408,42691863,43869728,40880882,43329137,52510060,62704454,48437693,41535302,43570992,47684559
72,2017,서울특별시,마포구,일반용,113390042,110976561,99005577,89635277,87298403,96913605,113653709,123322620,107439455,90287205,91921282,114399201
73,2017,서울특별시,마포구,교육용,5879396,5833473,5308103,4302155,3918617,4589188,5350431,4912898,4950612,3808337,4898739,7180201
74,2017,서울특별시,마포구,산업용,10797443,10316179,10648950,10759223,12461500,14614846,17634823,18432999,15631529,13228272,14037086,14879306
75,2017,서울특별시,마포구,농사용,11303,11474,11178,11384,11624,12510,12566,11833,11193,9734,9329,9484
76,2017,서울특별시,마포구,가로등,1595642,1482568,1319373,1285893,1148188,1086839,1059580,1125162,1206995,1290802,1406289,1476927
77,2017,서울특별시,마포구,심 야,1452439,1572390,1556937,841547,950772,1434127,2015347,1764413,1237666,554608,757714,1219382
78,2017,서울특별시,마포구,합 계,182146994,180031053,160541981,150705207,146669986,161980252,192236516,212274379,178915143,150714260,156601431,186849060
79,2017,서울특별시,강서구,주택용,67336516,68078575,59407673,61683819,57555870,59507667,69208170,85856175,67727532,58821545,61191504,65280566
80,2017,서울특별시,강서구,일반용,93909834,96995301,82357040,76061025,71580597,81141563,98911851,109785099,94878694,79447594,84723059,112544548
81,2017,서울특별시,강서구,교육용,4210886,4398344,3699226,3277499,2087818,2595022,3597925,3017056,3315204,2184040,2763513,5091115
82,2017,서울특별시,강서구,산업용,24010726,23136202,23313247,22297288,21372472,21143838,22503651,23652703,22406548,21027153,22130039,24631704
83,2017,서울특별시,강서구,농사용,358592,338733,388125,399313,447259,497139,569084,560140,548913,462139,513118,382630
84,2017,서울특별시,강서구,가로등,1699626,1613742,1442209,1438722,1325350,1257501,1193446,1273171,1357705,1449704,1592108,1648007
85,2017,서울특별시,강서구,심 야,877824,967652,727722,471787,276719,275153,786202,645121,501487,246365,414899,770514
86,2017,서울특별시,강서구,합 계,192404004,195528549,171335242,165629453,154646085,166417883,196770329,224789465,190736083,163638540,173328240,210349084
87,2017,서울특별시,구로구,주택용,50161359,50835560,44385255,45417177,42295478,43640830,51018840,61222051,48070952,42612472,44948860,48519571
88,2017,서울특별시,구로구,일반용,82939968,82323725,67659670,60352109,58300176,66128770,80341638,85605083,71583147,57916026,62433238,82703044
89,2017,서울특별시,구로구,교육용,3513161,3503940,3134084,2527313,1772453,2180866,2881653,2410294,2571101,1785905,2650194,4496522
90,2017,서울특별시,구로구,산업용,36083035,37154126,31238856,30323300,28152628,30317734,31753469,33067514,31288294,27115593,30051306,36085551
91,2017,서울특별시,구로구,농사용,20770,19831,19147,16146,15225,16364,16446,17575,17024,13702,16162,19753
92,2017,서울특별시,구로구,가로등,1148978,1083550,1037959,964678,932275,847135,859455,854464,886423,978007,1031141,1072978
93,2017,서울특별시,구로구,심 야,928919,984058,794888,667558,1231688,1904162,2562280,2291297,1566002,592820,433320,766886
94,2017,서울특별시,구로구,합 계,174796190,175904790,148269859,140268281,132699923,145035861,169433781,185468278,155982943,131014525,141564221,173664305
95,2017,서울특별시,영등포구,주택용,49581560,49400846,43917358,43950150,41513367,43201625,52115300,61145386,47928605,42012935,43915224,48583713
96,2017,서울특별시,영등포구,일반용,150862115,149081598,135165561,123045818,123583302,138424725,162891703,173292994,148417633,121545244,125688008,151133591
97,2017,서울특별시,영등포구,교육용,2705889,2846480,2433812,2042731,1347500,1551578,2081314,1917222,1920614,1457576,1680003,3061598
98,2017,서울특별시,영등포구,산업용,21620443,21073580,20308430,19376429,18513089,19347221,20805867,22074694,20751269,17910946,18399204,20769438
99,2017,서울특별시,영등포구,농사용,6861,8106,6609,4849,3654,3593,3541,4539,3853,3231,3998,6384
100,2017,서울특별시,영등포구,가로등,1964558,1857724,1707586,1599740,1453831,1352756,1338961,1376428,1481368,1601065,1718101,1829135
101,2017,서울특별시,영등포구,심 야,1659276,1646728,1727464,2145978,4896081,7437075,10499265,10436170,7694653,3389021,1396361,1374917
102,2017,서울특별시,영등포구,합 계,228400702,225915062,205266820,192165695,191310824,211318573,249735951,270247433,228197995,187920018,192800899,226758776
103,2017,서울특별시,동작구,주택용,44386890,44896447,38867625,40570712,37576484,38975990,45238544,54425684,43313749,37870001,39858551,42643397
104,2017,서울특별시,동작구,일반용,53555715,54408121,46708005,43716723,42290491,48386348,57222331,62762827,53875371,44057690,44331524,53181611
105,2017,서울특별시,동작구,교육용,7889273,7722949,6880403,5591236,4766348,5782195,6655709,6480517,6244558,4708883,5855941,9208978
106,2017,서울특별시,동작구,산업용,4690754,4497746,4611980,4737346,4754000,4849834,5044954,5193875,4916475,4384439,4366034,4475154
107,2017,서울특별시,동작구,농사용,6235,6492,4386,2563,2049,2200,2770,3170,2460,2152,2297,3668
108,2017,서울특별시,동작구,가로등,1044035,969662,896195,837524,752148,696896,682505,710423,759618,850888,920370,967596
109,2017,서울특별시,동작구,심 야,1125061,1143635,848355,607572,626670,813557,1085836,1102288,697820,433369,579964,997510
110,2017,서울특별시,동작구,합 계,112697963,113645052,98816949,96063676,90768190,99507020,115932649,130678784,109810051,92307422,95914681,111477914
111,2017,서울특별시,관악구,주택용,56377949,57318900,49217956,51304391,47545522,49301050,57180580,68906029,55340107,47896743,50301974,53992170
112,2017,서울특별시,관악구,일반용,68535621,70258703,60171708,57523518,54134709,60111961,71111830,80413738,69021231,56898196,56935360,67368740
113,2017,서울특별시,관악구,교육용,19814948,21877244,18186279,16124710,12581293,14175317,16533831,18450210,17005419,13476438,14502477,21026047
114,2017,서울특별시,관악구,산업용,3992456,4041458,3663955,3538054,3201303,3290757,3640239,4053310,3778164,3214878,3248090,3649367
115,2017,서울특별시,관악구,농사용,13487,15861,12272,10995,13918,12915,9864,10825,11067,10463,15073,22635
116,2017,서울특별시,관악구,가로등,1169953,1116879,1059451,1020452,976090,940315,933166,951955,986123,1048544,1093160,1128571
117,2017,서울특별시,관악구,심 야,1536999,1627389,1287861,1024925,616748,464131,455286,504659,466766,459880,696775,1229908
118,2017,서울특별시,관악구,합 계,151441413,156256434,133599482,130547045,119069583,128296446,149864796,173290726,146608877,123005142,126792909,148417438
119,2017,서울특별시,강남구,주택용,74778480,73544508,66625362,67419957,63919690,67747540,86859343,98297938,74677184,65085351,67501129,72541177
120,2017,서울특별시,강남구,일반용,308298492,314409260,268894030,239782333,226996237,262986741,314081832,338172496,289065629,228505161,238765229,306007350
121,2017,서울특별시,강남구,교육용,4510344,4975400,4382416,3739367,2434353,3283341,4399852,3532260,3968935,2587679,3394197,6387792
122,2017,서울특별시,강남구,산업용,34225729,30979854,28113128,22061415,18474077,18073065,18555052,19916901,18818911,17446776,22503997,29238426
123,2017,서울특별시,강남구,농사용,145565,155472,130572,96553,68912,65993,64329,74118,65572,58950,67339,136279
124,2017,서울특별시,강남구,가로등,2528288,2364347,2141599,2074874,1860614,1765187,1714221,1833798,1970585,2127151,2326634,2397168
125,2017,서울특별시,강남구,심 야,2060119,2008677,1835875,2074266,3877501,6028976,9028766,9199885,6423146,2838135,1678307,1668204
126,2017,서울특별시,강남구,합 계,426547017,428437518,372122982,337248765,317631384,359950843,434703395,471027396,394989962,318649203,336236832,418376396
127,2017,서울특별시,강동구,주택용,48525967,49031169,42698037,44162386,41071015,42649816,50897702,59474806,46176770,40695578,43041693,46200748
128,2017,서울특별시,강동구,일반용,65953074,67565745,56841258,51830288,49080307,56207809,67781259,73855588,61924110,50216173,51676442,65554800
129,2017,서울특별시,강동구,교육용,3074251,3423454,2992312,2425236,1533901,1963085,2800823,2263033,2360041,1579108,2205630,4207347
130,2017,서울특별시,강동구,산업용,14605586,13551469,14081299,13819376,14034255,14297497,14934929,15634454,14692703,13480923,13808854,14862519
131,2017,서울특별시,강동구,농사용,265855,300630,232327,175475,129366,121437,114885,117005,108621,95564,106054,147182
132,2017,서울특별시,강동구,가로등,1240159,1136530,1003834,970078,857229,793765,777344,836185,911731,996895,1088784,1137595
133,2017,서울특별시,강동구,심 야,826978,879311,662942,494439,344320,420697,680634,688445,422799,306147,423656,739773
134,2017,서울특별시,강동구,합 계,134491870,135888308,118512009,113877278,107050393,116454106,137987576,152869516,126596775,107370388,112351113,132849964
135,2017,서울특별시,송파구,주택용,75306565,75684418,65906015,68925030,64098289,66627676,77828734,94391895,75049439,64408768,68624552,73223571
136,2017,서울특별시,송파구,일반용,133651729,132812336,117371676,109872310,108971947,121622017,146905945,156866378,133530483,109358205,110514183,133694238
137,2017,서울특별시,송파구,교육용,5734973,5835934,5134958,4395097,2846806,3395231,4776217,4556808,4379905,3218390,3720258,6669212
138,2017,서울특별시,송파구,산업용,15380626,15052610,14764724,15012038,14825455,15467959,16310383,17432332,16706469,15336428,15788223,16436878
139,2017,서울특별시,송파구,농사용,231589,248593,226760,227395,235360,238263,254993,251677,238354,221003,229450,269520
140,2017,서울특별시,송파구,가로등,2002105,1901268,1660062,1654600,1490548,1401798,1333808,1424192,1548112,1647332,1833338,1914358
141,2017,서울특별시,송파구,심 야,1471988,1372031,1208960,1866748,2417921,4800115,5996295,5753982,4290626,2694171,827094,918601
142,2017,서울특별시,송파구,합 계,233779575,232907190,206273155,201953218,194886326,213553059,253406375,280677264,235743388,196884297,201537098,233126378
143,2017,서울특별시,중랑구,주택용,45170302,45903264,39552226,40822773,38006527,38916507,45463827,54495862,42826793,37899733,40084718,43453751
144,2017,서울특별시,중랑구,일반용,42786568,43870690,36985186,34425936,32224291,35937808,42762026,47527676,40557361,33365570,33687845,42039282
145,2017,서울특별시,중랑구,교육용,2933915,3081833,2634334,2265856,1356404,1689039,2327165,1943259,2075234,1396287,1800515,3604860
146,2017,서울특별시,중랑구,산업용,7252023,7430660,6599218,6057949,5125416,5430600,6426861,7355607,6863360,5558870,5916737,7208755
147,2017,서울특별시,중랑구,농사용,24616,26292,20249,24097,20781,21647,23513,27281,27133,23420,22437,26229
148,2017,서울특별시,중랑구,가로등,1135318,1043843,976468,898218,855501,772911,786778,837364,885881,975907,1048443,1102114
149,2017,서울특별시,중랑구,심 야,725377,764955,611350,522893,449207,507959,707519,649054,552479,275605,344086,577422
150,2017,서울특별시,중랑구,합 계,100028119,102121537,87379031,85017722,78038127,83276471,98497689,112836103,93788241,79495392,82904781,98012413
151,2017,서울특별시,노원구,주택용,60198147,60519208,52202343,54792624,50417943,51884703,59768097,70065375,55792378,49838214,53500389,56909030
152,2017,서울특별시,노원구,일반용,56436942,56904433,48670568,44680807,42465802,47796394,57223643,62564104,53014846,43916035,44422196,55086529
153,2017,서울특별시,노원구,교육용,11858089,11649925,10473447,9118066,6806653,8096068,9518334,9395868,8754290,6888172,9466366,13433503
154,2017,서울특별시,노원구,산업용,7080721,6876576,6263750,6006165,5449982,6203353,7066741,7075065,6372495,5772075,5634150,6561703
155,2017,서울특별시,노원구,농사용,12869,13459,28327,26918,23663,23857,23917,23973,23790,24681,29683,33990
156,2017,서울특별시,노원구,가로등,1470831,1390340,1290169,1221010,1169448,1102154,1054544,1084178,1140343,1225722,1317784,1386432
157,2017,서울특별시,노원구,심 야,1085245,1197053,982306,705455,420749,432937,691271,635625,347650,257415,480151,941865
158,2017,서울특별시,노원구,합 계,138142844,138550994,119910910,116551045,106754240,115539466,135346547,150844188,125445792,107922314,114850719,134353052
159,2017,서울특별시,서초구,주택용,58495882,58122994,51968858,52404693,49496552,51774489,62319857,77121938,57307883,49947827,52397871,56676885
160,2017,서울특별시,서초구,일반용,190590459,195796748,169523598,154824645,145875653,165922430,195424427,211554407,181522343,146298654,150404113,185522652
161,2017,서울특별시,서초구,교육용,4915275,5430372,4479367,3899530,2806674,3568190,4427393,4178123,4414974,3086654,3478660,5863167
162,2017,서울특별시,서초구,산업용,51814992,52112536,45958024,47157609,45840241,35514403,40576690,43982191,38543826,33601600,35356033,38073138
163,2017,서울특별시,서초구,농사용,284214,339420,280884,254082,219063,220547,225154,250659,232220,211934,251483,384014
164,2017,서울특별시,서초구,가로등,2540507,2478128,2187116,2201907,2016609,1876327,1885255,1903234,1986906,2077149,2246142,2300936
165,2017,서울특별시,서초구,심 야,1078313,1157372,994351,1181823,1944440,3155334,5281749,5423815,3734916,1745656,735394,947478
166,2017,서울특별시,서초구,합 계,309719642,315437570,275392198,261924289,248199232,262031720,310140525,344414367,287743068,236969474,244869696,289768270
167,2017,서울특별시,양천구,주택용,53979392,54184939,47835764,49251741,46437249,47591523,55482109,66718651,53677443,46537142,48688640,51767762
168,2017,서울특별시,양천구,일반용,74127332,75010582,70013096,66205580,62763713,67028121,75815701,85245948,78016736,69824235,67149048,76994128
169,2017,서울특별시,양천구,교육용,3529524,3290833,3000075,2907537,1777538,1966351,2832639,2642599,2516962,2039016,2021568,3756832
170,2017,서울특별시,양천구,산업용,4185646,4431469,3833132,3863927,3301777,4209946,4161585,4362435,3961762,3436217,4255493,3931740
171,2017,서울특별시,양천구,농사용,8521,9981,10853,7657,7228,12430,14400,10360,8291,8690,10699,13577
172,2017,서울특별시,양천구,가로등,1411049,1337554,1199934,1178777,1067225,1035993,996719,1056156,1112434,1189698,1312510,1375761
173,2017,서울특별시,양천구,심 야,472395,503160,447732,501070,693488,903161,2196924,2933142,2272440,1293802,382200,404028
174,2017,서울특별시,양천구,합 계,137713859,138768518,126340586,123916289,116048218,122747525,141500077,162969291,141566068,124328800,123820158,138243828
175,2017,서울특별시,광진구,주택용,40280942,40748191,35140249,36306234,33887836,35313957,43034735,51103662,39765184,34302468,36162102,39333156
176,2017,서울특별시,광진구,일반용,58145180,59234061,49259080,46307370,44670678,51066127,61429452,66676146,56118383,45951464,46464239,57578934
177,2017,서울특별시,광진구,교육용,7540504,7447837,6950001,5590432,5612988,6825924,7849618,7098766,6954092,5277077,6765740,9002416
178,2017,서울특별시,광진구,산업용,35308179,35505224,31280106,31515475,30494165,33213758,38312867,41226293,37280937,30977372,33472170,36005079
179,2017,서울특별시,광진구,농사용,19280,20459,16102,14975,12964,12548,11221,11858,11295,10959,13752,17524
180,2017,서울특별시,광진구,가로등,1083185,1000013,931106,855716,790804,708952,709080,761763,821052,928350,975754,1049955
181,2017,서울특별시,광진구,심 야,1042670,1143886,869213,870607,1992174,2854627,3995200,3825480,2787500,1124031,515060,935884
182,2017,서울특별시,광진구,합 계,143419940,145099671,124445857,121460809,117461609,129995893,155342173,170703968,143738443,118571721,124368817,143922948
183,2017,서울특별시,강북구,주택용,35589920,36485629,31224022,32421395,29917562,30577440,34604719,42008721,34082024,29951078,31720155,34146500
184,2017,서울특별시,강북구,일반용,38390163,39640189,33199732,30832861,28579466,31882663,37790213,42634833,36336823,29768365,29978378,37377548
185,2017,서울특별시,강북구,교육용,2632905,2658916,2312355,1969338,1375930,1658718,2133801,2014129,1937891,1400289,1715177,2820157
186,2017,서울특별시,강북구,산업용,4573205,4806685,4367755,4178783,3855193,4257267,4963297,5657627,5520967,4661111,4751335,5312230
187,2017,서울특별시,강북구,농사용,7833,8748,7761,6955,5316,9466,9051,11429,9088,8266,7283,9577
188,2017,서울특별시,강북구,가로등,623972,574796,542809,497332,466960,424002,412489,231997,715747,540711,582966,607448
189,2017,서울특별시,강북구,심 야,1162795,1261047,1007946,820108,473383,293363,290687,345922,314787,292042,489111,935655
190,2017,서울특별시,강북구,합 계,82980793,85436010,72662380,70726772,64673810,69102919,80204257,92904658,78917327,66621862,69244405,81209115
191,2017,서울특별시,금천구,주택용,26383602,26800323,23198642,23885622,21866871,22703490,26170359,31983251,25816037,22728479,23978526,25839440
192,2017,서울특별시,금천구,일반용,89611564,87094085,77752638,70440429,70644200,78710489,93138539,96725014,83731617,69320185,75163261,91222092
193,2017,서울특별시,금천구,교육용,1590455,1811133,1468279,1192797,730849,901993,1365149,1067673,1130970,742233,1105329,2200987
194,2017,서울특별시,금천구,산업용,28378155,27967835,24875022,23391120,20718125,23692264,27086829,27345747,25348877,19819914,23519839,27814634
195,2017,서울특별시,금천구,농사용,29066,26777,24022,16111,11208,11839,13190,13735,12789,16748,19060,25099
196,2017,서울특별시,금천구,가로등,902967,848273,806905,769646,740850,695725,684970,700395,716216,768099,821376,838479
197,2017,서울특별시,금천구,심 야,379241,402063,309578,236796,308220,796788,1208452,1383179,1089038,579401,344259,318952
198,2017,서울특별시,금천구,합 계,147275050,144950489,128435086,119932521,115020323,127512588,149667488,159218994,137845544,113975059,124951650,148259683
199,2017,부산광역시,중구,주택용,5385903,5564464,4766338,4970747,4458250,4400938,4823223,6089663,5307774,4404624,4590414,5025846
200,2017,부산광역시,중구,일반용,28407790,28991836,25467497,24351903,23067971,25560726,29748029,35959682,31855509,25110107,23062241,26605433
201,2017,부산광역시,중구,교육용,326406,339671,304160,319948,211627,231139,285408,357088,321195,238898,237310,317242
202,2017,부산광역시,중구,산업용,956866,969760,828679,809185,690246,710327,748130,834822,860793,708694,719313,843394
203,2017,부산광역시,중구,농사용,5302,5473,3733,3184,3032,3165,2683,4013,3608,4073,3978,4537
204,2017,부산광역시,중구,가로등,432752,401998,404056,376945,349244,333266,337906,351337,368658,393671,408934,431317
205,2017,부산광역시,중구,심 야,1197353,1316598,1040244,888195,487470,329738,303461,256866,224801,266572,464518,961899
206,2017,부산광역시,중구,합 계,36712372,37589800,32814707,31720107,29267840,31569299,36248840,43853471,38942338,31126639,29486708,34189668
207,2017,부산광역시,서구,주택용,13181652,13592755,11581084,12254129,10981726,10777447,11593762,14485097,12718904,10833026,11428883,12351079
208,2017,부산광역시,서구,일반용,19801001,19716424,17838242,17342014,16360780,17526520,20540238,23780791,20942190,17202793,16882648,19449064
209,2017,부산광역시,서구,교육용,1664533,1597389,1561415,1374463,1136174,1338635,1548290,1695226,1592204,1195110,1293759,1835203
210,2017,부산광역시,서구,산업용,12973766,10791559,11546164,11451745,12711818,13918391,16052535,17728209,16445407,13475018,13444798,14786907
211,2017,부산광역시,서구,농사용,213432,199506,229394,181718,202055,224890,250303,277599,256546,206570,216020,214981
212,2017,부산광역시,서구,가로등,520182,487806,465699,434666,396729,367962,364675,394086,414795,479048,504234,523010
213,2017,부산광역시,서구,심 야,2333920,2593383,2050009,1743812,1023822,668907,645417,609427,508064,573513,1109940,1924119
214,2017,부산광역시,서구,합 계,50688486,48978822,45272007,44782547,42813104,44822752,50995220,58970435,52878110,43965078,44880282,51084363
215,2017,부산광역시,동구,주택용,10519186,10874431,9307280,9746735,8783083,8618752,9468487,11953416,10274004,8711952,9153636,9937894
216,2017,부산광역시,동구,일반용,26259085,26555197,23537165,22390539,21101124,22832825,26906700,30997472,27332329,21634695,21282213,25231194
217,2017,부산광역시,동구,교육용,662336,694508,595569,623490,415266,499870,669052,620300,675366,452628,498639,772042
