시군구별 계약종별별 전력사용량,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(단위 : kWh),
2015,서울특별시,도봉구,교육용,"3,802,795","3,339,498","2,721,980","2,598,393","1,693,731","1,896,501","2,264,961","1,961,493","2,235,920","1,670,819","1,954,174","3,066,592",
2015,서울특별시,도봉구,산업용,"6,432,017","6,268,019","5,424,918","6,052,961","5,617,764","6,004,830","6,259,277","6,560,558","6,564,006","5,523,801","5,838,773","5,989,413",
2015,서울특별시,도봉구,농사용,"21,667","23,409","20,657","16,441","15,826","20,565","18,006","17,563","19,643","17,817","15,445","19,145",
2015,서울특별시,도봉구,가로등,"831,699","763,016","683,127","657,315","591,002","553,177","544,275","587,905","641,412","698,026","753,044","777,163",
2015,서울특별시,도봉구,심 야,"1,038,573","988,545","823,295","637,648","403,509","346,829","334,451","331,704","282,025","261,280","443,840","685,208",
2015,서울특별시,도봉구,합 계,"85,795,787","82,463,505","70,780,230","71,442,954","65,219,069","69,889,413","74,376,614","84,815,267","76,605,077","65,211,979","68,283,445","74,626,171",
2015,서울특별시,은평구,주택용,"55,056,488","53,817,189","47,625,163","49,289,142","45,845,049","46,956,251","48,734,736","58,426,939","52,280,553","45,582,974","48,104,271","50,114,103",
2015,서울특별시,은평구,일반용,"47,090,465","44,639,757","37,370,618","36,136,047","33,394,432","36,703,467","41,272,420","47,656,475","43,212,764","34,716,318","34,196,579","38,785,557",
2015,서울특별시,은평구,교육용,"4,059,028","3,838,261","3,127,151","2,822,704","1,825,962","2,217,674","2,890,477","2,323,868","2,939,561","1,969,568","2,138,767","3,501,085",
2015,서울특별시,은평구,산업용,"13,526,151","13,626,748","12,347,179","13,513,993","13,184,091","14,316,816","15,433,429","16,029,661","15,120,518","13,751,345","13,635,722","13,675,556",
2015,서울특별시,은평구,농사용,"6,890","6,766","6,148","5,429","6,401","10,020","11,285","11,622","10,759","10,035","11,062","11,485",
2015,서울특별시,은평구,가로등,"1,205,660","1,124,716","1,056,753","961,250","872,857","819,207","816,587","862,727","940,998","1,021,717","1,096,541","1,143,480",
2015,서울특별시,은평구,심 야,"1,570,429","1,469,676","1,190,407","911,661","612,394","444,466","607,622","512,497","446,480","463,417","616,393","1,017,856",
2015,서울특별시,은평구,합 계,"122,515,111","118,523,113","102,723,419","103,640,226","95,741,186","101,467,901","109,766,556","125,823,789","114,951,633","97,515,374","99,799,335","108,249,122",
2015,서울특별시,서대문구,주택용,"36,981,364","35,653,230","31,814,781","32,581,143","30,543,965","31,838,229","33,600,536","40,575,519","35,186,536","31,075,484","32,801,538","34,515,472",
2015,서울특별시,서대문구,일반용,"53,983,879","49,631,858","44,365,495","42,297,146","40,694,458","45,730,243","51,113,967","56,875,344","50,576,572","41,701,636","40,638,188","46,219,297",
2015,서울특별시,서대문구,교육용,"16,497,589","14,110,164","14,810,490","12,840,669","12,329,621","14,561,447","15,667,490","15,876,263","14,903,531","12,655,993","13,367,672","16,236,162",
2015,서울특별시,서대문구,산업용,"3,069,937","2,932,833","2,725,264","2,856,403","2,660,635","2,811,145","2,827,952","2,884,190","2,933,873","2,634,850","2,662,870","2,848,276",
2015,서울특별시,서대문구,농사용,"7,052","6,561","5,708","4,792","3,059","2,974","3,126","4,740","2,861","2,795","4,264","5,188",
2015,서울특별시,서대문구,가로등,"956,351","905,506","820,445","763,747","696,862","661,466","642,811","679,788","741,109","798,322","887,891","931,627",
2015,서울특별시,서대문구,심 야,"1,175,797","1,047,150","897,702","772,548","938,458","1,110,546","1,120,875","1,093,502","879,177","731,332","390,472","731,704",
2015,서울특별시,서대문구,합 계,"112,671,969","104,287,302","95,439,885","92,116,448","87,867,058","96,716,050","104,976,757","117,989,346","105,223,659","89,600,412","90,752,895","101,487,726",
2015,서울특별시,마포구,주택용,"51,208,386","49,778,191","43,442,024","44,828,215","41,658,117","44,311,783","47,281,054","57,951,107","49,216,690","41,920,625","43,885,494","46,001,608",
2015,서울특별시,마포구,일반용,"110,044,830","101,496,950","93,336,744","88,196,732","85,545,119","94,193,762","105,157,302","115,156,294","104,612,932","90,036,828","87,594,950","98,357,693",
2015,서울특별시,마포구,교육용,"5,860,318","5,204,540","5,122,603","4,337,261","3,825,571","4,485,314","4,816,509","4,569,272","4,792,926","3,848,502","4,195,097","5,697,518",
2015,서울특별시,마포구,산업용,"12,093,528","11,235,607","11,324,582","11,382,095","12,715,657","14,211,577","15,900,673","16,527,232","14,114,480","12,097,547","11,508,970","12,079,381",
2015,서울특별시,마포구,농사용,"12,219","13,510","12,195","11,678","11,484","12,652","13,150","13,963","11,847","10,746","11,271","10,880",
2015,서울특별시,마포구,가로등,"1,734,702","1,626,069","1,439,630","1,392,079","1,261,547","1,190,070","1,170,691","1,245,726","1,345,627","1,463,852","1,596,679","1,649,673",
2015,서울특별시,마포구,심 야,"1,814,586","1,597,580","1,565,776","1,200,171","1,047,673","1,398,800","1,583,548","1,775,889","1,422,457","1,028,746","1,407,265","1,429,724",
2015,서울특별시,마포구,합 계,"182,768,569","170,952,447","156,243,554","151,348,231","146,065,168","159,803,958","175,922,927","197,239,483","175,516,959","150,406,846","150,199,726","165,226,477",
2015,서울특별시,강서구,주택용,"65,841,317","64,660,086","56,759,391","59,398,170","55,230,062","57,117,281","59,823,207","72,809,402","63,774,967","55,555,358","58,676,173","61,045,797",
2015,서울특별시,강서구,일반용,"92,327,234","87,373,891","74,312,462","71,349,458","66,927,948","74,242,772","83,678,249","94,263,821","85,599,752","69,022,640","68,783,199","79,272,864",
2015,서울특별시,강서구,교육용,"4,371,833","3,999,482","3,352,588","3,163,596","2,112,272","2,415,232","3,032,667","2,509,227","3,195,662","2,218,357","2,503,316","3,814,843",
2015,서울특별시,강서구,산업용,"23,695,214","21,460,487","21,520,467","20,927,162","20,560,570","20,740,290","21,901,778","22,862,341","21,635,955","20,408,895","20,532,769","21,357,304",
2015,서울특별시,강서구,농사용,"329,437","327,508","359,300","393,475","441,040","492,559","543,619","555,288","535,126","480,984","515,499","387,555",
2015,서울특별시,강서구,가로등,"1,729,318","1,573,214","1,414,783","1,438,086","1,301,137","1,250,874","1,225,829","1,290,463","1,392,661","1,444,404","1,568,495","1,604,033",
2015,서울특별시,강서구,심 야,"1,172,504","1,107,681","870,858","604,452","353,277","275,039","283,683","314,813","241,245","221,265","389,911","723,217",
2015,서울특별시,강서구,합 계,"189,466,857","180,502,349","158,589,849","157,274,399","146,926,306","156,534,047","170,489,032","194,605,355","176,375,368","149,351,903","152,969,362","168,205,613",
2015,서울특별시,구로구,주택용,"52,019,373","50,441,644","44,963,080","46,153,252","43,011,403","44,646,614","46,952,602","56,219,883","48,733,148","42,890,552","45,248,293","47,343,880",
2015,서울특별시,구로구,일반용,"85,223,686","77,358,063","70,453,143","64,692,321","62,531,166","71,095,769","70,470,800","82,401,662","72,017,311","64,095,999","63,070,046","74,203,898",
2015,서울특별시,구로구,교육용,"3,480,710","3,445,071","3,147,795","2,600,089","1,831,094","2,190,522","2,424,341","2,080,666","2,600,932","1,820,509","2,242,405","3,548,330",
2015,서울특별시,구로구,산업용,"37,994,519","36,285,849","31,051,470","30,702,123","28,551,563","30,246,393","31,045,354","32,408,207","30,846,106","28,135,993","29,808,454","33,700,906",
2015,서울특별시,구로구,농사용,"24,703","26,021","25,139","23,151","18,508","20,159","18,905","22,853","22,497","17,978","16,579","18,121",
2015,서울특별시,구로구,가로등,"1,234,566","1,217,489","1,118,686","1,021,261","994,105","924,671","877,031","948,358","990,870","1,061,091","1,173,834","1,197,398",
2015,서울특별시,구로구,심 야,"1,205,760","1,153,771","944,603","891,290","1,315,601","1,965,238","2,400,877","2,745,982","1,964,033","943,911","458,699","722,962",
2015,서울특별시,구로구,합 계,"181,183,317","169,927,908","151,703,916","146,083,487","138,253,440","151,089,366","154,189,910","176,827,611","157,174,897","138,966,033","142,018,310","160,735,495",
2015,서울특별시,영등포구,주택용,"51,579,641","49,233,065","44,684,091","44,966,550","42,358,355","44,093,408","47,548,549","56,459,638","48,657,691","42,420,792","44,176,439","46,992,636",
2015,서울특별시,영등포구,일반용,"156,864,220","142,143,347","134,008,799","126,116,836","123,557,250","140,233,163","157,709,853","167,589,766","150,035,525","126,563,081","121,620,788","139,354,071",
2015,서울특별시,영등포구,교육용,"2,934,005","2,705,831","2,229,544","2,034,366","1,351,266","1,515,740","1,876,488","1,585,160","1,865,692","1,244,142","1,361,832","2,166,385",
2015,서울특별시,영등포구,산업용,"21,987,167","20,902,321","19,799,196","19,673,491","18,765,790","19,755,370","20,857,379","21,916,466","20,819,468","18,525,155","18,179,539","19,678,950",
2015,서울특별시,영등포구,농사용,"6,183","4,864","3,803","3,560","3,107","3,337","3,213","3,664","3,139","2,712","4,361","5,656",
2015,서울특별시,영등포구,가로등,"2,065,699","1,994,284","1,805,867","1,672,100","1,588,305","1,486,247","1,419,236","1,515,721","1,611,985","1,720,250","1,923,211","1,986,337",
2015,서울특별시,영등포구,심 야,"2,035,851","1,841,939","1,719,011","2,488,716","4,647,185","7,854,436","9,977,053","10,538,441","7,702,976","4,210,361","1,862,182","1,620,099",
2015,서울특별시,영등포구,합 계,"237,472,766","218,825,651","204,250,311","196,955,619","192,271,258","214,941,701","239,391,771","259,608,856","230,696,476","194,686,493","189,128,352","211,804,134",
2015,서울특별시,동작구,주택용,"46,126,192","45,205,905","39,488,174","41,306,477","38,409,745","39,720,720","41,283,048","50,355,387","43,810,544","38,203,522","40,143,012","41,625,949",
2015,서울특별시,동작구,일반용,"55,337,453","51,684,015","45,134,150","43,833,810","42,223,199","47,280,125","53,427,436","60,548,535","54,211,790","44,049,934","42,695,713","47,570,503",
2015,서울특별시,동작구,교육용,"7,984,837","7,091,659","6,641,771","5,609,687","4,800,924","5,690,532","6,037,659","5,952,245","6,111,215","4,858,098","5,379,950","7,550,653",
2015,서울특별시,동작구,산업용,"5,550,488","5,159,127","5,013,554","5,181,095","4,845,053","4,836,566","5,085,650","5,311,379","5,200,218","4,791,673","4,665,796","4,636,350",
2015,서울특별시,동작구,농사용,"3,719","3,745","3,026","2,766","2,507","2,562","2,771","3,199","2,794","2,685","2,860","3,040",
2015,서울특별시,동작구,가로등,"1,191,368","1,110,139","1,013,170","940,076","861,848","823,064","796,837","825,588","900,053","976,207","1,057,499","1,100,474",
2015,서울특별시,동작구,심 야,"1,265,103","1,158,905","958,257","718,760","555,866","1,053,391","1,230,679","1,299,266","944,211","451,102","535,662","915,266",
2015,서울특별시,동작구,합 계,"117,459,160","111,413,495","98,252,102","97,592,671","91,699,142","99,406,960","107,864,080","124,295,599","111,180,825","93,333,221","94,480,492","103,402,235",
2015,서울특별시,관악구,주택용,"58,189,980","57,063,665","49,591,470","51,985,150","48,173,846","49,558,297","51,516,919","62,946,974","55,492,116","47,844,749","50,589,860","52,752,858",
2015,서울특별시,관악구,일반용,"70,978,980","67,486,699","57,988,835","57,039,779","53,714,359","58,377,997","65,821,436","76,181,036","68,918,513","55,876,081","54,755,358","60,110,042",
2015,서울특별시,관악구,교육용,"21,182,111","20,243,861","16,515,771","15,646,777","12,339,890","13,274,545","15,301,523","16,751,022","16,647,602","13,003,052","13,541,498","16,886,208",
2015,서울특별시,관악구,산업용,"4,580,595","4,467,063","3,811,507","4,101,923","3,725,648","3,879,016","4,069,602","4,515,077","4,511,352","3,796,755","3,848,897","3,940,721",
2015,서울특별시,관악구,농사용,"7,721","6,886","6,036","7,666","7,562","6,459","4,980","5,759","5,343","5,208","4,948","5,938",
2015,서울특별시,관악구,가로등,"916,275","868,257","828,712","755,499","714,306","658,466","657,524","665,504","723,665","783,413","841,328","888,817",
2015,서울특별시,관악구,심 야,"2,016,232","1,917,942","1,567,343","1,301,582","862,540","758,074","575,561","582,735","528,644","573,701","875,017","1,416,852",
2015,서울특별시,관악구,합 계,"157,871,894","152,054,373","130,309,674","130,838,376","119,538,151","126,512,854","137,947,545","161,648,107","146,827,235","121,882,959","124,456,906","136,001,436",
2015,서울특별시,강남구,주택용,"77,400,293","73,994,098","67,455,428","69,012,066","65,728,535","69,802,936","77,470,190","94,370,873","76,566,088","66,758,780","69,278,761","70,589,510",
2015,서울특별시,강남구,일반용,"329,536,155","303,661,846","267,826,466","249,947,955","237,085,256","272,832,204","308,127,305","337,322,029","300,399,989","241,667,522","238,061,623","277,856,730",
2015,서울특별시,강남구,교육용,"4,806,057","4,626,294","4,088,522","3,505,891","2,396,088","2,917,987","3,668,795","2,923,053","3,850,159","2,522,891","3,033,141","4,821,039",
2015,서울특별시,강남구,산업용,"31,150,063","29,279,831","27,208,949","21,011,242","17,151,508","15,953,757","17,401,872","19,161,424","17,958,425","18,421,818","23,664,125","31,052,216",
2015,서울특별시,강남구,농사용,"158,670","141,525","114,001","85,497","62,355","62,052","56,480","62,485","62,095","54,577","73,592","106,251",
2015,서울특별시,강남구,가로등,"2,608,559","2,438,895","2,168,084","2,096,298","1,903,142","1,822,109","1,764,295","1,892,502","2,052,707","2,203,457","2,414,218","2,503,357",
2015,서울특별시,강남구,심 야,"2,310,028","2,201,478","2,051,374","2,130,163","3,748,708","6,013,446","7,872,576","8,482,495","6,193,234","2,870,662","1,505,883","1,717,084",
2015,서울특별시,강남구,합 계,"447,969,825","416,343,967","370,912,824","347,789,112","328,075,592","369,404,491","416,361,513","464,214,861","407,082,697","334,499,707","338,031,343","388,646,187",
2015,서울특별시,강동구,주택용,"51,604,917","50,195,164","43,987,663","45,369,667","41,963,238","43,770,607","45,911,078","55,064,724","46,607,997","41,335,530","43,884,554","45,731,826",
2015,서울특별시,강동구,일반용,"69,397,317","64,815,125","55,505,726","52,423,165","49,928,356","56,778,035","63,719,912","71,890,469","63,603,729","51,376,356","50,865,396","58,369,027",
2015,서울특별시,강동구,교육용,"3,420,222","3,283,703","2,760,034","2,418,391","1,562,395","1,810,018","2,293,009","1,859,739","2,299,621","1,551,932","1,872,058","3,074,103",
2015,서울특별시,강동구,산업용,"15,302,661","13,975,877","14,736,579","14,394,447","14,769,851","15,209,010","16,354,239","16,401,094","15,557,576","14,846,760","14,343,211","14,433,854",
2015,서울특별시,강동구,농사용,"371,670","374,806","291,684","229,857","175,398","181,159","169,914","182,936","180,197","155,060","158,239","224,686",
2015,서울특별시,강동구,가로등,"1,298,602","1,203,327","1,070,224","1,024,329","920,355","851,403","827,424","903,351","981,796","1,078,435","1,183,844","1,239,906",
2015,서울특별시,강동구,심 야,"1,101,495","1,033,782","847,344","612,608","449,421","644,628","779,398","799,537","576,232","421,117","380,279","691,922",
2015,서울특별시,강동구,합 계,"142,496,884","134,881,784","119,199,254","116,472,464","109,769,014","119,244,860","130,054,974","147,101,850","129,807,148","110,765,190","112,687,581","123,765,324",
2015,서울특별시,송파구,주택용,"76,998,064","75,368,845","66,338,992","69,333,857","64,475,736","67,100,496","70,428,627","85,621,992","74,611,954","64,125,197","67,947,503","74,084,605",
2015,서울특별시,송파구,일반용,"132,529,501","123,142,674","112,261,090","111,387,294","109,661,216","112,825,542","127,172,587","139,939,522","123,045,360","109,860,438","101,316,479","119,298,123",
2015,서울특별시,송파구,교육용,"6,141,229","5,635,122","4,738,469","4,254,448","2,947,440","3,259,255","4,056,029","3,870,269","4,235,653","3,041,108","3,304,333","5,047,306",
2015,서울특별시,송파구,산업용,"15,749,816","14,832,909","14,608,072","11,143,364","15,008,954","15,882,755","15,985,056","17,126,536","16,186,422","14,945,308","14,733,321","14,895,756",
2015,서울특별시,송파구,농사용,"232,785","199,584","187,689","201,449","222,208","226,525","234,682","245,186","229,614","206,962","199,974","192,607",
2015,서울특별시,송파구,가로등,"2,030,532","1,923,095","1,658,525","1,621,910","1,424,473","1,357,955","1,295,117","1,383,839","1,528,270","1,645,234","1,826,101","1,895,987",
2015,서울특별시,송파구,심 야,"1,585,692","1,505,213","1,354,360","1,700,841","2,614,021","3,601,087","5,137,933","5,588,500","4,271,448","2,776,868","1,066,914","1,701,114",
2015,서울특별시,송파구,합 계,"235,267,619","222,607,442","201,147,197","199,643,163","196,354,048","204,253,615","224,310,031","253,775,844","224,108,721","196,601,115","190,394,625","217,115,498",
2015,서울특별시,중랑구,주택용,"46,637,261","45,565,192","40,067,992","41,338,000","38,378,185","39,653,197","41,402,632","50,006,819","43,179,054","38,055,000","40,248,248","41,989,701",
2015,서울특별시,중랑구,일반용,"45,533,116","43,125,844","36,381,420","34,825,857","32,647,575","36,255,520","40,255,346","45,860,056","41,171,453","33,296,751","33,052,258","37,435,673",
2015,서울특별시,중랑구,교육용,"3,251,375","2,890,865","2,410,692","2,157,073","1,478,716","1,621,838","1,971,862","1,593,747","1,934,312","1,425,491","1,646,572","2,560,305",
2015,서울특별시,중랑구,산업용,"7,423,063","7,229,229","6,080,965","6,220,695","5,320,755","5,480,078","5,876,056","6,850,591","6,910,116","5,581,762","5,802,326","6,377,074",
2015,서울특별시,중랑구,농사용,"22,589","24,122","20,494","22,053","21,727","23,507","24,065","27,265","30,102","23,811","21,889","22,414",
2015,서울특별시,중랑구,가로등,"1,203,345","1,169,888","1,078,916","986,483","920,533","839,413","812,686","853,234","928,456","1,000,619","1,099,881","1,163,412",
2015,서울특별시,중랑구,심 야,"940,697","913,371","779,479","634,794","468,247","552,685","631,624","627,031","568,415","382,565","433,032","623,072",
2015,서울특별시,중랑구,합 계,"105,011,446","100,918,511","86,819,958","86,184,955","79,235,738","84,426,238","90,974,271","105,818,743","94,721,908","79,765,999","82,304,206","90,171,651",
2015,서울특별시,노원구,주택용,"62,162,226","60,999,256","53,419,314","55,915,756","51,775,772","53,786,499","55,496,313","66,120,472","57,123,321","51,412,897","55,187,398","57,088,211",
2015,서울특별시,노원구,일반용,"59,304,348","55,018,745","47,643,897","45,164,686","42,836,064","48,113,799","53,749,670","59,805,599","53,781,707","43,911,333","43,480,177","49,031,065",
2015,서울특별시,노원구,교육용,"12,770,642","11,206,177","10,071,748","9,116,319","6,983,832","7,896,177","8,691,100","8,735,385","8,835,935","7,241,577","7,946,186","10,853,351",
2015,서울특별시,노원구,산업용,"6,840,263","6,427,744","5,951,387","6,099,516","5,784,727","5,554,711","6,247,988","6,695,716","6,534,313","5,898,939","5,664,058","6,308,129",
2015,서울특별시,노원구,농사용,"12,522","11,516","10,873","10,581","10,131","10,251","8,853","8,645","8,517","9,544","10,612","9,646",
2015,서울특별시,노원구,가로등,"1,549,811","1,496,423","1,385,740","1,328,060","1,234,457","1,175,625","1,103,851","1,147,461","1,233,080","1,322,260","1,416,747","1,496,840",
2015,서울특별시,노원구,심 야,"1,521,975","1,403,636","1,136,102","898,063","766,688","710,705","745,884","807,453","647,933","465,059","520,889","914,664",
2015,서울특별시,노원구,합 계,"144,161,787","136,563,497","119,619,061","118,532,981","109,391,671","117,247,767","126,043,659","143,320,731","128,164,806","110,261,609","114,226,067","125,701,906",
2015,서울특별시,서초구,주택용,"60,312,791","57,861,809","52,505,778","52,886,029","49,823,255","52,398,624","57,171,402","69,587,973","57,112,914","50,095,141","52,598,438","55,133,455",
2015,서울특별시,서초구,일반용,"200,553,726","187,223,122","164,494,605","157,586,525","150,268,757","170,717,048","193,754,169","212,235,340","190,700,689","155,486,545","151,476,395","172,212,056",
