시군구별 용도업종별 전력사용량,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,(단위 : kWh),
2021,서울특별시,종로구,사업자  용,"182,825","169,926","145,620","157,835","162,661","197,386","230,476","264,106","220,838","192,882","174,812","180,026",
2021,서울특별시,종로구,가정용부문,"23,771,159","22,268,675","19,086,236","19,019,339","18,269,456","19,980,201","24,954,354","31,539,718","22,832,710","19,413,904","19,104,509","20,477,284",
2021,서울특별시,종로구,국  군  용,"528,600","479,548","336,517","286,672","252,640","286,590","336,723","394,382","334,674","287,294","307,048","388,017",
2021,서울특별시,종로구,기타공공용,"10,288,776","9,277,994","7,810,106","7,192,940","6,538,198","7,598,362","8,590,213","8,839,982","8,169,308","6,243,691","6,962,756","8,710,445",
2021,서울특별시,종로구,관  공  용,"7,227,790","6,936,509","5,557,301","5,410,736","5,440,417","6,679,258","8,402,220","9,022,637","7,772,452","5,937,400","5,455,591","5,982,186",
2021,서울특별시,종로구,순수써비스,"110,712,710","101,214,842","88,240,306","82,679,840","81,033,471","94,808,204","111,935,509","118,293,447","99,718,652","85,736,975","85,329,903","100,089,053",
2021,서울특별시,종로구,합 계,"158,669,408","146,460,180","126,819,548","120,877,151","117,078,916","135,137,278","160,635,186","174,788,825","145,117,725","122,959,712","122,571,655","141,629,289",
2021,서울특별시,중구,농업. 임업,"2,124","2,436","1,753","1,017",809,768,985,"1,378",959,684,709,920,
2021,서울특별시,중구,어      업,413,421,397,503,528,608,659,846,760,669,580,463,
2021,서울특별시,중구,금속비금속,"16,531","15,285","11,472","10,467","8,816","9,452","10,414","12,038","11,518","9,440","10,217","11,340",
2021,서울특별시,중구,식료품제조,"297,681","301,683","258,832","276,619","279,156","294,069","320,103","359,862","350,896","316,066","288,269","280,244",
2021,서울특별시,중구,섬      유,"471,404","511,441","447,777","477,836","412,200","416,761","454,261","494,606","421,270","346,379","351,779","390,781",
2021,서울특별시,중구,의복. 모피,"2,637,940","3,028,599","2,968,148","3,476,733","3,099,071","3,075,439","3,225,903","3,610,849","3,368,480","2,858,710","2,749,541","2,747,935",
2021,서울특별시,중구,가죽. 신발,"76,852","77,948","62,928","63,009","52,662","51,825","58,528","69,199","63,661","52,904","53,732","62,369",
2021,서울특별시,중구,목재. 나무,"71,042","71,209","52,358","48,645","39,638","39,226","45,897","53,294","46,995","36,408","43,310","58,805",
2021,서울특별시,중구,펄프. 종이,"1,624,966","1,529,933","1,181,538","1,167,672","1,016,534","1,149,761","1,303,592","1,350,506","1,321,784","1,027,687","1,184,993","1,411,152",
2021,서울특별시,중구,출판. 인쇄,"11,764,199","10,975,238","9,197,430","8,857,215","7,957,214","9,046,935","10,628,147","11,005,155","10,296,229","8,319,526","8,883,071","10,261,660",
2021,서울특별시,중구,석유  정제,777,"1,147",832,"1,018",990,"1,025","1,234","1,311","1,481","1,480","1,026","1,471",
2021,서울특별시,중구,화학  제품,"207,002","206,007","162,165","160,566","144,397","138,710","157,675","177,137","155,235","128,053","138,993","168,860",
2021,서울특별시,중구,고무. 플라,"233,139","233,915","203,203","205,669","175,199","178,186","203,649","215,086","189,553","153,563","170,571","202,400",
2021,서울특별시,중구,유      리,"15,826","16,084","10,612","8,234","6,147","5,966","6,676","9,769","7,464","5,261","6,414","9,502",
2021,서울특별시,중구,시  멘  트,"7,723","6,739","5,384","5,659","6,594","7,998","8,825","10,488","9,544","8,326","9,918","10,328",
2021,서울특별시,중구,1차   금속,"70,726","72,044","55,033","47,221","39,073","40,716","45,142","49,585","44,250","36,477","41,083","54,884",
2021,서울특별시,중구,조립  금속,"170,905","178,192","128,966","118,211","95,502","95,227","105,274","125,002","112,820","87,188","102,664","137,010",
2021,서울특별시,중구,기타  기계,"279,185","283,347","209,267","190,435","156,262","161,252","189,519","215,074","196,620","149,715","166,513","218,418",
2021,서울특별시,중구,사무  기기,"5,974","9,071","7,769","24,844","30,935","29,315","29,067","31,065","26,716","25,065","28,648","10,584",
2021,서울특별시,중구,전기  기기,"37,491","39,229","27,770","21,770","16,139","15,857","20,170","27,797","19,973","13,895","17,604","30,993",
2021,서울특별시,중구,영상. 음향,"13,757","15,401","10,404","7,607","5,387","5,281","7,835","10,482","6,908","4,743","6,942","10,978",
2021,서울특별시,중구,의료. 광학,"68,966","69,101","51,660","44,976","34,809","34,660","46,127","56,392","46,532","32,464","36,949","51,718",
2021,서울특별시,중구,자  동  차,73,101,8,21,23,24,-,-,-,-,-,-,
2021,서울특별시,중구,기타  운송,"95,034","93,913","75,628","81,930","74,784","79,681","88,125","80,837","86,649","70,732","80,551","90,149",
2021,서울특별시,중구,가구및기타,"1,391,281","1,323,826","1,139,827","1,108,619","1,058,774","1,097,450","1,187,000","1,243,564","1,148,862","1,047,670","1,093,017","1,246,477",
2021,서울특별시,중구,수      도,"34,629","31,696","33,438","34,167","30,069","29,185","30,711","31,748","30,318","30,440","29,081","29,449",
2021,서울특별시,중구,사업자  용,"946,732","916,857","785,458","858,792","852,051","973,830","1,060,471","1,153,824","1,054,072","947,279","953,610","983,480",
2021,서울특별시,중구,전      철,50,194,194,194,194,194,194,194,194,194,194,194,
2021,서울특별시,중구,가정용부문,"19,024,922","17,510,043","15,169,251","15,127,083","14,670,519","16,026,119","21,219,867","25,818,512","18,297,236","15,742,953","15,587,717","16,638,773",
2021,서울특별시,중구,국  군  용,"2,690","6,233","10,156","4,555","3,796","3,618","3,394","3,580","3,596","3,420","3,834","4,223",
2021,서울특별시,중구,유엔군  용,"81,400",435,"28,292","24,892","18,480","19,282","19,022","22,442","19,282","18,648","21,012","33,296",
2021,서울특별시,중구,기타공공용,"5,250,507","4,534,337","3,670,652","2,857,366","2,510,638","2,884,866","3,394,556","3,045,144","2,960,628","2,508,817","3,359,776","4,736,350",
2021,서울특별시,중구,관  공  용,"6,520,839","6,086,305","4,877,533","4,591,229","4,482,709","5,193,401","6,104,772","6,519,034","5,699,596","4,913,344","4,944,897","5,781,153",
2021,서울특별시,중구,순수써비스,"156,309,823","139,398,330","125,737,059","118,999,482","120,130,505","145,089,277","173,147,880","177,764,261","150,085,160","127,531,223","123,087,008","143,870,171",
2021,서울특별시,중구,합 계,"207,732,603","187,546,740","166,583,194","158,904,256","157,410,604","186,195,964","223,125,674","233,570,061","196,085,241","166,429,423","163,454,223","189,546,530",
2021,서울특별시,용산구,농업. 임업,"2,651","6,568","32,850","76,150","81,892","84,536","101,568","98,808","88,362","87,283","81,643","91,219",
2021,서울특별시,용산구,어      업,"1,586","1,449","1,312","1,466","1,582","1,582","1,551","2,081","2,288","2,420",-,-,
2021,서울특별시,용산구,식료품제조,"144,571","138,651","114,207","116,961","112,556","118,344","124,212","143,068","140,144","122,751","114,206","114,729",
2021,서울특별시,용산구,음료품제조,"2,494","2,213","2,677","3,376","3,563","4,644","4,928","5,702","4,091","3,622","3,500","3,164",
2021,서울특별시,용산구,섬      유,"76,866","79,561","84,375","85,195","74,528","76,588","84,616","80,418","82,667","71,288","68,880","69,696",
2021,서울특별시,용산구,의복. 모피,"559,739","611,588","702,546","799,754","693,566","708,353","721,313","674,530","675,621","588,560","561,288","559,340",
2021,서울특별시,용산구,가죽. 신발,"11,085","10,626","9,535","10,525","8,654","8,498","9,474","8,543","7,664","6,957","8,582","9,500",
2021,서울특별시,용산구,목재. 나무,"2,816","2,468","1,597","1,075",843,875,902,"1,444",920,735,"1,025","1,782",
2021,서울특별시,용산구,펄프. 종이,"30,973","32,520","24,267","21,440","16,055","16,325","19,240","22,871","19,154","15,567","16,250","23,401",
2021,서울특별시,용산구,출판. 인쇄,"341,331","321,771","283,065","265,640","211,937","226,266","256,696","284,939","282,435","211,049","227,395","279,536",
2021,서울특별시,용산구,화학  제품,"14,723","12,898","8,632","7,018","7,180","6,201","8,277","11,187","8,696","4,613","8,123","10,694",
2021,서울특별시,용산구,고무. 플라,"29,073","29,054","27,201","28,727","21,903","22,448","24,373","24,366","25,572","21,326","26,363","28,180",
2021,서울특별시,용산구,유      리,"1,643","1,359","1,135","1,076","1,200","1,418","1,338","1,296","1,434",928,"1,573","1,448",
2021,서울특별시,용산구,시  멘  트,"13,263","11,961","9,907","9,772","9,607","10,280","12,036","14,607","13,043","10,205","11,620","13,954",
2021,서울특별시,용산구,1차   금속,"3,139","4,610","2,075","1,483","1,176",874,960,"1,319",941,"1,058","1,025","1,934",
2021,서울특별시,용산구,조립  금속,"30,274","30,947","23,418","23,978","19,299","19,271","24,163","23,908","21,925","18,243","23,661","28,754",
2021,서울특별시,용산구,기타  기계,"26,163","27,551","21,843","19,590","16,234","14,542","18,793","21,050","18,949","17,311","16,887","24,151",
2021,서울특별시,용산구,사무  기기,"9,343","9,455","4,569","3,524","2,872","3,316","4,307","4,872","3,432","3,205","5,453","7,919",
2021,서울특별시,용산구,전기  기기,"6,217","7,437","4,683","3,426","2,619","2,895","7,166","7,786","6,707","6,117","8,265","9,130",
2021,서울특별시,용산구,영상. 음향,"21,580","20,547","14,169","12,234","11,267","12,252","14,309","17,143","14,607","10,713","13,566","18,175",
2021,서울특별시,용산구,의료. 광학,"64,937","61,315","44,562","39,673","32,456","36,836","44,251","54,265","39,519","32,377","39,099","49,984",
2021,서울특별시,용산구,자  동  차,"1,989","1,669","1,255",801,542,606,789,"1,355",787,586,589,712,
2021,서울특별시,용산구,기타  운송,"8,781","9,441","7,936","9,434","8,116","7,818","8,761","12,089","10,467","8,327","7,574","9,841",
2021,서울특별시,용산구,가구및기타,"28,811","27,044","21,983","21,031","17,411","17,108","21,811","23,519","19,249","15,786","17,673","21,614",
2021,서울특별시,용산구,재생  재료,"8,363","8,176","7,548","8,387","8,254","8,732","8,688","9,033","9,115","8,445","8,429","7,793",
2021,서울특별시,용산구,수      도,"608,190","594,907","553,387","573,677","548,711","565,301","559,140","589,009","575,913","551,792","557,385","554,391",
2021,서울특별시,용산구,사업자  용,"105,889","93,675","79,142","82,888","84,457","94,334","120,408","136,249","99,113","92,142","96,831","100,876",
2021,서울특별시,용산구,전      철,"431,881","424,365","497,044","431,361","449,749","467,885","635,446","608,411","549,038","492,180","429,496","465,715",
2021,서울특별시,용산구,가정용부문,"38,732,443","36,643,646","30,809,466","31,362,196","30,236,679","32,595,886","41,810,341","55,482,587","38,719,560","32,090,466","31,497,528","33,042,193",
2021,서울특별시,용산구,국  군  용,"2,040,251","2,068,471","1,687,116","1,687,842","1,528,515","1,833,285","2,199,810","2,634,595","2,364,950","1,932,437","1,738,128","1,812,729",
2021,서울특별시,용산구,유엔군  용,"3,485,680","3,958,960","3,756,326","2,941,843","2,711,248","3,065,160","3,380,741","4,031,335","3,264,312","2,758,953","2,912,672","3,005,486",
2021,서울특별시,용산구,기타공공용,"4,738,958","4,205,873","3,659,738","3,281,164","3,002,532","3,251,080","3,742,160","3,550,116","3,517,165","2,966,881","3,381,372","4,408,865",
2021,서울특별시,용산구,관  공  용,"14,259,418","13,061,841","11,711,153","11,318,438","11,352,906","13,223,056","15,446,124","16,136,355","14,067,141","12,239,020","11,520,249","13,107,620",
2021,서울특별시,용산구,순수써비스,"63,665,024","59,793,876","50,021,075","47,746,619","47,622,185","55,468,549","65,904,446","72,402,501","61,755,744","53,520,050","52,801,116","60,847,052",
2021,서울특별시,용산구,합 계,"129,510,145","122,316,493","104,231,794","100,997,764","98,902,294","111,975,144","135,323,138","157,121,357","126,410,725","107,913,393","106,207,446","118,731,577",
2021,서울특별시,성동구,농업. 임업,"52,027","47,268","41,164","45,312","39,532","36,556","47,163","62,328","41,136","40,364","47,449","43,239",
2021,서울특별시,성동구,금속비금속,"29,821","28,324","21,904","23,326","19,016","20,970","21,042","22,113","20,462","18,173","26,297","28,905",
2021,서울특별시,성동구,식료품제조,"3,410,549","3,494,488","3,011,790","3,479,291","3,451,780","3,840,143","4,170,797","4,729,104","4,382,049","3,846,296","3,546,674","3,379,772",
2021,서울특별시,성동구,음료품제조,"77,961","74,116","72,202","75,669","77,528","78,804","86,400","93,866","86,907","74,722","74,592","69,998",
2021,서울특별시,성동구,섬      유,"912,295","883,971","760,805","748,803","655,877","683,053","762,280","795,241","719,973","571,328","665,340","784,375",
2021,서울특별시,성동구,의복. 모피,"2,056,321","2,039,064","1,762,158","1,822,634","1,617,152","1,669,665","1,880,481","2,088,750","1,836,312","1,546,214","1,622,199","1,845,500",
2021,서울특별시,성동구,가죽. 신발,"763,420","734,947","553,473","489,862","390,849","415,639","532,803","610,064","540,687","410,766","474,648","624,385",
2021,서울특별시,성동구,목재. 나무,"113,477","123,915","94,915","86,202","71,520","70,606","70,348","75,627","74,429","55,849","81,455","97,319",
2021,서울특별시,성동구,펄프. 종이,"1,023,250","893,108","747,987","824,554","675,910","744,371","881,237","859,423","774,079","646,409","737,736","836,696",
2021,서울특별시,성동구,출판. 인쇄,"5,778,470","4,926,557","4,392,224","4,114,958","3,612,284","4,159,127","4,727,582","4,999,023","4,629,093","3,635,486","4,077,653","4,875,601",
2021,서울특별시,성동구,석유  정제,"199,771","195,260","213,361","246,879","173,496","229,915","283,195","176,304","145,445","273,042","287,602","214,440",
2021,서울특별시,성동구,화학  제품,"462,816","447,076","366,377","377,112","332,256","365,750","391,609","414,037","370,425","308,672","361,409","396,353",
2021,서울특별시,성동구,고무. 플라,"490,221","452,937","387,526","355,003","308,224","331,842","380,421","416,255","383,010","287,945","322,421","367,753",
2021,서울특별시,성동구,유      리,"225,640","201,602","181,682","173,805","178,655","179,068","198,981","209,701","198,402","160,057","194,229","215,730",
2021,서울특별시,성동구,시  멘  트,"655,935","536,070","441,809","426,384","381,928","403,728","441,972","420,532","382,110","385,074","434,670","553,924",
2021,서울특별시,성동구,1차   금속,"230,117","229,995","178,062","175,738","154,041","162,074","165,366","178,161","175,626","148,733","175,431","194,984",
2021,서울특별시,성동구,조립  금속,"1,242,492","1,175,552","963,323","904,446","768,894","781,401","861,890","907,374","845,949","665,882","814,965","1,013,918",
2021,서울특별시,성동구,기타  기계,"1,726,744","1,634,151","1,369,464","1,317,006","1,193,156","1,521,940","1,747,152","1,824,281","1,603,782","1,384,833","1,452,396","1,733,740",
2021,서울특별시,성동구,사무  기기,"17,519","16,575","12,663","6,806","4,431","5,270","7,609","10,486","7,012","4,778","5,399","7,991",
2021,서울특별시,성동구,전기  기기,"744,763","641,826","673,896","655,246","560,755","613,138","675,614","650,523","619,954","578,379","655,163","730,372",
2021,서울특별시,성동구,영상. 음향,"230,014","208,804","171,189","146,891","123,885","132,776","151,357","161,555","129,219","109,596","145,200","171,990",
2021,서울특별시,성동구,의료. 광학,"682,863","589,894","549,606","535,767","566,430","628,409","711,843","713,802","620,052","516,180","501,957","594,351",
2021,서울특별시,성동구,자  동  차,"426,640","416,013","325,523","296,626","241,732","238,862","245,780","260,889","257,827","211,993","302,937","341,125",
2021,서울특별시,성동구,기타  운송,718,882,"1,062","1,200",675,604,495,692,570,477,538,787,
2021,서울특별시,성동구,가구및기타,"559,295","531,741","438,635","437,844","393,807","427,824","497,728","560,728","503,243","443,974","493,720","555,508",
2021,서울특별시,성동구,재생  재료,"32,306","39,098","29,253","20,426","24,933","12,439","33,262","41,904","38,699","39,375","43,782","41,945",
2021,서울특별시,성동구,수      도,"4,728,998","4,128,462","4,491,123","4,433,072","4,598,506","4,711,206","4,991,486","5,052,817","4,691,042","4,841,057","4,921,179","4,800,500",
2021,서울특별시,성동구,사업자  용,"402,351","399,051","321,191","294,309","284,459","332,433","346,313","463,857","420,200","365,779","358,791","333,013",
2021,서울특별시,성동구,전      철,"16,581,135","16,122,529","14,316,054","15,430,379","15,077,590","16,175,006","17,680,594","20,396,187","17,381,841","15,312,166","16,177,790","15,619,326",
2021,서울특별시,성동구,가정용부문,"40,182,226","39,296,383","33,154,260","33,958,839","31,988,890","34,078,976","40,088,662","58,194,307","42,423,643","34,468,650","33,805,601","34,875,099",
2021,서울특별시,성동구,국  군  용,"50,678","45,777","32,904","25,429","20,622","22,430","23,146","24,878","19,386","17,417","21,906","33,469",
2021,서울특별시,성동구,기타공공용,"27,338,009","26,209,547","24,715,707","23,760,178","24,244,479","24,916,164","27,642,610","31,481,157","27,293,213","23,506,422","24,258,631","25,948,524",
2021,서울특별시,성동구,관  공  용,"2,001,368","1,938,997","1,459,024","1,292,585","1,148,096","1,366,789","1,660,268","2,012,447","1,708,239","1,413,884","1,339,412","1,658,430",
2021,서울특별시,성동구,순수써비스,"88,383,346","81,779,857","73,192,297","68,495,726","67,297,277","74,342,652","86,240,162","93,305,269","80,472,510","71,588,949","70,034,718","80,161,862",
2021,서울특별시,성동구,합 계,"201,813,556","190,483,837","169,444,613","165,478,307","160,678,665","173,699,630","198,647,648","232,213,682","193,796,526","167,878,921","168,463,890","183,150,924",
2021,서울특별시,동대문구,농업. 임업,"25,965","26,441","19,114","16,175","14,635","18,510","17,874","19,988","16,811","15,339","17,178","21,969",
2021,서울특별시,동대문구,어      업,"8,096","8,144","6,553","4,938","4,497","3,077","1,819","1,715","1,714","1,794","4,048","5,705",
2021,서울특별시,동대문구,금속비금속,"5,557","5,642","3,538","2,517","2,077","2,413","3,361","4,587","3,472","2,643","3,768","5,454",
2021,서울특별시,동대문구,식료품제조,"601,643","640,904","519,316","571,126","556,244","585,166","614,332","661,555","653,695","553,828","553,237","546,427",
2021,서울특별시,동대문구,음료품제조,"3,663","4,969","4,369","5,105","4,933","5,752","7,034","6,000","5,264","4,286","4,767","4,075",
2021,서울특별시,동대문구,섬      유,"1,558,458","1,594,090","1,310,392","1,348,016","1,221,150","1,267,784","1,428,498","1,666,391","1,440,869","1,142,697","1,212,689","1,364,604",
2021,서울특별시,동대문구,의복. 모피,"2,612,993","2,711,768","2,322,164","2,465,744","2,202,065","2,302,113","2,639,059","3,170,575","2,886,038","2,412,612","2,389,655","2,572,322",
2021,서울특별시,동대문구,가죽. 신발,"65,774","62,865","50,159","44,948","36,491","43,072","58,336","75,150","67,766","54,444","53,555","64,681",
2021,서울특별시,동대문구,목재. 나무,"13,822","14,489","9,244","8,591","7,369","7,233","7,382","9,823","8,829","6,970","6,818","9,439",
2021,서울특별시,동대문구,펄프. 종이,"112,252","103,125","88,261","88,803","74,505","68,290","78,172","92,682","82,988","64,905","74,850","86,579",
2021,서울특별시,동대문구,출판. 인쇄,"201,391","182,547","156,640","165,567","150,462","143,304","172,831","191,327","176,848","141,320","157,383","181,156",
2021,서울특별시,동대문구,석유  정제,"58,618","42,288","30,917","21,907","15,730","17,275","14,276","14,025","32,909","72,384","72,667","64,430",
2021,서울특별시,동대문구,화학  제품,"52,728","50,969","40,348","42,830","36,772","40,494","44,988","48,990","45,436","36,217","42,453","47,951",
2021,서울특별시,동대문구,고무. 플라,"89,750","93,453","74,951","75,851","65,198","67,184","78,457","94,910","89,398","72,237","72,288","92,033",
2021,서울특별시,동대문구,유      리,"7,103","7,389","4,692","4,264","3,160","3,740","3,668","4,928","3,677","2,772","3,640","4,816",
2021,서울특별시,동대문구,시  멘  트,"14,930","15,189","10,832","9,614","10,447","11,962","13,742","14,935","10,665","9,236","10,676","13,031",
2021,서울특별시,동대문구,1차   금속,"97,153","100,348","78,546","82,105","71,697","75,305","79,089","89,185","88,329","64,497","71,099","81,901",
2021,서울특별시,동대문구,조립  금속,"160,671","152,384","108,183","87,901","69,744","74,880","87,074","101,134","82,460","64,678","93,607","127,548",
2021,서울특별시,동대문구,기타  기계,"104,760","109,631","79,565","75,483","65,467","75,001","91,809","113,485","91,835","69,674","84,369","94,465",
2021,서울특별시,동대문구,사무  기기,"14,314","11,764","8,618","6,093","5,900","6,113","8,649","10,233","8,291","5,319","6,468","8,867",
2021,서울특별시,동대문구,전기  기기,"85,477","90,051","64,435","62,515","54,488","59,635","66,426","87,578","70,773","53,067","63,030","72,637",
2021,서울특별시,동대문구,영상. 음향,"26,625","22,270","16,209","10,333","6,947","9,133","14,773","18,067","12,590","8,830","8,631","17,814",
2021,서울특별시,동대문구,의료. 광학,"234,472","227,062","169,879","160,564","136,179","155,878","189,801","219,469","175,896","136,609","150,543","180,695",
2021,서울특별시,동대문구,자  동  차,"34,921","31,412","22,002","19,150","15,987","16,302","19,461","24,371","20,383","18,711","24,820","32,141",
2021,서울특별시,동대문구,기타  운송,"613,222","595,097","515,082","582,207","550,526","563,191","538,559","558,512","594,585","573,438","607,360","596,538",
2021,서울특별시,동대문구,가구및기타,"180,352","184,635","153,116","157,242","134,271","148,725","176,110","214,985","182,302","140,912","144,598","171,731",
2021,서울특별시,동대문구,수      도,"811,575","794,020","736,471","796,300","784,588","814,040","807,978","845,568","830,279","806,342","812,858","777,166",
2021,서울특별시,동대문구,사업자  용,"203,858","197,180","167,180","192,867","173,708","196,410","204,417","232,422","215,527","195,409","201,249","208,968",
2021,서울특별시,동대문구,전      철,"4,621,799","4,635,428","3,994,317","4,345,709","4,274,998","4,700,713","5,583,517","6,646,046","5,867,464","4,587,617","4,345,207","4,450,462",
2021,서울특별시,동대문구,가정용부문,"46,833,481","45,079,670","38,440,371","39,447,873","37,386,547","39,789,727","47,589,252","66,644,687","48,523,336","40,513,719","39,844,114","41,273,002",
2021,서울특별시,동대문구,국  군  용,"2,335","1,871","1,290",681,588,396,411,435,401,415,609,571,
2021,서울특별시,동대문구,기타공공용,"9,789,640","8,557,647","7,039,242","5,889,006","5,170,288","5,983,302","7,161,321","7,092,604","6,375,087","5,769,285","6,553,844","8,834,672",
2021,서울특별시,동대문구,관  공  용,"4,625,832","4,072,879","3,584,412","2,826,754","2,715,826","2,824,026","3,370,978","3,506,123","2,993,338","2,775,770","3,191,283","4,107,758",
2021,서울특별시,동대문구,순수써비스,"61,462,204","58,812,069","47,730,100","44,701,289","42,214,997","47,467,779","56,403,366","65,389,660","54,560,984","46,385,295","45,257,784","52,601,687",
2021,서울특별시,동대문구,합 계,"135,335,434","129,239,690","107,560,508","104,320,068","98,238,481","107,547,925","127,576,820","157,872,145","126,220,239","106,763,271","106,141,145","118,723,295",
2021,서울특별시,성북구,농업. 임업,"16,444","15,177","11,357","10,810","10,570","12,018","14,542","17,393","14,649","12,339","10,882","11,899",
2021,서울특별시,성북구,어      업,"2,195","2,465","2,115","1,786","1,577","1,983","2,614","3,154","2,533","2,671","2,114","3,188",
2021,서울특별시,성북구,식료품제조,"432,291","441,585","372,788","402,471","407,813","440,846","473,046","523,727","330,402","433,224","403,421","396,269",
2021,서울특별시,성북구,섬      유,"1,110,679","1,098,880","969,976","984,116","841,698","849,730","954,266","1,021,134","891,967","778,913","857,367","953,951",
2021,서울특별시,성북구,의복. 모피,"1,643,249","1,747,440","1,586,938","1,666,072","1,460,918","1,496,131","1,669,928","1,802,469","1,573,438","1,333,024","1,420,943","1,548,539",
2021,서울특별시,성북구,가죽. 신발,"81,627","78,183","64,703","64,652","53,886","47,196","55,356","73,282","71,326","56,345","61,309","74,739",
2021,서울특별시,성북구,목재. 나무,"13,286","10,979","11,679","10,676","11,380","17,184","19,570","20,814","13,195","12,243","11,482","14,735",
2021,서울특별시,성북구,펄프. 종이,"26,171","26,214","20,705","19,476","18,834","20,267","20,869","23,884","17,906","17,313","19,615","26,593",
2021,서울특별시,성북구,출판. 인쇄,"115,253","135,754","102,730","111,441","102,112","94,452","83,494","90,736","93,834","80,918","93,955","98,889",
2021,서울특별시,성북구,화학  제품,"55,019","55,697","51,593","56,518","53,023","54,825","56,683","59,700","53,233","50,202","56,210","57,908",
2021,서울특별시,성북구,고무. 플라,"225,248","220,935","211,147","231,216","204,956","210,651","232,161","250,442","214,500","197,520","206,115","206,262",
2021,서울특별시,성북구,유      리,"7,118","6,536","5,198","4,641","3,642","4,448","5,732","5,977","4,307","4,294","5,288","6,932",
2021,서울특별시,성북구,시  멘  트,"5,027","3,958","3,791","3,767","4,000","3,176","3,713","3,638","3,634","3,458","3,327","4,588",
2021,서울특별시,성북구,1차   금속,"29,000","25,203","18,521","18,714","14,813","15,157","17,820","17,164","17,060","15,437","20,349","24,509",
2021,서울특별시,성북구,조립  금속,"13,272","14,338","8,650","8,571","6,371","6,084","8,031","8,245","8,787","7,129","8,945","12,162",
2021,서울특별시,성북구,기타  기계,"159,070","158,067","142,678","147,444","140,178","153,090","159,631","172,837","158,920","146,418","149,585","157,293",
2021,서울특별시,성북구,전기  기기,"4,472","3,586","2,357","1,135",702,653,"1,102","1,925","1,375",726,"1,143","2,567",
